Locus Tag	Name	FDR	logFC	Fitness
DapZ	DapZ	0.190095964924292	-1.07684973959977	0
IstR-1,2	IstR-1,2	0.945291812687362	0.359074573332564	0
mgtC	mgtC	0.464379993682238	-0.756463297447188	0
ncRNA0002	ArcZ	0.616068434306799	-0.687513789964188	0
ncRNA0007	CsrB	0.481422906833986	-0.726914387606763	0
ncRNA0008	CsrC	0.542823616764617	-0.671283071168427	0
ncRNA0028	IsrC	0.503964290930191	0.800503259687713	0
ncRNA0032	IsrG	0.970323665526161	0.131817029364903	0
ncRNA0035	IsrI	0.790799160381339	0.446853210394367	0
ncRNA0039	IsrM	0.810405270258087	0.495102111979596	0
ncRNA0040	IsrN	0.976630506327813	0.100044366657973	0
ncRNA0043	IsrQ	1	0.00424805253667225	0
ncRNA0048	MicC	0.278759585402871	1.0625507077001	0
ncRNA0067	RyfA	0.942126190463283	-0.155704422037727	0
ncRNA0073	SgrS	0.873159912429263	-0.284312240756947	0
ncRNA0081	SraF	0.485793096197086	-15	0
ncRNA0089	SsrS	0.900695790947995	-0.247010406773708	0
ncRNA0164	STnc440	0.962704553728378	-0.116334305021971	0
ncRNA0167	STnc470	0.917196047890508	-0.206696432951915	0
ncRNA0199	STnc780	0.853366601264498	-0.31762285943113	0
ncRNA0207	STnc880	0.942266057375502	0.199987989130423	0
ncRNA0224	STnc1150	0.0736566318924486	1.42292526666216	0
ncRNA0255	STnc1590	0.6041560791722	1.72511099362187	0
ncRNA0256	STnc1600	0.992667710148834	-0.0136398167942701	0
ncRNA0284	STnc2130	0.888740435446586	0.298611637290349	0
RyeA	RyeA	0.992667710148834	-0.0168267345803195	0
RygD	RygD	0.971824034049318	0.164288860261864	0
SL1344_0002	thrA	0.162557525283767	-1.61467473937156	0
SL1344_0004	thrC	0.424589681462566	0.858528618996146	0
SL1344_0006	yaaJ	0.848823932031549	0.372164734359917	0
SL1344_0007	talB	0.825652225579979	0.556567915643863	0
SL1344_0008	mog	0.0165395585770302	-1.64567073801338	2
SL1344_0010	htgA	0.212852988709165	-1.0441988853162	0
SL1344_0011	yaaI	0.893828654821665	0.341763059330964	0
SL1344_0014	SL1344_0014	0.126575674540864	1.29428534456749	0
SL1344_0015	SL1344_0015	0.816754148648157	-0.361844414983839	0
SL1344_0016	SL1344_0016	0.855226998683762	0.914642259200761	0
SL1344_0017	SL1344_0017	0.890611523694052	-0.264430037586165	0
SL1344_0018	chiA	0.272083243381461	-1.43521750819711	0
SL1344_0019	SL1344_0019	0.671326317719572	-0.550595210802779	0
SL1344_0020	SL1344_0020	0.90040970333123	-0.24191662563527	0
SL1344_0021	bcfA	0.735781380361545	0.515271413575693	0
SL1344_0022	bcfB	0.917113324143477	0.253281437447872	0
SL1344_0023	bcfC	0.850242398008563	-0.526965077409834	0
SL1344_0024	bcfD	0.633769107930274	-0.586712130848938	0
SL1344_0026	bcfF	0.779295324516352	-0.549619504463626	0
SL1344_0027	bcfG	0.198857525123159	1.13585271023601	0
SL1344_0029	SL1344_0029	0.912677801879077	-0.225959593838454	0
SL1344_0030	SL1344_0030	0.413580141211062	0.882459066768275	0
SL1344_0031	SL1344_0031	0.461502745191963	0.828434457550074	0
SL1344_0032	SL1344_0032	0.853182875172163	0.359704996753192	0
SL1344_0033	SL1344_0033	0.0827882931751411	1.43136680069952	0
SL1344_0034	SL1344_0034	0.674378935695075	0.854093183743251	0
SL1344_0035	SL1344_0035	0.0145880229054666	1.72888887567591	1
SL1344_0036	SL1344_0036	0.760019490654987	-0.632914091845045	0
