Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_1060	ycdC	4.6	5.73	4.76	5.03	0	0	0	0	7.61	17.64	4.49	9.91	0	0	0	0	22.65	7.87	11.43	13.98	10.6	8.89	13.6	11.03
SL1344_1061		107.69	114.07	39.57	87.11	126.38	61.86	0	62.75	221.19	178.02	58	152.4	0	78.08	216.72	98.27	49.65	65.68	50.77	55.37	54.91	57.42	67.8	60.04
SL1344_1062	putA	149.2	164.44	122.84	145.49	115.5	95.6	100.34	103.81	151.91	123.53	55.65	110.37	88.1	145.48	141.56	125.04	108.9	102.45	72.86	94.74	75.57	66.79	69.64	70.67
SL1344_1063	putP	46.2	50.88	55.57	50.88	331.04	279.53	250.45	287.01	225.31	244.35	150.02	206.56	115.73	203.25	276	198.33	140.32	149.85	97.53	129.23	35.3	33.3	39.02	35.88
SL1344_1064	phoH	18.89	16.4	10.68	15.32	506.62	443.52	407.32	452.49	176.19	200.91	93.89	157	169.13	158.01	159	162.04	101.53	113.68	128.1	114.44	61.67	51.54	57.86	57.02
SL1344_1065		19.15	21.43	14.29	18.29	28.33	0	22.56	16.96	33.06	47.89	6.5	29.15	47.82	56.89	33.51	46.07	14.06	24.7	14.49	17.75	15.99	15.02	15.2	15.4
STnc500	STnc500	45.84	45.67	16.28	35.93	104	0	0	34.67	0	0	0	0	0	48.19	0	16.06	77.42	41.85	7.6	42.29	28.17	50.63	42.43	40.41
SL1344_1066		0.49	0.81	0.58	0.63	5.56	0	0	1.85	6.49	0	1.91	2.8	4.02	7.73	3.95	5.23	6.21	2.8	3.66	4.22	9.23	5.05	9.2	7.83
SL1344_1067		0	0.9	0.64	0.51	36.71	0	0	12.24	7.14	0	0	2.38	17.7	14.17	8.68	13.52	12.14	7.38	1.79	7.11	4.56	4.37	1.66	3.53
SL1344_1068		1.26	1.57	0.75	1.2	0	0	0	0	0	2.42	2.47	1.63	0	23.27	22.9	15.39	10.68	7.22	5.24	7.71	3.88	2.79	4.71	3.8
SL1344_1069		1.06	6.16	1.88	3.03	0	8.83	0	2.94	0	4.06	0	1.35	8.7	25.07	12.8	15.52	25.36	13.3	3.51	14.06	8.55	11.71	10.63	10.29
SL1344_1070		2.29	0.95	0.68	1.31	0	0	15.53	5.18	3.79	6.59	0	3.46	0	4.52	4.61	3.04	2.42	2.62	4.75	3.26	3.96	3.38	5.3	4.21
SL1344_1071		5.3	6.06	5.89	5.75	0	38.67	0	12.89	13.17	17.8	2.59	11.19	21.77	26.14	61.39	36.43	9.33	6.81	11.54	9.23	13.24	11.23	15.69	13.39
SL1344_1072	ycdW	21.89	12.98	13.42	16.1	0	19.54	0	6.51	0	14.99	0	5	0	10.28	6.29	5.52	9.9	5.35	9.72	8.33	14.71	16.41	18.5	16.54
SL1344_1073	ycdX	41.8	61.14	34.17	45.7	67.74	49.74	13.49	43.65	26.34	45.8	11.66	27.93	8.17	20.92	68.09	32.39	35.01	31.8	30.51	32.44	50.45	47.26	52.2	49.97
SL1344_1074	ycdY	7.94	23.08	12.54	14.52	15.02	11.03	0	8.68	8.76	15.23	10.34	11.44	0	17.4	26.64	14.68	11.18	24.17	13.16	16.17	14.24	19.98	20.09	18.1
SL1344_1075	ycdZ	29.46	50.2	45.89	41.85	17.59	12.92	0	10.17	10.26	29.73	6.05	15.35	38.17	16.3	24.96	26.48	19.64	33.62	51.4	34.89	60.74	53.09	78.55	64.13
SL1344_1076	csgG	1.97	3.26	0.58	1.94	0	0	39.97	13.32	0	0	0	0	0	7.75	3.96	3.9	2.77	4.49	3.26	3.5	5.66	4.71	3.54	4.64
SL1344_1077	csgF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02	1.46	1.83	2.03	2.6	0.45	1.69
SL1344_1078	csgE	0	0	0	0	0	0	0	0	0	0	0	0	0	19.52	0	6.51	0	4.24	4.62	2.95	2.14	4.79	5.73	4.22
SL1344_1079	csgD	0	0	0	0	0	0	0	0	0	0	0	0	9.26	2.97	0	4.07	0	3.86	0.94	1.6	1.73	1.66	3.19	2.2
SL1344_1080	csgB	0	0	0	0	0	0	0	0	0	6.18	0	2.06	0	0	0	0	4.54	3.68	1.34	3.18	4.33	1.19	3.32	2.95
SL1344_1081	csgA	1.61	1.34	0.95	1.3	0	40.28	0	13.43	0	0	0	0	0	0	0	0	0	1.84	2.67	1.5	8.67	5.93	4.15	6.25
SL1344_1082	csgC	38.25	44.83	17.31	33.46	0	18.74	0	6.25	0	17.26	0	5.75	0	0	0	0	0	0	1.86	0.62	5.18	4.14	8.68	6
SL1344_1083	ymdA	22.92	17.13	1.36	13.8	0	19.09	0	6.36	15.17	8.79	0	7.99	0	0	0	0	0	0	0	0	7.92	16.03	8.84	10.93
SL1344_1084		10.89	13.56	12.89	12.44	15.44	0	0	5.15	18.01	10.44	15.94	14.8	11.17	21.46	27.38	20	34.47	27.95	15.79	26.07	20.38	14.53	22.04	18.98
SL1344_1085	ymdC	40.44	35.62	28.32	34.8	27.98	41.08	33.42	34.16	42.43	64.31	23.11	43.29	28.33	42.78	49.63	40.25	40.26	47.84	39.65	42.58	57.39	52.48	50.86	53.58
SL1344_1086	mdoC	12.71	8.97	7.15	9.61	21.63	0	0	7.21	0	4.87	2.48	2.45	10.43	8.35	2.56	7.11	8.05	5.8	4.21	6.02	7.81	8.66	10.79	9.08
SL1344_1087	mdoG	32.01	29.75	22.34	28.04	65.04	83.58	6.47	51.7	75.89	56.81	35.44	56.05	31.36	54	63.46	49.61	43.71	40.35	19	34.35	31.74	36.76	37.84	35.45
SL1344_1088	mdoH	23.36	29.45	26.63	26.48	58.89	60.06	35.17	51.38	78.26	54.2	22.52	51.66	23.67	36.39	61.52	40.52	38.16	38.84	26.29	34.43	22.59	21.87	26.7	23.72
SL1344_1089	yceK	12.92	8.05	7.65	9.54	0	0	0	0	21.38	0	12.61	11.33	0	16.98	26.01	14.33	22.74	14.75	8.03	15.17	11.17	3.57	12.46	9.07
SL1344_1090	msyB	5.88	21.16	13.93	13.66	0	32.67	26.57	19.75	64.89	15.04	7.66	29.2	16.09	36.08	31.57	27.91	8.28	24.62	13	15.3	14.31	11.55	7.06	10.97
SL1344_1091	yceE	1.81	6.02	1.43	3.09	6.85	0	0	2.28	4	0	2.36	2.12	0	0	4.86	1.62	0.85	0.69	1	0.85	0.93	2	2.02	1.65
SL1344_1092	htrB	30.29	37.06	30.2	32.52	27.13	19.92	0	15.68	147.73	51.98	15.56	71.75	6.54	16.76	25.67	16.32	17.95	14.56	7.93	13.48	22.96	19.96	22.75	21.89
SL1344_1093	yceA	11.85	17.94	11.97	13.92	31.64	11.61	9.45	17.57	27.68	72.19	10.89	36.92	17.16	20.16	22.45	19.92	20.61	12.73	7.51	13.61	12.32	10.27	11.65	11.41
SL1344_1094	yceI	11.48	11.65	6.8	9.97	14.47	31.87	0	15.45	8.44	14.68	4.98	9.37	0	16.76	20.53	12.43	3.59	8.73	7.4	6.57	4.9	5.64	10.17	6.9
SL1344_1095	yceJ	19.23	11.71	9.87	13.6	0	10.68	0	3.56	8.49	9.83	0	6.11	0	3.37	0	1.12	12.63	4.39	3.19	6.74	4.92	8.02	7.91	6.95
SL1344_1096	yceO	0	0	0	0	0	0	0	0	0	49.78	0	16.59	0	0	0	0	0	0	0	0	2.49	4.78	6.68	4.65
SL1344_1097	solA	11.15	10.89	9.32	10.45	7.44	10.93	26.67	15.01	8.68	10.06	2.56	7.1	0	13.79	2.64	5.48	10.16	4.49	3.81	6.15	6.55	5.8	10.97	7.77
SL1344_1098	bssS	37.1	63.97	13.51	38.19	32.37	47.54	116.02	65.31	94.43	10.94	22.28	42.55	23.42	52.5	34.46	36.79	40.16	45.59	49.66	45.14	62.47	51.48	76.32	63.42
SL1344_1099	dinI	29.94	67.1	21.26	39.43	33.96	124.68	121.7	93.45	198.12	149.25	23.38	123.58	73.69	70.81	24.1	56.2	189.59	228.88	238.14	218.87	488.59	590.73	611.98	563.77
SL1344_1100	pyrC	23.14	20.96	19.09	21.06	7.95	23.36	9.5	13.61	69.61	21.51	16.43	35.85	40.27	40.54	22.58	34.46	25.66	26.4	19.75	23.94	42.28	42.85	45.44	43.52
SL1344_1101	yceB	157.16	132.65	68.22	119.35	163.43	98.18	106.49	122.7	190.69	160.73	71.59	141	0	55.08	94.88	49.99	31.34	58.29	49.92	46.51	47.28	57.86	57.93	54.36
SL1344_1102	grxB	41.94	42.35	13.42	32.57	180.04	151.08	46.08	125.73	97.53	99.99	26.56	74.69	18.6	41.71	63.87	41.4	35.1	34.93	27.24	32.42	20.9	18.78	20.7	20.12
SL1344_1103	yceL	3.64	1.51	3.59	2.92	0	0	0	0	12.05	4.66	0	5.57	0	3.19	9.77	4.32	4.27	2.77	4.53	3.86	5.6	4.02	6.71	5.44
SL1344_1104	rimJ	37.68	19.81	24.53	27.34	99.73	62.77	153.17	105.22	41.56	96.33	44.13	60.67	41.22	62.72	96.04	66.66	31.81	58.76	32.26	40.94	21.7	24.5	25.51	23.91
SL1344_1105	yceH	21.54	19.76	20.8	20.7	90.02	66.1	0	52.04	90.03	65.21	26.56	60.6	74.41	65.55	86.68	75.55	27.12	55.62	30.06	37.6	22.64	25.46	20.7	22.93
SL1344_1106	mviM	18.28	21.77	15.99	18.68	18.03	13.24	21.54	17.6	26.29	51.81	9.31	29.14	26.08	25.06	54.37	35.17	31.31	33.55	20.41	28.43	15.87	20.77	16.14	17.59
SL1344_1107	mviN	14.44	13.54	11.86	13.28	21.14	27.17	0	16.1	18.5	28.59	18.19	21.76	11.47	28.17	26.26	21.96	9.84	13.82	12.36	12.01	14.32	14.07	17.25	15.21
SL1344_1108	flgN	107.75	118.32	79.22	101.76	39.43	14.48	0	17.97	0	26.66	6.79	11.15	28.52	13.7	6.99	16.41	2.45	1.98	2.88	2.44	7.34	9.6	5.81	7.58
SL1344_1109	flgM	92.61	99.75	84.46	92.28	28.4	0	33.92	20.77	0	9.6	0	3.2	0	0	10.07	3.36	10.57	11.43	4.15	8.71	5.77	6.45	8.37	6.86
SL1344_1110	flgA	65.66	74.84	38.21	59.57	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	2.77	1.44	2.14	1.23	2.86	2.08
SL1344_1111	flgB	93.44	89.28	58.44	80.39	0	0	0	0	0	0	0	0	0	0	0	0	2.48	4.02	0	2.17	0.68	1.95	2.27	1.63
SL1344_1112	flgC	49.01	52.75	19.34	40.37	0	0	0	0	0	13.92	7.09	7	0	0	0	0	0	0	0	0	1.39	0	2.33	1.24
SL1344_1113	flgD	60.94	75.89	55.98	64.27	11.92	17.5	0	9.81	6.95	12.09	0	6.35	0	0	0	0	2.96	0	1.74	1.57	2.02	3.48	2.43	2.64
SL1344_1114	flgE	70.86	90	66.32	75.73	0	5.04	16.41	7.15	12.02	4.65	2.36	6.34	0	0	7.31	2.44	3.41	3.46	3.01	3.29	1.86	2.9	2.34	2.37
SL1344_1115	flgF	48.57	45.97	35.08	43.21	0	0	0	0	19.29	7.45	0	8.91	0	0	0	0	0	1.11	0.8	0.64	2.98	1.43	1.5	1.97
SL1344_1116	flgG	74.09	90.32	61.07	75.16	0	23.44	0	7.81	12.41	3.6	3.66	6.56	7.7	4.93	3.77	5.47	9.24	1.07	3.11	4.47	6.48	3.11	5.55	5.05
SL1344_1117	flgH	42.03	46.23	39.81	42.69	0	0	0	0	13.91	0	8.21	7.37	0	0	0	0	0	2.4	0	0.8	4.04	4.26	4.59	4.29
SL1344_1118	flgI	58.16	72.71	47.89	59.59	0	16.71	18.12	11.61	17.7	15.38	7.83	13.64	0	14.06	0	4.69	1.88	4.58	3.32	3.26	7.96	7.38	6.7	7.35
SL1344_1119	flgJ	27.79	29.48	27.88	28.38	0	0	0	0	0	2.96	3.01	1.99	0	0	0	0	0	3.52	0	1.17	3.26	3.69	4.96	3.97
SL1344_1120	flgK	119.66	119.14	93.31	110.7	10.02	18.39	23.93	17.45	29.22	20.32	3.45	17.66	10.87	4.64	15.99	10.5	7.46	4.53	3.66	5.22	9.16	12.03	8.86	10.01
SL1344_1121	flgL	123.9	141.2	87.01	117.37	0	19.23	0	6.41	40.75	0	0	13.58	0	4.05	3.1	2.38	7.58	5.27	4.46	5.77	13	10.48	13.26	12.25
STnc840	STnc840	61.12	67.65	78.39	69.05	0	0	0	0	67.41	0	0	22.47	0	26.77	0	8.92	0	0	0	0	0	0	0	0
SL1344_1122	rne	73.04	62.92	71.7	69.22	59.75	72.48	43.44	58.56	86.38	82.55	36.66	68.53	45.09	66.2	46.08	52.46	45.44	45.99	31.31	40.91	43.18	42.07	38.57	41.27
SL1344_1123	rluC	26	30.48	11.32	22.6	26.03	12.74	0	12.92	15.18	38.13	8.96	20.76	0	6.03	6.16	4.06	5.38	8.73	4.44	6.18	11.45	15.2	17.11	14.59
SL1344_1124		11.85	12.29	2.92	9.02	0	0	0	0	32.66	30.29	3.85	22.27	8.1	5.19	19.86	11.05	11.11	7.89	5.73	8.24	7.58	9.45	9.39	8.81
SL1344_1125		9.82	13.59	1.94	8.45	37.14	81.82	0	39.65	43.34	0	0	14.45	0	8.61	13.18	7.26	18.43	0	5.43	7.95	17.6	10.85	13.47	13.97
SL1344_1126	maf-a	6.28	7.3	5.95	6.51	0	94.15	0	31.38	16.62	57.8	4.9	26.44	10.3	9.9	40.44	20.21	7.07	18.63	3.12	9.61	9.16	7.86	10.66	9.23
SraB	SraB	448.19	462.31	112.56	341.02	385.2	339.4	0	241.53	269.66	468.8	106.06	281.51	167.17	196.34	300.65	221.38	238.94	216.98	146.31	200.74	148.65	180.01	185.11	171.26
SL1344_1127	yceD	844.62	919.77	401.66	722.01	1133.85	891.16	247.99	757.67	1192.5	1392.9	203.36	929.59	462.04	573.49	589.23	541.59	820.23	750.19	601.92	724.11	1100.68	1162.47	991.5	1084.88
SL1344_1128	rpl32	1992.49	2104.73	1046.5	1714.57	2260.42	1659.71	1493.68	1804.6	1851.76	1560.85	513.13	1308.58	626.16	869.13	1211.44	902.24	811.45	996.59	790.43	866.16	1238.96	1261.12	1234.07	1244.72
SL1344_1129	plsX	128.47	157.44	88.92	124.94	154.22	96.25	73.69	108.05	152.95	91.24	45.12	96.43	83.66	107.19	106.69	99.18	140.63	127.98	109.84	126.15	168.89	192.94	180.03	180.62
SL1344_1130	fabH	127.75	146.31	108.88	127.65	78.58	153.85	208.58	147	112.05	162.33	69.11	114.5	75.78	137.55	142.48	118.6	146.22	142.27	105.22	131.24	211.91	220.15	190.97	207.68
SL1344_1131	fabD	157.1	197.94	127.12	160.72	241.82	269.62	278.16	263.2	386.64	411.78	151.04	316.48	155.47	215.8	362.23	244.5	236.67	234.24	166.17	212.36	187.97	184.86	205.45	192.76
SL1344_1132	fabG	317.74	325.19	131.31	258.08	793.48	1007.09	473.92	758.17	925.81	1080.66	319.91	775.46	524.74	512.12	876.7	637.85	420.48	379.7	247.57	349.25	309.67	295.4	266.71	290.59
SL1344_1133	acpP	3813.1	3952.65	1841.49	3202.41	5993.4	5306.68	2695.25	4665.11	4627.62	4779.36	1589.53	3665.5	663.01	1641.8	3439.62	1914.81	1382.12	1266.05	1264.44	1304.2	1286.55	1189.9	1437.67	1304.71
SL1344_1134	fabF	310.27	400.37	239.99	316.88	482.72	393.82	120.13	332.22	496.73	553.04	115.37	388.38	193.97	240.77	447.17	293.97	312.74	333.16	288.94	311.61	530.4	525.89	499.69	518.66
SL1344_1135	pabC	20.85	24.08	11.27	18.74	20.57	15.1	0	11.89	24	13.91	10.62	16.18	22.32	16.68	29.19	22.73	11.48	11.38	21.03	14.63	14.27	21.03	22.85	19.38
SL1344_1136	yceG	25.32	26.75	18.17	23.41	17.41	19.17	51.98	29.52	25.39	50.02	17.97	31.13	6.3	22.18	27.79	18.75	25.91	27.14	18.44	23.83	33.29	30.22	38.27	33.93
SL1344_1137	tmk	19.45	36.1	21.67	25.74	38.94	28.59	31.01	32.85	15.14	57.05	13.4	28.53	18.78	15.04	18.42	17.41	30.6	33.95	38.87	34.47	52.73	45.92	48.25	48.97
SL1344_1138	holB	24.11	26.08	12.54	20.91	24.86	6.08	49.5	26.81	29.01	25.21	17.11	23.78	5.99	28.8	32.34	22.38	31.87	35.01	18.77	28.55	33.38	31.74	34.19	33.1
SL1344_1139	ycfH	27.61	47.37	32.14	35.7	93.96	84.32	62.35	80.21	103.53	127.05	46.71	92.43	15.1	62.89	85.18	54.39	55.69	36.75	35.08	42.51	30.75	32.86	31	31.54
SL1344_1140	ptsG	28.15	26.77	31.81	28.91	348.37	353.84	208.07	303.43	372.59	408.28	141.88	307.58	176.38	269.04	259.55	234.99	121.73	113.31	53.01	96.02	59.75	65.38	54.88	60.01
SL1344_1141	fhuE	9.45	10.08	10.18	9.9	7.65	25.29	4.57	12.51	11.16	2.59	5.27	6.34	0	3.55	10.86	4.8	12.34	9.24	7.27	9.62	12.96	13.66	13.97	13.53
SL1344_1142	ycfF	46.99	50.88	27.82	41.89	46.35	85.09	0	43.81	40.56	94.02	15.95	50.18	50.29	21.48	65.78	45.85	34.5	30.31	25.39	30.07	26.67	33.85	27.84	29.45
SL1344_1143	ycfL	41.18	48.84	32.5	40.84	66.74	98.01	26.57	63.77	38.93	67.69	68.91	58.51	32.18	41.23	86.82	53.41	99.36	40.28	32.5	57.38	28.62	36.82	45.89	37.11
SL1344_1144	ycfM	17.24	25.77	27.22	23.41	39.12	47.88	46.73	44.58	68.47	52.91	31.42	50.93	18.87	57.41	41.64	39.3	38.83	34.11	21.91	31.62	27.81	25.39	25.13	26.11
SL1344_1145	thiK	24.92	14.04	23.18	20.71	80.78	29.66	12.06	40.83	29.45	64.86	10.43	34.91	29.21	42.11	35.82	35.72	21.3	8.13	16.96	15.46	22.56	21.63	19	21.06
SL1344_1146	nagZ	24.33	21.39	19.91	21.87	8.12	29.8	0	12.64	33.15	27.44	16.76	25.78	35.23	18.81	37.44	30.49	25.18	29.39	12.45	22.34	21.98	25.55	22.45	23.33
SL1344_1147	ycfP	13.53	21.34	25.63	20.17	30.7	90.17	36.67	52.52	35.82	77.84	31.7	48.46	33.31	39.12	21.78	31.41	26.66	27.8	26.91	27.12	20.79	27.9	28.88	25.86
SL1344_1148	ndh	320.58	324.53	353.25	332.79	51.04	46.85	68.6	55.5	63.28	62.55	19.76	48.53	0	26.61	33.95	20.19	64.12	59.69	75.04	66.28	166.1	155.51	190.48	170.7
SL1344_1149	ycfJ	50.35	44.06	30.61	41.67	30.87	34	0	21.63	0	10.44	5.31	5.25	0	3.58	5.48	3.02	45.96	37.27	51.87	45.03	131.16	104.2	129.46	121.61
STnc850	STnc850	342.26	267.91	115.78	241.98	221.87	0	0	73.96	0	0	38.18	12.73	80.24	51.4	118.07	83.24	110.1	189.71	186.38	162.06	334.23	421.23	284.16	346.54
SL1344_1150	ycfQ	24.25	23.97	20.51	22.91	0	19.24	0	6.41	38.22	26.58	9.02	24.61	18.95	24.29	13.95	19.06	42.26	25.04	52.64	39.98	96.25	109.71	123.26	109.74
SL1344_1151	ycfR	105.59	106.62	96.29	102.83	323.75	380.34	580.08	428.05	453.28	317.4	33.43	268.03	46.83	52.5	195.26	98.2	313.28	319.14	463.5	365.31	657.56	702.88	1017.11	792.52
SL1344_1152	ycfS	36.48	49.85	30.14	38.82	25.87	12.66	0	12.84	35.21	17.49	2.97	18.56	0	5.99	9.18	5.06	18.18	17.35	15.74	17.09	32.69	35.54	35.37	34.53
SL1344_1153	mfd	11.49	11.13	9.83	10.82	7.24	10.64	28.84	15.57	18.31	21.22	7.48	15.67	10.48	12.87	12.85	12.06	10.48	8.01	6	8.17	7.52	10.34	9.96	9.27
SL1344_1154	ycfU	49.55	55.35	40.19	48.36	48.58	35.67	24.87	36.37	44.53	39.88	23.88	36.1	40.15	40.19	46.78	42.37	29.27	28.62	17.74	25.21	29.13	27.02	33.82	29.99
SL1344_1155	lolD	28.25	35.61	19.82	27.89	0	0	28.36	9.45	34.62	64.2	12.25	37.03	0	27.5	37.9	21.8	16.2	19.1	12.14	15.81	11.25	10.01	15.07	12.11
SL1344_1156	ycfW	24.17	30.84	26.18	27.06	53.51	44.2	23.97	40.56	58.53	40.7	25.32	41.52	29.03	30.99	28.47	29.5	29.87	20.18	12.21	20.76	20.6	11.29	13.8	15.23
SL1344_1157	ycfX	99.83	97.58	47.18	81.53	91.33	207.89	130.92	143.38	154.51	228.48	47.15	143.38	46.24	84.64	168.49	99.79	83.85	56.04	43.36	61.08	39.88	38.83	49.06	42.59
SL1344_1158	cobB	33.95	40.05	34.9	36.3	101.34	66.97	48.42	72.25	100.51	23.98	31.39	51.96	73.3	46.96	57.53	59.26	30.17	48.93	28.87	35.99	27.79	27.96	24.81	26.85
SL1344_1159	potD	20.33	27.94	29.47	25.91	95.45	128.49	104.52	109.49	134.57	77.98	62.97	91.84	51.78	127.16	115.7	98.21	84.87	72.01	41.25	66.04	63.01	59.37	57.52	59.97
SL1344_1160	potC	33.89	38.3	25.64	32.61	85.45	109.79	63.79	86.34	105.93	90.27	29.41	75.2	77.25	101.46	90.94	89.88	80.83	67.69	50.71	66.41	69.78	85.96	76.75	77.5
SL1344_1161	sifA	3.63	3.62	3.44	3.56	173	127.02	88.56	129.53	163.4	197.73	42.53	134.55	41.71	112.61	111.06	88.46	50.08	58.01	33.1	47.06	45.73	52.4	55.83	51.32
SL1344_1162	potB	9.35	11.99	10.06	10.47	9.64	14.16	0	7.93	11.25	16.3	0	9.18	0	2.23	10.26	4.16	17.94	10.67	9.16	12.59	12.08	16.27	16.83	15.06
SL1344_1163	potA	33.57	39.66	23.31	32.18	21.97	26.89	0	16.29	29.91	32.19	7.56	23.22	5.3	23.76	20.79	16.61	23.62	24.31	20.86	22.93	46.86	43.02	41.51	43.8
SL1344_1164	pepT	6.56	4.46	2.83	4.62	6.77	14.91	0	7.23	11.85	6.87	4.66	7.79	4.9	17.25	7.21	9.79	5.04	9.53	8.9	7.82	14.67	17.36	11.97	14.66
SL1344_1165		0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.56	11.85	0	0	7.32	2.44	0	3.25	0	1.08
SL1344_1166		0	22.35	37.9	20.08	0	156.03	0	52.01	33.18	50.25	0	27.81	0	0	0	0	49.92	22.4	58.45	43.59	62.12	115.94	63.05	80.37
SL1344_1167	ycfD	36.64	51.6	35.63	41.29	170.71	92.65	132.99	132.11	177.53	195.72	43.43	138.89	32.21	130.69	189.59	117.5	68.14	70.93	36.87	58.64	28.64	28.66	37.35	31.55
SL1344_1168	phoQ	44.11	46.2	36.5	42.27	432.22	421.75	210.6	354.86	474.44	455.66	158.54	362.88	250.92	283.29	433.79	322.67	197.55	157.89	67.3	140.91	29.46	37.65	31.45	32.85
SL1344_1169	phoP	76.17	99.37	78.59	84.71	839.43	652.61	575.09	689.04	856.99	696.94	331.39	628.44	348.23	449.03	363.5	386.92	214.41	219.79	126.24	186.81	52.65	52.48	55.96	53.7
SL1344_1170	purB	25.16	38.22	29.79	31.06	66.8	120.4	0	62.4	99.2	117.03	27.17	81.13	35.14	52.06	73.26	53.49	40.69	36.65	15.53	30.96	14.39	15.77	13.08	14.41
SL1344_1171	ycfC	40.81	50.82	31.54	41.06	64.3	47.21	30.72	47.41	90.03	65.21	61.96	72.4	46.51	86.4	54.75	62.55	30.31	33.63	15.97	26.64	30.91	29.63	30.02	30.19
SL1344_1172	mnmA	104.77	122.77	103.24	110.26	90.27	77.33	89.86	85.82	131.66	94.1	75.08	100.28	10.88	48.8	98.75	52.81	54.13	51.46	60.45	55.34	72.58	78.12	88.67	79.79
SL1344_1173	ymfB	6.36	14.53	13.18	11.36	0	0	0	0	21.06	36.61	0	19.22	0	8.36	0	2.79	8.96	3.63	5.27	5.95	5.5	7.03	8.59	7.04
SL1344_1174		8.92	9.25	14.52	10.9	25.29	0	30.21	18.5	14.75	8.55	8.7	10.67	36.58	17.58	17.94	24.04	15.69	12.72	1.85	10.08	23.11	17.24	22.36	20.9
SL1344_1175	rluB	17.65	13.73	12.4	14.59	12.51	0	119.56	44.03	29.2	38.07	4.31	23.86	0	5.8	13.32	6.37	9.31	10.07	14.62	11.33	14.82	17.87	37.15	23.28
SL1344_1176	icdA	322.11	350.72	302.87	325.23	685.59	586.48	500.91	590.99	710.61	722.32	219.92	550.95	327.38	471.9	573.83	457.7	265.07	251.08	188.16	234.77	165.84	165.25	135.19	155.43
STnc150	STnc150	23.51	35.13	44.53	34.39	320.01	156.64	63.71	180.12	186.69	162.28	348.77	232.58	38.58	98.86	302.75	146.73	152.19	112.67	116.88	127.24	65	55.39	48.36	56.25
SL1344_1177		35.23	32.5	15.06	27.6	118.44	125.01	44.21	95.89	82.05	115.11	28.02	75.06	10.71	8.58	18.38	12.56	7.35	12.66	9.19	9.73	8.27	9.85	7.38	8.5
SL1344_1179	envF	0.93	0.77	0.55	0.75	10.56	0	0	3.52	18.48	28.56	0	15.68	15.27	2.45	11.24	9.65	7.86	8.5	13.11	9.82	26.81	32.55	38.05	32.47
IsrC	IsrC	7.67	10.61	12.1	10.13	0	0	0	0	16.91	0	0	5.64	0	6.72	10.29	5.67	75.53	49.57	110.12	78.41	278.71	212.63	188.6	226.65
SL1344_1180	msgA	214.81	165.6	74.48	151.63	382.94	434.54	207.92	341.8	507.73	411.91	71.89	330.51	125.9	129.05	296.42	183.79	103.65	168.09	223.78	165.17	357.08	353.62	364.57	358.42
SL1344_1181	envE	52.08	37.4	32.5	40.66	207.61	269.69	76.3	184.54	326.08	313.13	137.41	258.87	196.37	225.7	407.93	276.66	130.76	118.87	90.99	113.54	168.13	166.36	122.72	152.4
SL1344_1182	cspH	17.3	8.62	14.34	13.42	117.74	0	0	39.25	114.48	53.07	0	55.85	28.39	63.65	41.77	44.6	34.08	19.74	25.8	26.54	14.61	33.12	27.58	25.1
SL1344_1183	pagD	0	0	1.65	0.55	221.45	139.37	0	120.27	129.19	117.65	65.33	104.05	22.88	80.63	123.46	75.66	54.95	63.65	41.6	53.4	16.06	21.56	26.53	21.39
SL1344_1184	pagC	43.69	50.53	38.8	44.34	6072.02	4328.4	3700.59	4700.34	4048.33	4261.08	1419.6	3243	1049.96	1915.38	2706.88	1890.74	1174.97	1139.66	996.98	1103.87	234.91	288.98	287.31	270.4
tRNA_14	tRNA_14	110.51	75.07	41.63	75.74	0	83.69	0	27.9	0	77.06	78.45	51.84	0	105.63	0	35.21	0	11.46	0	3.82	23.15	3.7	15.5	14.12
STnc520	STnc520	1266	1442.5	449.66	1052.72	1683.86	2109.11	7572.36	3788.45	1097.9	1439.88	988.62	1175.46	286.57	206.54	667.67	386.93	368.65	239.13	354.52	320.77	301.77	282.87	361.48	315.38
SL1344_1185	pliC	72.49	97.35	21.46	63.77	991.66	745.88	260.02	665.86	677.28	392.48	149.84	406.53	209.93	240.96	351.82	267.57	132.03	163.01	183.74	159.59	67.96	66.72	90.46	75.05
SL1344_1186		26.96	24.62	25.54	25.71	61.18	0	73.08	44.75	71.38	103.41	63.17	79.32	44.25	14.17	141.08	66.5	34.15	61.54	60.33	52.01	157.4	129.05	141.45	142.63
SL1344_1187		37.69	58.67	46.48	47.62	124.71	104.65	21.28	83.55	207.87	216.83	85.85	170.18	12.89	61.92	183.3	86.04	88.41	96.78	117.13	100.77	189.38	170.57	212.43	190.79
STnc1210	STnc1210	25.29	0	0	8.43	0	0	0	0	83.69	96.99	0	60.23	0	0	0	0	35.59	14.43	31.44	27.15	29.14	32.59	58.53	40.09
