Locus Tag	Name	Anaerobic growth	Anaerobic shock
SL1344_2820	norV	1.6	2.5
SL1344_2821	norW	1.5	3.4
C0664		2.4	4
SL1344_2822	hydA	28.4	8.9
SL1344_2823	hydN	69.5	3.1
SL1344_2824		32.6	3.5
SL1344_2825	hycI	62.8	7.3
SL1344_2826	hycH	72.2	8.7
SL1344_2827	hycG	38	0.6
SL1344_2828	hycF	40.4	1.8
SL1344_2829	hycE	42.3	1.7
SL1344_2830	hycD	30.3	1.4
SL1344_2831	hycC	43	2.1
SL1344_2832	hycB	40.3	0.2
SL1344_2833	hycA	106.6	3.1
SL1344_2834		101.2	246.3
SL1344_2835	hypB	48.2	107.2
SL1344_2836	hypC	97.7	207.6
SL1344_2837	hypD	60.8	128.7
SL1344_2838	hypE	70.8	123
SL1344_2839	fhlA	24.3	33.8
SL1344_2840	ygbA	10.3	6.2
SL1344_2841	sitA	0.7	2.3
SL1344_2842	sitB	4.3	4.5
SL1344_2843	sitC	2.3	1.3
SL1344_2844	sitD	7.9	8.6
SL1344_2845	avrA	266.5	117
SL1344_2846	sprB	281	94.4
SL1344_2847	hilC	1234	616.5
SL1344_2848	orgC	191.4	16.1
SL1344_2849	orgB	168.4	9.6
SL1344_2850	orgA	456.8	11.4
STnc4240		148.4	237.9
SL1344_2851	prgK	665.6	19.7
SL1344_2852	prgJ	606.7	18.7
SL1344_2853	prgI	399.6	4.7
STnc3020		11.8	25.7
SL1344_2854	prgH	485.7	6.5
SL1344_2855	hilD	890.3	291.4
SL1344_2856	hilA	139.7	8.9
SL1344_2857	iagB	446.4	23.6
SL1344_2858	sptP	149.6	27.4
SL1344_2859	sicP	289.5	40.7
SL1344_2860	iacP	334	56.7
SL1344_2861	sipA	114.5	7.6
STnc1410		83.3	100.6
SL1344_2862	sipD	135.6	5
SL1344_2863	sipC	382.3	8
SL1344_2864	sipB	298.7	6.2
SL1344_2865	sicA	360.4	6.6
SL1344_2866	spaS	43.4	2.3
SL1344_2867	spaR	63.7	2.3
SL1344_2868	spaQ	140.5	1.6
SL1344_2869	spaP	133.7	1.1
SL1344_2870	spaO	116.8	1.6
SL1344_2871	invJ	143.6	2.1
SL1344_2872	invI	240.9	2.9
SL1344_2873	invC	222.3	4
SL1344_2874	invB	400	5.2
SL1344_2875	invA	242.3	8.2
SL1344_2876	invE	230.7	6.2
SL1344_2877	invG	228.9	5.2
SL1344_2878	invF	287.4	5
SL1344_2879	invH	112.2	18.6
InvR	InvR	12337.5	1166.8
SL1344_2880		66	60.9
SL1344_2881		48.7	36.5
SL1344_2882		26.1	23.6
SL1344_2883		0	0
SL1344_2884		93.9	119.2
SL1344_2885		28.6	24.9
SL1344_2885A		1.8	3.3
SL1344_2886	pphB	6	8.7
SL1344_2887		0.8	0.8
SL1344_2888	mutS	27.8	37.4
SL1344_2889		4.1	6
SL1344_2890		1.2	1.7
SL1344_2891		3	6.3
SL1344_2892		5.7	7
SL1344_2893		0.7	1.2
SL1344_2894	hyi	0.7	1.1
SL1344_2895	ygbL	1.6	4.2
SL1344_2896	ygbK	1	1.4
SL1344_2897	ygbJ	1.1	1.2
SL1344_2898	ygbI	12.7	17.4
SL1344_2899		37	67
SL1344_2900		1.1	1.9
SL1344_2901		1.5	2.7
SL1344_2902		3.3	4.2
SL1344_2903	rpoS	251.7	158.1
SL1344_2904	nlpD	327.9	166.4
SL1344_2905	pcm	75.2	79.7
SL1344_2906	surE	60.3	64.1
SL1344_2907	truD	45.7	46.2
SL1344_2908	ispF	30.9	24.7
SL1344_2909	ispD	37.1	38.7
SL1344_2910	ftsB	68.2	104.3
SL1344_2911	ygbE	19.1	36.4
SL1344_2912	cysC	7.2	11.1
SL1344_2913	cysN	8.2	12.4
SL1344_2914	cysD	1.9	3.3
SL1344_2915	iap	50.1	22.8
SL1344_2916	ygbF	24.8	34.1
SL1344_2917		9.3	15.8
SL1344_2918	ygcH	7.1	9.9
SL1344_2919		10.6	7.8
SL1344_2920	yghJ	5.5	9.4
SL1344_2921		5.9	10.7
SL1344_2922		4.5	6
SL1344_2923	ygcB	9.3	17.7
SL1344_2924	sopD	44.9	7.5
STnc3140		20.3	47.1
SL1344_2925	cysH	3.2	3.9
SL1344_2926	cysI	6	7.6
SL1344_2927	cysJ	3.1	6.1
SL1344_2928	ptpS	8.3	6.3
SL1344_2929		15.8	34.9
SL1344_2930	ygcF	59.2	68.6
SL1344_2931	eno	268.2	300.7
SL1344_2932	pyrG	138	188.8
SL1344_2933	mazG	26.1	24.6
SL1344_2934		0	0
SL1344_2935		77.9	97.4
SL1344_2936		88.5	157.2
SL1344_2937	relA	61.4	79.9
SL1344_2938	rumA	83.6	113.3
SL1344_2939	barA	19.1	30.2
SL1344_2940		11.8	43.8
SL1344_2941	gudD	4.6	61.1
SL1344_2942	ygcY	5.2	48.5
SL1344_2943	gudT	1.6	29.7
SL1344_2944		71.8	135.1
SL1344_2945	yqcB	6.2	6.4
SL1344_2946	yqcC	11.1	13.8
CsrB	CsrB	9465.8	10719.6
SL1344_2947	syd	37.5	59.9
SL1344_2948	queF	22.4	35.5
SL1344_2949	ygdH	75.3	142.8
SL1344_2950	sdaC	105	292
SL1344_2951	sdaB	76.6	163.5
SL1344_2952	exo	13	16.1
SL1344_2953	fucO	2.4	5.2
SL1344_2954	fucA	1.2	5.5
SL1344_2955	fucP	1.1	5.5
SL1344_2956	fucI	1.3	7.2
SL1344_2957	fucK	2.4	9
SL1344_2958	fucU	4	11.1
SL1344_2959	fucR	11.8	29.1
SL1344_2960	ygdE	36.8	23.6
SL1344_2961	ygdD	29.2	14.8
SL1344_2962	gcvA	29.6	19.4
GcvB	GcvB	35281	22449.5
SL1344_2963	ygdI	801	492.6
SL1344_2964	csdA	14.8	17.2
SL1344_2965	ygdK	12.4	16.7
SL1344_2966		37	86.9
SL1344_2967	ygdL	45.4	51.6
SL1344_2968	mltA	41.6	47.7
SL1344_2969	amiC	13.5	24.2
SL1344_2970	argA	14.4	24.3
SL1344_2971	recD	14.6	14.1
SL1344_2972	recB	21.5	23.2
SL1344_2973	ptr	16.1	18.6
SL1344_2974	recC	12	16
SL1344_2975	comQ	5.3	13.3
SL1344_2976	comP	2.9	2.8
SL1344_2977	comO	0.9	2.3
SL1344_2978	comN	2.2	1.8
SL1344_2979	thyA	50.6	33.4
SL1344_2980	lgt	60.4	39.1
SL1344_2981	ptsP	99.7	79.8
SL1344_2982	nudH	219	261
SL1344_2983	mutH	48.1	67.3
SL1344_2984	ygdQ	59.1	41
STnc3830		34.3	193.9
SL1344_2985	ygdR	118.8	449
SL1344_2986	tas	17.3	25.5
SL1344_2987	ygeD	19.3	21.4
SL1344_2988	aas	22.1	25
OmrA	OmrA	1253.5	1397.7
OmrB	OmrB	1729.5	4870.9
SL1344_2989	galR	28.3	97.5
SL1344_2990		17.3	48.7
SL1344_2991	lysA	3.3	2.1
SL1344_2992	lysR	4.4	4.7
SL1344_2993	ygeA	40.5	49.8
SL1344_2994	araE	2.8	8.3
SL1344_2995	kduD	14.3	13.9
SL1344_2996	kduI	5.5	4.4
SL1344_2997	yqeF	7.1	10.2
SL1344_2998		12.6	37.2
SL1344_2999		15.5	19.5
SL1344_3000		9.4	15.8
SL1344_3001	yohL	64.5	77.4
SL1344_3002	yohM	6.9	7.7
SL1344_3003	STM325	4.3	3.9
SL1344_3004	STM325.1N	1.3	0.6
SL1344_3005	STM326	3.4	3.4
SL1344_3006	stdC	0.4	1.7
SL1344_3007	stdB	0.5	0.7
SL1344_3008	stdA	1.3	1.8
SL1344_3009		12.5	20.3
SL1344_3010		1.5	2.9
STnc290		635.3	995.5
SL1344_3011		47.1	80.5
SL1344_3012		206.9	400
SL1344_3013		2.8	3
SL1344_3014		41.7	41.7
IsrO	IsrO	49	67.5
SL1344_3015	idi	45.2	47.1
SL1344_3016	lysS	137.2	85.8
SL1344_3017	prfB	80.9	69
SL1344_3018	recJ	38	46.2
SL1344_3019	dsbC	37.2	43.8
SL1344_3020	xerD	29.4	44.9
SL1344_3021	fldB	32.5	46.5
SL1344_3022	ygfX	89.8	124.5
SL1344_3023	ygfY	92	126.2
SL1344_3024	ygfZ	37	46.3
SL1344_3025	yqfA	63.7	94.9
SL1344_3026	yqfB	43.8	135.4
SL1344_3027	bglA	13.7	18.5
SL1344_3028		4.7	11.3
SL1344_3029	gcvP	156.6	114.2
SL1344_3030	gcvH	595.3	524.4
SL1344_3031	gcvT	218.3	174.7
SL1344_3032	visC	40.2	29.9
SL1344_3033	ubiH	78.3	65.6
SL1344_3034	pepP	68.7	64.4
SL1344_3035	ygfB	79	82.1
SL1344_3036	ygfE	64.1	78.7
SsrS	SsrS	66142.7	74958.1
SL1344_3037	ygfA	21.8	15.9
RygC	RygC	4327.7	1951.9
SL1344_3038	serA	37.7	48.3
SL1344_3039	rpiA	121	130
SL1344_3040	iciA	6.9	9.1
SL1344_3041	yggE	89.7	50.8
SL1344_3042	yggA	100.4	86.6
SL1344_3043	yggB	58.3	27.8
STnc3030		43.8	125.1
SL1344_3044	fba	210.6	332.5
SL1344_3045	pgk	170.1	324.6
SL1344_3046	epd	80.3	211.2
SL1344_3047		10.2	43.9
SL1344_3048		7.7	31.3
SL1344_3049		8.5	24.4
SL1344_3050		8.5	14.9
SL1344_3051		7.2	16.5
SL1344_3052	tktA	140.8	148.7
SL1344_3053	yggG	27.2	28.8
SL1344_3054	speB	34.4	52.1
STnc750		504.9	514.8
SL1344_3055		6.2	3.8
SL1344_3056		1.9	1.8
SL1344_3057		4.2	9.3
SL1344_3058		3.4	6.2
SL1344_3059		0.6	1
SL1344_3060		95.3	143.9
SL1344_3061		3.8	4.3
SL1344_3062	speA	36.8	31.5
SL1344_3063	yqgB	139.4	144.9
SL1344_3064	yqgD	27.2	39.5
SL1344_3065	metK	106.2	29
STnc3150		18.9	68.3
SL1344_3066	galP	25.6	170.6
SL1344_3067	sprT	15.6	22.6
STnc3850		31.1	72.6
SL1344_3068	endA	3.3	4
SL1344_3069	yggJ	38.9	45.7
SL1344_3070	gshB	30.1	30.7
SL1344_3071	yqgE	33.3	31.1
SL1344_3072	yqgF	15.8	10.3
SL1344_3073	iclR	4.6	3.5
SL1344_3074	pilT	2.4	4.8
SL1344_3075	yggS	33.4	36.6
SL1344_3076	yggT	33.6	32.2
SL1344_3077	yggU	43.8	41.2
SL1344_3078	yggV	50.2	28.6
SL1344_3079	yggW	18.4	14.2
STnc3860		29.8	39.7
SL1344_3080	yggM	23.5	54.9
SL1344_3081	ansB	60.6	1041.3
SL1344_3082	yggN	65.3	54.1
SL1344_3083	yggL	205.3	231.3
SL1344_3084	trmB	67.3	77.3
SL1344_3085	mutY	32.4	34.6
SL1344_3086	yggX	79	86.9
SL1344_3087	mltC	22.5	26.2
SL1344_3088	nupG	14.3	212.1
SL1344_3089	speC	8.1	6.6
SL1344_3090	yqgA	7.2	13.7
STnc3870		78.5	93.4
SL1344_3091		12.7	9.8
SL1344_3092		3.3	4.4
SL1344_3093		5.5	3.8
SL1344_3094		11.8	12
SL1344_3095		4.1	5.7
SL1344_3096		13.9	21.3
SL1344_3097		2.1	2.3
SL1344_3098		1.2	2.7
STnc3880		13.6	17.5
SL1344_3099		8	9.7
SL1344_3100		6.4	9.4
SL1344_3101		6.3	4.9
SL1344_3102	ordL	11	17.5
SL1344_3103		5.2	10.3
SL1344_3104	iraD	63.1	43.5
SL1344_3105		58.9	48.7
STnc1170		547.2	378.1
SL1344_3106		7.5	13.4
SL1344_3107		3.1	4.7
SL1344_3108	exuT	5.8	87.8
SL1344_3109	uxuA	11.6	95.3
SL1344_3110	uxuB	4.5	45.6
SL1344_3111	uxaC	9.4	71.2
SL1344_3112		433.1	134.2
STnc3890		126.6	99.7
SL1344_3113	gsp	49.3	48.6
SL1344_3114	yghU	30.8	43.5
SL1344_3115		19.6	19.1
SL1344_3116		5.6	6.4
SL1344_3117	hybG	109.2	121.5
SL1344_3118	hybF	73.8	78.9
SL1344_3119	hybE	106.1	111.5
SL1344_3120	hybD	193.8	200.4
SL1344_3121	hybC	103.7	131
SL1344_3122	hybB	81	107.7
SL1344_3123	hybA	85.3	121.5
SL1344_3124	hypO	115.1	162.1
SL1344_3125	yghW	22.8	21.8
SL1344_3126		50.2	40.8
SL1344_3127	yqhA	64.2	53.9
SL1344_3128		415.8	303.7
SL1344_3129		85.7	49.7
SL1344_3130		43.1	22.9
SL1344_3131	yghA	79	20.2
SL1344_3132	exbD	29.6	35.2
SL1344_3133	exbB	23.6	29.9
SL1344_3134		39.4	73.3
SL1344_3135	metC	12.4	14.9
SL1344_3136	yghB	115.3	178.4
SL1344_3137	yqhC	19.6	31.2
SL1344_3138	yqhD	17.4	88.4
SL1344_3139	dkgA	52.5	127.4
SL1344_3140		3	4.3
SL1344_3141		41.8	40.7
STnc1820		234.9	288.3
STnc3920		1.2	0.6
SL1344_3142	ygiR	4.2	5.1
SL1344_3143		1.7	8
SL1344_3144		2.2	8
SL1344_3145	ygiK	4.1	7.6
SL1344_3146	sufI	40.2	32.4
SL1344_3147	plsC	30.8	31.9
SL1344_3148	parC	44.6	50.8
SL1344_3149		62.4	38.4
SL1344_3150	ygiW	151.8	153.3
SL1344_3151	ygiX	14.1	14.7
SL1344_3152	ygiY	6.7	7.4
SL1344_3153	mdaB	14.2	19.1
SL1344_3154	ygiN	97.2	130.9
SL1344_3155	parE	42.6	42.4
SL1344_3156	yqiA	100.5	156
SL1344_3157	cpdA	98.7	155.5
SL1344_3158	yqiB	94.7	228.8
SL1344_3159	nudF	17.9	26.2
SL1344_3160	tolC	98.4	96.8
SL1344_3161	ygiB	93.8	107.3
SL1344_3162	ygiC	78.6	71.5
SL1344_3163	ygiD	42.7	14.3
SL1344_3164	ygiE	27.3	27.1
SL1344_3165	assT	2.3	6.3
SL1344_3166		3.3	8.5
SL1344_3167		9.1	9.5
SL1344_3168	ribB	216.2	41.9
SroG	SroG	590.6	585
SL1344_3169	yqiC	114.3	163.2
SL1344_3170	glgS	178.9	761.9
SL1344_3171		2.8	2.3
SL1344_3172	yqiK	5.1	9.7
STnc1420		187.1	276.9
SL1344_3172A	ibsC	0	0
RygD	RygD	6738.9	4611.5
SL1344_3173	rfaE	37.7	39.4
SL1344_3174	glnE	26.6	32.5
SL1344_3175	ygiF	25.4	30.3
SL1344_3176	ygiM	23.7	23.7
SL1344_3177	cca	36.7	34.4
SL1344_3178	bacA	25.6	25.8
SL1344_3179	folB	21.7	33
SL1344_3180	ygiH	136.5	137.1
SL1344_3182	gcp	30.6	37.6
SL1344_3183	rpsU	836.4	1113.4
SL1344_3184	dnaG	42.4	46.3
SL1344_3185	rpoD	76.3	67.6
SL1344_3186	mug	43.5	29.6
SL1344_3187	yqjH	18.8	8.2
SL1344_3188	yqjI	112.1	72.7
SL1344_3189		186.8	283.8
SL1344_3190	aer	23.9	124.9
SL1344_3191	oat	5.1	4.6
SL1344_3192	fadH	2.7	10.5
SL1344_3193	ygjO	9	14.8
SL1344_3194	ygjP	27.4	28.9
SL1344_3195	ygjQ	3.8	4.3
SL1344_3196	ygjR	18	47.7
SraF	SraF	453.6	469.9
SL1344_3197	ygjT	14.4	24.6
STnc310		2.2	7
SL1344_3198	ygjU	35.2	43.6
SL1344_3199	yqjA	83.8	73.6
SL1344_3200	yqjB	38.3	33.5
SL1344_3201	yqjC	336.1	229
SL1344_3202	yqjE	380.7	200
SL1344_3203	yqjK	162.5	62.8
SL1344_3204	yqjF	2.4	2.3
SL1344_3205	yqjG	15.8	15.8
SL1344_3206	yhaH	57.1	56.9
SL1344_3207	yhaJ	25.3	41.5
SL1344_3208	yhaK	8	24.6
SL1344_3209	yhaL	49.8	138.4
SL1344_3210	yhaN	13.1	18.3
SL1344_3211	yhaO	5.9	9.4
SL1344_3212	tdcG	150.6	571.4
SL1344_3213	tdcE	236.5	792.4
SL1344_3214	tdcD	233	974.6
SL1344_3215	tdcC	311.2	1264.6
SL1344_3216	tdcB	340.8	1611.5
SL1344_3217	tdcA	357.2	1556.3
SL1344_3220	garK	8.7	80.7
SL1344_3221	garRb	11.5	236.3
SL1344_3222	garL	7.7	221.2
SL1344_3223	garD	4.4	42.7
SL1344_3224		26.6	35.1
SL1344_3225	agaR	37.5	50.8
SL1344_3226	gatY	8.5	3.5
SL1344_3227		8.6	1.1
SL1344_3228		7	0.8
SL1344_3229		6.8	2.8
SL1344_3230		1.2	0.4
SL1344_3231	gatA	1.4	0.3
SL1344_3232	gatB	1.4	3
SL1344_3233	gatC	2.6	5.8
SL1344_3234	gatD	1	1
SL1344_3235	gatR	15.8	37.6
SL1344_3236	yraL	23.4	35.5
SL1344_3237	yraM	44.6	46
SL1344_3238	yraN	108.8	102.4
SL1344_3239	yraO	56.2	55.8
SL1344_3240	yraP	65.5	55.3
SL1344_3241	yraR	6.5	8.7
SL1344_3242	yhbO	26.3	6
SL1344_3243	yhbP	15.1	19.9
SL1344_3244	yhbQ	33.1	29.2
SL1344_3245	yhbS	164.8	301
SL1344_3246	yhbT	224	482
SL1344_3247	yhbU	50.5	118.4
SL1344_3248	yhbV	36.5	54.9
SL1344_3249	yhbW	16	21.1
SL1344_3250		3.8	3.6
SL1344_3251		2.5	1.6
SL1344_3252	mtr	4.3	5.5
SL1344_3253	deaD	18.6	10.1
SL1344_3253A	yrbN	43.8	12.3
SL1344_3254	nlpI	870.9	855.1
SL1344_3255	pnp	118.8	79.7
SraG	SraG	979.7	885.6
SL1344_3256	rpsO	543.1	518
SL1344_3257	truB	51.2	46.1
SL1344_3258	rbfA	42.2	34.1
SL1344_3259	infB	80	79.5
SL1344_3260	nusA	65.9	76.1
SL1344_3261	yhbC	58.4	75.6
SL1344_3262	argG	8.7	9.2
SL1344_3263		23.6	43.4
STnc3950		61.7	96.6
SL1344_3264	secG	403.2	622.3
SL1344_3265	glmM	31.8	55.5
SL1344_3266	folP	23.8	63
SL1344_3267	tnpA_1c	0	0
SL1344_3268	ftsH	218	216.9
SL1344_3269	ftsJ	205.6	236.1
SL1344_3270	yhbY	132.7	97.6
STnc1660		119.6	128.8
SL1344_3271	greA	72.4	61.6
SL1344_3272	dacB	28	29
STnc3960		91.8	90.1
SL1344_3273	obgE	17	16.1
SL1344_3274	yhbE	19.5	20.2
SL1344_3275	rpmA	344.8	405.5
SL1344_3276	rplU	316.3	443.3
SL1344_3277	ispB	85.6	92.8
SL1344_3278	nlp	3.2	8.9
SL1344_3279	murA	33.3	29.3
SL1344_3280	yrbA	27.7	31.1
SL1344_3281	yrbB	97.8	87.9
SL1344_3282	yrbC	55.8	58.6
SL1344_3283	yrbD	30.2	35.2
SL1344_3284	yrbE	21.5	20.6
SL1344_3285	yrbF	61.3	60.4
SL1344_3286	yrbG	61.3	56.6
SL1344_3287	yrbH	47.9	69
SL1344_3288	yrbI	72.8	78.5
SL1344_3289	yrbK	57.7	62.2
SL1344_3290	yhbN	57.5	58.9
SL1344_3291	yhbG	69.1	65.7
SL1344_3292	rpoN	99.2	123.7
SL1344_3293	yhbH	415.2	505.5
STnc3970		236.5	331.1
SL1344_3294	ptsN	132.7	110.2
SL1344_3295	yhbJ	70.5	49.9
SL1344_3296	ptsO	49.1	31.4
SL1344_3297	yrbL	5.8	10.8
SL1344_3298	mtgA	60.6	60.1
SL1344_3299	yhbL	60.7	87.9
ArcZ	ArcZ	12381.8	11987.6
SL1344_3300	arcB	28.4	49
SL1344_3301	yhcC	4.2	10
SL1344_3302	gltB	9.7	10.8
SL1344_3303	gltD	9.4	7.3
SL1344_3304	yhcG	2	2.3
SL1344_3305	codB	3.4	2.6
SL1344_3306	codA	9.3	9.6
SL1344_3307	yhcH	50	280.9
SL1344_3308	nanK	28.6	193.2
SL1344_3309	nanE	16	165.7
SL1344_3310	nanT	30.9	234.3
SL1344_3311	nanA	40.7	691.4
SL1344_3312	yhcK	30.7	56.2
SL1344_3313	sspB	237.9	194.3
SL1344_3314	sspA	160.6	168.2
SL1344_3315		8.5	30.3
STnc3060		77.8	93.9
SL1344_3316	rpsI	178.5	211.7
SL1344_3317	rplM	171.2	212.6
SL1344_3318	yhcM	20.4	22.6
SL1344_3319	yhcB	228.7	297.4
SL1344_3320	degQ	38.5	49.5
SL1344_3321	degS	45.8	70.4
SL1344_3322		3.9	6.6
SL1344_3323	oadB2	0.7	0.4
SL1344_3324	oadA2	0.4	0.4
SL1344_3325		1	0.6
STnc3050		65.7	69.1
SL1344_3326	ttdB	0.9	2.8
SL1344_3327	ttdA	0.7	1.1
SL1344_3328		0.2	0.4
SL1344_3329		23.3	24.2
SL1344_3330		36.7	54.4
SL1344_3331	mdh	112.6	190.3
SL1344_3332	argR	151.8	296.7
SL1344_3333	yhcN	10.5	5.9
SL1344_3334		14.8	5.9
STnc2100		22.9	18.1
SL1344_3335	yhcO	85.7	88.4
SL1344_3336	yhcP	4.7	7.4
SL1344_3337	yhcQ	3.1	4.6
SL1344_3338	yhcR	3.2	7
SL1344_3339	yhcS	11.4	21.8
SL1344_3340	tldD	41.8	48.2
SL1344_3341	yhdP	23.8	27.3
SL1344_3342	cafA	51.7	65.7
SL1344_3343	maf-b	44	51.4
SL1344_3344	mreD	45.4	44.7
SL1344_3345	mreC	40.1	40.1
SL1344_3346	mreB	75.6	81.5
SL1344_3348	yhdA	54.5	67.1
SL1344_3349	yhdH	67.9	109.5
SL1344_3350		12.4	15.2
SL1344_3351		30.9	38.3
SL1344_3352	accB	82	50.6
SL1344_3353	accC	107.3	71.7
SL1344_3354	yhdT	5.4	1.8
SL1344_3355	panF	4.1	6.7
SL1344_3356	prmA	8.3	10.5
SL1344_3357	yhdG	30.5	34.1
SL1344_3358	fis	23.4	27.9
SL1344_3359	yhdJ	6.4	12.1
SL1344_3360	yhdU	28.7	66.6
SL1344_3361		2.6	5.2
SL1344_3362	envR	2.6	3.4
SL1344_3363	acrE	0.7	0.7
SL1344_3364	acrF	3.9	4.3
SL1344_3365	yhdV	23.7	23.8
STnc3990		67.3	69.7
STnc1670		165.8	421.2
SL1344_3366	yrdA	27.5	49.4
SL1344_3367	yrdB	45.8	34.3
SL1344_3368		48.9	36.1
SL1344_3369	yrdC	49.3	38.4
SL1344_3370	yrdD	270.3	415.6
SL1344_3371	smg	360.4	543.5
SL1344_3372	dprA	42	58.5
SL1344_3373	def	152	183.3
SL1344_3374	fmt	48.8	44.7
SL1344_3375	fmu	12.5	8.3
SL1344_3376	sapG	19.2	14.1
SL1344_3377	mscL	282.5	293.4
SL1344_3378		222.9	289.7
SL1344_3379	zntR	38.2	69.7
SL1344_3380	yhdN	54.5	91.3
SL1344_3381	rplQ	368.5	316.3
SL1344_3382	pez	358.1	310.2
SL1344_3383	rpsD	492.1	414.4
SL1344_3384	rpsK	406	345.9
SL1344_3385	rpsM	637.4	530.9
SL1344_3386	rpmJb	1149.9	1062.5
SL1344_3387	prlA	506.1	486.1
SL1344_3388	rplO	229.3	222.5
SL1344_3389	rpmD	287.6	303.7
SL1344_3390	rpsE	197.3	199.1
SL1344_3391	rl18	345.2	388.7
SL1344_3392	rplF	238.4	290.3
SL1344_3393	rpsH	279.5	318.1
SL1344_3394	rpsN	288.5	309
SL1344_3395	rplE	510	609.7
SL1344_3396	rplX	523.5	608.5
SL1344_3397	rplN	350.4	405.5
SL1344_3398	rpsQ	819.3	984.5
SL1344_3399	rpmC	365.4	431.1
SL1344_3400	rplP	197.2	214.3
SL1344_3401	rpsC	209.8	206.8
SL1344_3402	rplV	224.5	228.4
SL1344_3403	rpsS	620.7	1010.8
SL1344_3404	rplB	138.1	131.1
SL1344_3405	rplW	229.4	242.6
SL1344_3406	rplD	198	190.8
SL1344_3407	rplC	210	208
SL1344_3408	rpsJ	269.1	302.8
SL1344_3409	hopD	0.6	0.9
SL1344_3410	bfr	237.4	228.3
SL1344_3411	bfd	8.1	5.1
STnc4000		6.6	7.2
SL1344_3412	tufA	139.9	129.7
SL1344_3413	fusA	209.4	204.3
SL1344_3414	rpsG	198.1	221.2
SL1344_3415	rpsL	257.5	248.5
SL1344_3416	yheL	60.7	55.5
SL1344_3417	yheM	49.3	47.6
SL1344_3418	yheN	61.5	50.9
SL1344_3419	yheO	60.2	85.4
SL1344_3420	fkpA	135.9	90.6
SL1344_3421	slyX	38.4	55.4
SL1344_3422	slyD	133.2	186
SL1344_3423	yheV	28.1	30.5
SL1344_3424	kefB	13.8	16
SL1344_3425	yheR	3.8	4.7
SL1344_3426	yheS	13.2	16.8
SL1344_3427		14.2	9.6
STnc1590		1956.8	2375
SL1344_3428		123.8	252.1
SL1344_3429	yheT	42.2	51
SL1344_3430	yheU	37.8	52.1
SL1344_3431	prkB	37.2	40.4
SL1344_3432	yhfA	116.1	210.7
SL1344_3433	crp	259	232.9
SL1344_3434	yhfK	39.5	31
SL1344_3435	argDb	13.3	10.7
SL1344_3436	pabA	23.1	13.7
SL1344_3437	fic	19.4	14.2
SL1344_3438	yhfG	57.1	41.6
SL1344_3439	ppiA	34.9	37.4
SL1344_3440	yhfC	4.7	11.8
SL1344_3441	nirB	4.4	178.3
SL1344_3442	nirD	14.1	1638.9
SL1344_3443	nirC	7	76.1
SL1344_3444	cysG	21.6	72.8
SL1344_3445	bigA	2	3.2
SL1344_3446	tnpA_1d	0	0
STnc340		15.3	22.1
SL1344_3447	yhfL	59.2	74.3
SL1344_3448	trpS	74.1	83.1
SL1344_3449	gph	65.1	57.7
SL1344_3450	rpe	22.7	20.2
SL1344_3451	dam	53.4	45
SL1344_3452	damX	77.6	72.6
SL1344_3453	aroB	81	72.5
SL1344_3454	aroK	146.5	165.1
SL1344_3455	comE	5.8	10
SL1344_3456	comD	2.9	9.6
SL1344_3457	comC	2.2	1.2
SL1344_3458	comB	1	0.8
SL1344_3459	comA	1.9	1.6
SL1344_3460	mrcA	14.1	18.3
SL1344_3461	nudE	38.2	29.9
SL1344_3462	igaA	36.8	56.5
SL1344_3463	yrfG	26.5	43.3
SL1344_3464	hslR	15.7	16
SL1344_3465	hslO	13.5	17.9
SL1344_3466	yhgE	8.6	14.4
SL1344_3467	pckA	170.1	476.5
SL1344_3468	envZ	21.8	37.6
SL1344_3469	ompR	37.8	80.7
SL1344_3470	greB	28.8	35.5
SL1344_3471	yhgF	11.3	10.1
STnc760		153.4	142.7
SL1344_3472	feoA	25.9	15
SL1344_3473	feoB	21.5	14.7
SL1344_3474	yhgG	79.8	50
SL1344_3475		15.8	28.9
SL1344_3476	bioH	21.1	42.4
SL1344_3477	comF	16.3	43.6
SL1344_3478	yhgI	41.7	43.6
SL1344_3479	gntT	4.3	27.3
SL1344_3480	malQ	16.3	31
SL1344_3481	malP	9.8	27.4
SL1344_3482	malT	45.1	132.8
SL1344_3483		45.7	56.9
SL1344_3484		93.6	172.3
SL1344_3485	rtcA	14.7	16
SL1344_3486	rtcB	17	28.8
SL1344_3487		2.2	3.9
SL1344_3488	rtcR	4.2	6.4
SL1344_3489	glpR	42.8	43.8
SL1344_3491	glpG	31.6	36.6
SL1344_3492	glpE	53.8	82.5
SL1344_3493	glpD	425	698.3
SL1344_3494		17.6	22.7
SL1344_3495		13.9	19.9
SL1344_3496		5	11.1
SL1344_3497		1.3	1.8
SL1344_3498		2.1	2.5
SL1344_3499		8.6	15.4
SL1344_3500		52.3	122
SL1344_3501	glgP	59.6	97.9
SL1344_3502	glgA	53.5	80.2
SL1344_3503	glgC	47.4	67.1
SL1344_3504	glgX	52.9	54.4
SL1344_3505	glgB	56.1	45.7
STnc4010		24.7	17.2
SL1344_3506	asd	103.6	150.3
SL1344_3507	gntU	6	11.6
SL1344_3508	gntK	3.4	6.1
SL1344_3509	gntR	32.7	43.7
SL1344_3510	yhhW	12.1	19.9
SL1344_3511	yhhX	13.3	23.4
RyhB-1	RyhB-1	26	56.5
SL1344_3512	yhhY	20.2	35.9
