Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
STnc1480		12.7	9.4	16.6	32.9	55.7	9.7	14.9	49.1
SL1344_1219	yeaH	16.2	15.5	5.2	9.3	29.5	34.5	27.8	66.6
SL1344_1220	yeaG	8.8	8.8	3.8	4.4	25.4	18.7	14.4	28.6
SL1344_1221	mipA	238.4	220.9	89.2	149.4	141.4	440.1	253.7	162.6
SL1344_1222		2.5	4	1.6	3.1	4.7	3	3	1.4
SL1344_1223		12.5	16.2	8	7.7	21.6	21.7	19.6	16
SL1344_1224	yeaD	28.6	39.4	8.1	16.7	13.3	37.2	31	33.2
SL1344_1224A		61.3	41.5	5.8	27.1	9.4	51.6	69.8	61
SL1344_1225	gapA	1049.1	787.9	253.6	552.8	402.9	1331	893.1	1031.7
SL1344_1226	yeaA	177	245.6	201.3	97.8	290.2	281.5	96.7	98.7
SL1344_1227	yeaC	229.4	231.9	108.5	92.1	185.1	282.7	129.4	141.2
SL1344_1228	nam	40.2	32.8	16.4	27.8	14	46.1	32.1	9.6
SL1344_1229	ansA	32.9	40.6	9.2	23.9	18.6	48.7	35.5	17.4
SL1344_1230	sppA	35	37.2	10.4	27.9	19	54.5	40	14.4
SL1344_1231	ydjA	40.1	78.9	52.5	28.7	59.9	63.5	48.4	38
SL1344_1232	selD	74.7	66.1	32	45.5	47.5	86.2	78.3	53
SL1344_1233	topB	66.1	49.8	29.2	33	44	82.7	68.6	32.9
SL1344_1234	gdhA	17.4	21.6	11.6	15.4	48.2	33.7	42.3	39.4
SL1344_1235		168.4	120.2	113.9	203.9	404.4	219	188.3	469
SL1344_1236		9.9	12.4	5.1	3.9	3.3	12.8	6.6	3.8
SL1344_1237	xthA	39.4	40.3	12.6	25.3	21.1	59	42.3	26
SL1344_1238	argDa	1.6	2	1.5	2.1	4.2	3.9	2.6	1.2
SL1344_1239	astA	1.3	2.6	0.8	1	3	2.8	2.8	1.4
SL1344_1240	astD	1.8	2	1.4	0.6	2.2	2.3	1.7	1.7
SL1344_1241	astB	2.8	3.5	2.1	1	2.2	3.6	3.9	2.7
SL1344_1242	astE	2.3	1.9	1.7	0.3	1.1	2.5	2.9	2.1
SL1344_1243		9.9	11.9	7.7	8.6	84.5	19.2	19.8	10.6
STnc1640		113.7	141.4	299.5	179.9	273	14.6	160	532
SL1344_1244		17.5	26.3	10.2	12.9	36.5	19.5	15	10.4
SL1344_1245	nadE	50.5	59.6	33.8	29.6	139.7	114.8	78	81.4
SL1344_1246	osmE	122.4	92.8	94.8	73.2	1569.5	270.1	241.7	456.1
SL1344_1247	celA	25.8	59.4	43.9	25.7	70.1	83.1	30.7	157.4
SL1344_1248	celB	7.1	8.5	7.3	6.5	14.4	12.9	6	53.6
SL1344_1249	celC	11.6	13.1	11.8	12.8	13.2	17.7	14.9	41.8
SL1344_1250	celD	7.3	5.1	7.9	9	14	15.4	9	33.4
SL1344_1251	celF	4.3	5.5	2.5	5.6	8.7	4.9	5.1	9.5
SL1344_1252	celG	13.5	10.1	7.5	13.4	9	12.9	15.5	18.4
STnc2010		28.9	24.3	37.1	40.2	32	42.8	24.4	58
SL1344_1253	katE	4.9	2.5	0.9	2.2	23.5	18.1	9	20.3
SL1344_1254	cedA	53	54.6	38.4	32.3	37.2	64.2	41.6	20.6
SL1344_1255	ydjN	21.5	30.8	8.7	73.4	292.5	23.8	21.4	14.9
SL1344_1256	ydjM	6.6	10.7	3.5	4.5	13.3	6.2	3.8	2.9
STnc3570		248.7	370	333.3	425.3	274.5	168.8	419.3	477.7
SL1344_1257	yniC	32.7	32.2	8.1	22	20.4	43.7	25.7	16.2
SL1344_1258	yniB	36.9	42.5	29.6	26.5	152	53.4	45.9	28.4
SL1344_1259		10.2	10.6	15.2	7.5	24.5	37.1	19.3	76.1
SL1344_1260	ydiZ	10.8	8.5	3.9	7.4	32.2	26.4	19.8	30.9
SL1344_1261	pfkB	23.1	16.4	18.1	10.4	21.9	37.3	33	43
SL1344_1262	ydiY	65.8	55.7	20.3	70.6	17.3	45.4	41.9	9.6
STnc3460		115.2	151.3	89.9	157.5	143.9	125.1	79.9	62
SL1344_1263		9.6	8	3.2	5.9	8.9	2.9	6.6	3.1
STnc4210		30	45.4	47.1	33.4	128.4	19.1	59.3	78.2
SL1344_1264		6.5	4.6	3.1	14.2	26.5	6.3	6.1	3.6
SL1344_1265		15.6	23	8.9	16.6	65.8	13.9	15.8	17.4
SL1344_1330A		8.3	14	20.6	8.5	28	15.2	12.8	6.9
SL1344_1266		77.1	109.1	118.9	67.6	112.9	153	100.7	58.8
SL1344_1267		373	301.8	131.7	223.9	222.2	404.5	263.7	198.1
SL1344_1268		6585.8	4523.6	4049.1	6041.8	4726.8	4687.7	4528.1	1256.7
SL1344_1269		5923.4	4439.9	4502.3	5669.3	4895.3	5064.7	4080.8	825.3
SL1344_1270		5106.7	3870.9	3492.5	5011.9	4145.6	4474.4	3571	778.4
SL1344_1271		96.4	101.6	31.1	90.3	29.6	132.3	63	24.9
SL1344_1272		162.5	138.5	71.6	158.9	196	199.5	142.2	75.1
SL1344_1273		919.5	660.6	589.2	846.9	1697.5	1031.9	999.6	646.8
STnc540		350	282.3	579.9	469.2	417	292.4	371.2	488.9
SL1344_1274		32.1	26.8	34.7	18.2	10.1	33	26.7	11.3
SL1344_1275		26.9	21.8	11	8.3	31.8	44.7	27.7	13.4
SL1344_1276		14.6	10	6.5	7	8.6	23	16.2	6.3
SL1344_1277		31.7	34.8	16.5	15.7	63	35.8	34.9	22.7
SL1344_1278		13.7	12.5	4.6	5.1	17.2	11.7	10.6	4.4
SL1344_1279		33.5	37.6	20.2	17.1	46.8	38.7	33.7	11.8
SL1344_1280	ydiE	218.1	398.5	541.4	198.7	161.5	470.8	695	5.2
SL1344_1281	aroH	38.4	28.5	17.4	23.9	14.3	44.6	47.5	21.8
SL1344_1282	ydiA	26.3	29.6	20.2	6	24.5	41.8	29.1	15.4
SL1344_1283	pps	213.5	130	57.3	12.4	82.6	372	216.3	38.8
SL1344_1284	ydiD	2.5	2	1.9	3	3.8	2.1	2.6	3.9
SL1344_1285	ydiT	1.2	2.1	0	2.3	0.6	2.4	3.7	2.9
SL1344_1286	ydiS	0.7	1.9	2	1.2	1.1	1.4	1.7	1.7
SL1344_1287	ydiR	5.8	6.6	2.8	10.6	10.2	5.4	4.4	1.8
SL1344_1288	ydiQ	0.1	0.8	0.4	0.2	0	0.3	0.3	0.6
SL1344_1289	ydiP	1.6	1.4	1.5	1.7	5.9	2.2	1.5	2.7
SL1344_1290	ydiO	8.2	11.2	5	14.4	17.8	15.2	10.5	13.3
SL1344_1291	ydiF	1	1.4	0.2	0.9	1.6	1.4	2.4	1
SL1344_1292	aroD	14.9	17.5	5.6	8.4	6.1	19.8	22.2	13.7
SL1344_1293	aroE	6.3	6.7	4.9	5.5	7.7	8.6	7.9	9.7
SL1344_1294	ydiN	0.1	0.5	0.1	0.2	0.6	0	0	0.5
SL1344_1296	ydiM	0.7	2.1	0.5	0.7	2.4	0.8	1	2.4
SL1344_1297	ydiL	1.5	1.7	0.5	1.1	3.8	6.5	2.3	5.9
RprA	RprA	724.3	553.5	956.6	1608.6	15693	2206.8	660.1	1010.9
SL1344_1298	ydiK	17.9	18	9.4	14.8	13.9	23.7	16.6	14.3
SL1344_1299	ydiJ	20.8	17.3	8.4	9.2	10.1	30.5	30.3	19.4
SL1344_1300		23.5	14.6	6.4	8.9	9.1	23.8	24.9	25
SL1344_1301	ydiH	108.1	87.8	78.8	106.7	152.4	165.8	112.7	200.1
RydB	RydB	177.9	222.8	414.4	303.7	99.7	31	277.8	340.1
SL1344_1302		5.5	3.5	3.5	4.3	7.2	21.7	8.8	3.7
SL1344_1303	sufA	31.4	20.2	15.5	16.5	27.2	110.5	323.8	2.7
SL1344_1304	sufB	27.6	18.3	2.4	9.9	18.2	97.2	260.1	5.3
SL1344_1305	sufC	20.4	13.9	3.3	9.2	12.1	66	195.9	5.9
SL1344_1306	sufD	26.7	14.7	4.6	11.6	12.9	86.9	243.7	4.7
SL1344_1307	sufS	15.9	9.3	2.7	7.2	9.4	52.3	130.3	5.1
SL1344_1308	ynhA	16.1	8	1.6	7.5	13.9	41.1	131.6	6.2
SL1344_1309	ynhG	16.1	15.1	7.8	8.4	27.6	40.3	83.1	18.8
SL1344_1310	lppB	33.4	25.1	38.2	27.1	36.2	22.3	25.1	41.6
SL1344_1311	lpp	34683.7	27573.2	38948.1	32009.9	28961.2	56030.8	37604.4	39450.2
SL1344_1312	pykF	86.4	111.2	26.1	146	33.5	90.5	61.4	79.8
SL1344_1313	orf48	2.3	2.8	1.9	1.9	2.3	2.1	2.1	3.6
SL1344_1314	orf32	1.1	3	0.9	2.4	2.3	0.5	1.2	0.8
SL1344_1315	orf245	0.6	1.1	0.2	0.5	3	0.8	0.7	2.5
SL1344_1316	orf408	0.2	1	0.8	0.2	1.9	3.7	0.5	3
SL1344_1317	ttrA	1.8	2.1	0.4	0.9	1.1	0.8	1.4	2.2
SL1344_1318	ttrC	0.4	1	0.3	0.3	0.2	0.5	0.8	2.2
SL1344_1319	ttrB	0.4	0.8	0	0.5	1.1	0.5	0.2	1.9
SL1344_1320	ttrS	15.5	15.3	17.5	6.8	7.7	44	17	59.4
SL1344_1321	ttrR	15.4	12.7	7.4	4.4	9.9	27	15.8	49.1
SL1344_1322	orf70	79.5	105.1	90.7	61	147.2	115.4	81.9	117.9
SL1344_1323	orf319	20.1	22	17.6	11.7	37.6	41.6	30.8	28.1
SL1344_1324	orf242	17.6	16.2	5.6	11.3	36	17.7	17.7	17.4
SL1344_1325	ssrB	5.3	5.8	7.2	13.8	251.5	11.3	11.7	6.9
SL1344_1326	spiR	3.1	4.2	2	4.7	93.6	5	4.5	4.1
SL1344_1327	ssaB	1.2	0.5	0.4	1	3.8	0.9	1.2	1.4
SL1344_1328	ssaC	0.6	1.8	0.5	1.2	7.1	0.8	0.7	0.2
SL1344_1329	ssaD	1.3	2.2	1.2	1.7	7.9	2.4	2.7	1.9
SL1344_1330	ssaE	4.2	8.5	6.1	6.7	25.9	10.1	16.8	5.3
SL1344_1331	sseA	4.1	3.1	1.2	5	15.1	10.4	11.1	3.7
SL1344_1332	sseBa	6.7	6.3	5	4.8	14.7	6.9	10.2	4.6
SL1344_1333	sscA	5.8	2.6	4.5	4	11.5	8.1	9.1	3.3
SL1344_1334	sseC	7.2	8.7	7	6.2	11.5	9	10.5	5.6
SL1344_1335	sseD	5.6	4.9	3.9	3.2	5.2	3.6	6.1	4.6
SL1344_1336	sseE	2.6	3.5	0.8	1.9	4.1	6.7	2	1.4
SL1344_1337	sscB	6	10.5	6.8	6.5	7.8	5.1	7.7	4.6
SL1344_1338	sseF	2.7	2.6	1	1.9	1.5	3	3.8	2.4
SL1344_1339	sseG	5.6	6.3	5	5.1	8.9	5.6	6.8	18.8
SL1344_1340	ssaG	4.1	3.8	3.8	4.4	6.3	4.3	7.2	5.9
SL1344_1341	ssaH	1.8	3.6	0	1.8	4.5	2	6.9	3.1
SL1344_1342	ssaI	0.3	2.5	3.3	1.1	2.7	3.3	2.4	1.7
SL1344_1343	ssaJ	1.4	4.4	1.5	2.2	3.4	0.9	1.6	0.6
SL1344_1344		3.2	3	3	4.2	10.2	3	3.5	3.1
SL1344_1345	ssaK	1.6	1.8	1	0.4	2.8	1.4	1.1	1.3
STnc1220		1.9	0	6.7	1.9	95.7	12.8	4.9	11.7
SL1344_1346	ssaL	6.5	10.2	4.2	7.4	10.2	5.8	7.1	7.6
SL1344_1347	ssaM	1.9	6.2	0.4	1.5	2.8	1.6	2.6	3.9
SL1344_1348	ssaV	2.1	2.2	1.7	1.9	2.4	2.7	3	2.1
SL1344_1349	ssaN	6.5	6.1	3.9	4.4	2.6	9.2	6.7	2.4
SL1344_1350	ssaO	9.6	4.9	5.2	4.7	3.2	11.1	11.8	3.4
SL1344_1351	ssaP	8.8	11.6	3.9	6.1	3.2	11.8	9.6	6.5
SL1344_1352	ssaQ	11.2	7.7	5.2	7.8	10	16.7	12.4	10.5
SL1344_1353	ssaR	4.8	7.7	4.5	2.3	4.5	5.2	5.8	2.9
SL1344_1354	ssaS	1.8	7	0.6	1	3.2	3.1	3.2	0
SL1344_1355	ssaT	4	7.2	4.4	1.6	5.7	3.9	3.4	1.6
SL1344_1356	ssaU	3.2	3.9	2.2	1.5	16.3	4.5	4.8	2.4
SL1344_1357	norM	17.4	22.5	18.5	31.9	12.7	24.5	16.6	12.7
SL1344_1358	ribE	93.4	78.2	36.7	70	76.7	114.9	90.3	58.7
SL1344_1359	cfa	60.1	39.9	16.1	96.9	196.7	178.6	92.4	87
SL1344_1360	ydhC	6.6	9.6	5.8	58	5.5	7.1	5.6	3.9
SL1344_1361	ydhB	8.4	6.4	5.1	8.3	15.2	13.5	8.4	5.4
SL1344_1362	purR	54.7	65.1	31.6	47.1	14.1	55.5	43.5	7.5
STnc4220		712	567.4	759.9	1086.6	308.5	296.7	729.6	262.9
SL1344_1362A	ynhF	1046.3	1115	1558.7	947	3116.5	1546.6	1104.3	2375.6
SL1344_1363	sodB	237.5	227.3	167.9	240.1	486.6	194.3	38.5	705.3
SL1344_1364	ydhO	54.3	47.8	25.3	43.8	38.7	80.7	51.6	29.9
SL1344_1365	ydhD	809.6	849	870.7	740.2	693.9	803	328.8	253.9
SL1344_1366	rnt	85.1	101.4	51.3	72.4	75.5	88.1	70.4	27.3
SL1344_1367	gloA	118.4	86.9	69.8	91.5	168.3	201.8	117.1	136.1
SL1344_1368	nemA	18.1	25.7	3.9	13.9	31.3	41.4	20.1	27.7
SL1344_1369	ydhM	23.3	39	26.7	21.2	100.3	39.2	31.9	57.1
SL1344_1370	ydhL	15.7	15.6	36.1	10.7	81.7	33	23.6	42.2
SL1344_1371	ydhF	47.4	59.9	35.9	30.9	40.8	75.8	44.9	67.3
SL1344_1372	sodCb	30.7	35	16.3	20.2	39.8	41.7	27	58
SL1344_1373		12.3	15.6	9.5	8.7	4.5	10.2	10.1	4.3
SL1344_1374	ydhJ	17.1	20.3	8.6	14.8	8	17.4	14.2	8
SL1344_1375	ydhI	24.9	28.9	30.4	16.6	25.2	24.6	28.4	19.3
SL1344_1376	slyA	240.6	237.4	258	144.2	185.5	226.1	332.6	282.9
SL1344_1377	slyB	510.2	442.1	434.8	719	628.1	1152.6	490.3	272
SL1344_1378	anmK	10.6	12.9	6.4	8.3	4.6	12	12.2	10.9
SL1344_1379	mliC	45.9	42.1	37.2	43	162.7	61.1	62.4	67.5
SL1344_1380	pdxH	69.6	63.7	30.9	56.4	36.6	105.5	68.7	65.6
SL1344_1381	tyrS	147.8	140	115.8	119.9	79.5	211.6	139.5	76.5
SL1344_1382	pdxY	61.4	56.6	15	32.8	10.1	95.1	67.4	26.5
SL1344_1383	gst	32.1	28.7	18.9	15.4	37.4	46.3	35.5	122
SL1344_1384	tppB	104	115.5	51.8	49.5	49.2	146	117.7	26.6
SL1344_1385	nth	48.1	104	90.9	82.1	17.1	45.2	39.4	18.2
SL1344_1386	rnfE	47.3	67.9	32.1	66.4	14	45.4	34.6	15.4
SL1344_1387	rnfG	37.9	64.8	21.6	48.8	16.5	41.3	25	10.3
SL1344_1388	rnfD	27.8	62.5	23.5	46.1	10.5	29.9	22.2	3.1
SL1344_1389	rnfC	47.6	85.9	51	80.8	12.7	44.8	33.7	7.7
SL1344_1390	rnfB	75.2	124.3	80	113.6	33.3	54.3	63	14.1
SL1344_1391	rnfA	75.1	147.8	65	105.3	66.8	71.1	68.2	13.2
SL1344_1392	ydgK	116.2	152.8	90.6	118.1	83.9	69.2	87.3	37.5
SL1344_1393	ydgT	149.2	156.2	210.5	188.6	77.5	113	124	53.8
SL1344_1393A	blr	259.5	136.6	241.6	259.8	313.8	443.7	247.3	122.3
SL1344_1394	ydgJ	35.2	38	24.1	23	22.8	62.1	37.1	33.7
SL1344_1395	add	68	76.6	17.2	27.4	59.5	77.4	52.5	19.2
STnc3500		9.5	14.4	10	8.2	60.8	21.3	12.6	43.4
SL1344_1396	ydgA	51.8	51.5	12.9	45.5	44.6	80.2	43.3	17.8
SL1344_1397	manA	39.5	48.8	12.8	22.4	32.6	68.6	43.9	30.7
SL1344_1398	fumA	74	85.4	28.7	28.4	62.1	135	26.7	81.1
SL1344_1400	fumC	24.5	28.6	16.7	12.7	33.1	40.7	21.1	50.9
SL1344_1401	tus	9.7	7.8	8.6	9.2	71.1	11.9	11.1	6.6
SL1344_1402	rstB	6.4	7	2.6	4.8	7.3	10.4	9.5	3.7
SL1344_1403		0.6	0.5	0.6	0.9	0.7	0.5	0.4	1.2
SL1344_1404	ompN	1.7	3.7	1.6	2.1	8.4	3.5	2.3	3.9
STnc3510		45.9	37.9	47	78.8	65.2	53.7	76.4	84.4
SL1344_1405	rstA	166.6	216.4	108.5	197.4	124.3	173	171.1	101.2
SL1344_1406	ydgC	19.6	59.9	35.1	12.9	22.8	28.8	30.4	8.5
SL1344_1407	ydgI	17.2	28.6	36.5	50.1	7.5	8.8	4.9	4
SL1344_1408	ydgH	132.6	152.5	66.9	104.7	53.6	186.9	129.6	96.4
SL1344_1409	pntA	61.9	68.8	12.7	45.5	27	100.4	85.6	62.6
SL1344_1410	pntB	71.5	58.7	15.6	46.9	30.4	115.6	92.4	59.1
SL1344_1411	tqsA	6.4	13.4	7.3	8.2	28.5	9.7	9.5	11.9
SL1344_1412	ydgF	33.4	60	27.1	44.7	278.4	81.2	38.1	55
SL1344_1413	ydgE	16.4	22	13.4	21.7	102.8	25.8	19	22.5
SL1344_1414		8.9	10.8	15.7	4.8	23.2	17.4	11.3	18.9
SL1344_1414A	ydgU	0	7.4	3.9	0	2	0	2.9	1.7
SL1344_1415	asr	8.2	21.8	10.3	22.8	20.9	11	10.1	9
STnc3480		79.3	46.9	113.5	132.2	25.5	31.2	59	34.5
SL1344_1416	ynfM	5.9	9.9	3.3	4.6	18.9	7.7	7.4	4.9
SL1344_1417	ynfL	5	7.8	4.9	5	16.3	8	9.4	5.1
SL1344_1418	mlc	21.3	35.3	25.6	23.6	26.8	74.4	29.1	67.2
SL1344_1419	bioDb	10.8	24.4	9.4	12.4	7.8	21.4	8.6	266.8
SL1344_1420	clcB	6.6	15.3	10	9.6	16.6	6	9	7.2
SL1344_1421		4.3	2	2.1	3.7	193.4	8.1	6.1	4.5
SL1344_1422		2.6	2.6	1.3	0.2	162.3	4	3	2.2
SL1344_1423		1.4	0.2	0	0.6	207.6	3.4	1.9	0.9
SL1344_1424		1.1	1.2	0.9	0.2	298.9	4.4	2	1.4
SL1344_1425	ynfI	24.3	27.6	15.2	18	23.3	45.8	23.9	27.8
SL1344_1426		14	19.3	11.1	12.1	15.1	12.6	15.1	19.8
SL1344_1427		0.6	1.3	0	0.2	1.4	0.6	0	3.2
SL1344_1428	dmsA2	1	1	0.6	0.4	0.8	0.8	0.6	7.2
SL1344_1429	dmsA1	1.6	2	1.2	1.7	4.1	1.5	1.6	15.1
SL1344_1430	ynfD	31.3	34.2	23.8	19.3	68.9	52	37.8	43.9
SL1344_1431	ynfC	22.9	25.6	32.5	17.3	31.5	37.2	32.9	36.9
SL1344_1432	speG	183.4	124.2	36.8	75.7	93.3	233.2	164.7	97.9
SL1344_1433	ynfB	144.1	90.9	32.1	63.3	61.8	183.9	113.3	76.8
SL1344_1434	ynfA	6.3	8.9	5.5	9.5	13.5	14.2	12.5	5.2
SL1344_1435	rspA	2.8	7.7	4.3	0.6	1.7	9	1.4	0.8
SL1344_1436	rspB	4.7	5.5	0.8	0.4	2.7	9.4	2.9	1.7
SL1344_1437	ydfJ	3.5	6.9	2.4	1.2	4.9	3.9	2.4	14.9
SL1344_1438	ydfI	7.5	4.8	5.2	3.5	4.2	8.6	6.8	6.2
SL1344_1439	ydfZ	17.5	36.6	9.6	21.2	21.7	16	6.5	143.4
SL1344_1440	ydfH	32.3	41.6	22.2	19.3	30.8	45.3	36.4	31
SL1344_1441	ydfG	62.4	76.9	43.6	37.5	135.3	128	71.8	124.2
SL1344_1442	dcp	12.5	14.2	6.9	8.1	10.3	23.4	18.4	19.2
SL1344_1443		6.4	9.1	8.1	4.4	375.3	25.5	21	18.7
SL1344_1444	ydeJ	2.3	2	1.2	1.3	56.5	4.6	3.9	4.6
SL1344_1445	ydeI	4.2	4.7	0.8	2.8	86.3	11.6	6.1	9.4
MgrR	MgrR	5168.5	7784.6	8020.7	9120.6	7191.5	6577.2	5106	5035.7
SL1344_1446	ydeE	5.3	7.7	4	3.3	7.2	6.1	6.2	9.4
SL1344_1447	ydeD	10.5	13.3	5.3	7.5	10.8	16	12.5	7.3
SL1344_1448	marB	18.1	20.2	5.3	32.6	51.3	30.7	30.1	13.2
STnc2170		77.5	60.1	68.8	294.1	330.9	393.3	156.9	132.4
SL1344_1449	marA	19.9	36.2	9.7	40.2	111.9	63	25.9	18.7
SL1344_1450	marR	21.4	59.1	19.6	52.6	151.6	58.6	50.1	25.6
SL1344_1451	marC	27.6	23.7	20.2	37.8	74.7	38.7	39.6	39
SL1344_1452	sotB	12.3	23.5	6.7	20.6	9.7	7.5	14.1	2.3
SL1344_1453	yneJ	6	7.8	2.6	4.6	24.2	8.5	7.6	4.7
SL1344_1454	yneI	5.2	5.7	1.5	13.1	4.9	8.2	6.8	4
SL1344_1455	yneH	26.8	30	11.3	31.2	13.6	30.9	26.9	7.5
SL1344_1456	yneG	13.7	20.7	4.5	9	11.8	14.6	18.7	17.4
SL1344_1457		74.9	72.3	33.3	73.8	36.5	25.5	91.1	14.5
SL1344_1458		3.5	4.6	3.3	5.7	10	6.9	6	4.7
SL1344_1459		6.3	8.8	3.1	14.4	21.3	8.7	8.3	6.5
STnc3530		62.6	65.1	60	90.5	92.1	105	73.5	24.9
SL1344_1460	hypA	4.4	2.4	1.9	1.2	1.5	5.4	5.3	1.3
SL1344_1461		3.6	4.4	1.7	1.4	3.5	4.2	5.7	4.7
SL1344_1462	hyaF2	6.5	5.7	2	4.3	4.3	11.2	9.4	8.2
SL1344_1463	hyaE2	4.7	6.1	2.4	4.3	2.9	8.2	7.3	2.8
SL1344_1464		5.7	6.2	0	3.2	2.3	5.4	5.6	1.9
SL1344_1465	hyaD2	8.8	5.1	2.7	6.2	5	11.7	11.7	7.5
SL1344_1466	hyaC2	4.5	4.2	3.7	4.7	8	10.5	8.9	6.1
SL1344_1467	hyaB2	2.7	3.8	2.6	4.7	4	5.6	5.3	5.1
SL1344_1468	hyaA2	3.2	3	1	4.7	5.6	9.1	3.8	3.4
SL1344_1469		6.5	5.1	2.4	12.8	57.6	13.5	11.3	10.7
SL1344_1470		66.1	53.1	59.9	42.1	52.5	71.6	68.4	79.6
SL1344_1471		7.3	7.3	2.4	1.5	5	10.7	8.1	6.3
SL1344_1472		3.9	6.1	2.5	1.6	3.8	8.9	4.5	2
SL1344_1473	pqaA	1.3	1.1	0.7	1.6	6.8	3.7	1.5	1.6
SL1344_1474		3	4.7	0.8	2.2	4.3	3.5	3.3	2.6
SL1344_1475		1.8	2.2	0.4	1.8	5.9	3.4	2.8	0.7
SL1344_1476		35.5	28	29.8	40.4	54.4	41.7	36.9	33.3
SL1344_1477		11.7	12.9	10.5	17.2	33.6	22	21.2	9.1
SL1344_1478		17.9	27.1	12.6	9.7	23.2	26.3	17	7.7
SL1344_1479		37.8	53.1	56.9	46	129.7	52.3	65.4	39.6
SL1344_1480		67.7	76.6	105.8	95.6	386.7	134.3	97.1	88.8
SL1344_1481		4.5	8.7	5.9	4.9	9.7	3.8	6.5	12.4
SL1344_1482		8.5	13	7.6	7.6	12.4	14.7	12.2	13.5
SL1344_1483		0.7	0	0.3	0.9	1.2	0	0.8	0.2
IsrF	IsrF	25.5	24.3	27.1	16.3	37	27.3	28.6	35.4
SL1344_1484		44.1	40	67.1	27.8	72.6	59.7	82.2	38.3
SL1344_1485		6.4	5.6	3.9	6.6	3.9	10.3	5.4	5.5
SL1344_1486		3	4.7	2.6	2.1	1.6	4.1	3.5	3.4
SL1344_1487		4.7	6.2	3.4	2.7	4.1	5	5.4	7
SL1344_1488		4.4	4.2	2.5	3.5	7.4	7.4	6.3	6.5
SL1344_1489		1.7	1.3	1	1	5.3	4.1	2.8	2.4
SL1344_1490		2	1.5	1.7	0.8	8.5	4.4	3.4	2.3
SL1344_1491		1.2	2.1	0.4	0.3	7.4	3.7	1.7	2.2
SL1344_1492	hdeB	14.7	20.1	19.3	37.7	81.1	32.5	37.2	122.8
SL1344_1493	osmC	5.4	5.3	2.7	5.3	260.7	27	18.7	25.4
SL1344_1494	yddX	15.5	9.6	6.1	21.9	3085.5	43.1	25.1	18.5
SL1344_1495	rpsV	92.8	49	48.9	125	4533.5	377	246.5	358.8
SL1344_1496	sfcA	38.5	41.5	9.6	20.4	20.8	49.8	41.5	23.6
SL1344_1497	adhP	13.6	10.9	2.8	14.8	21.3	29.4	23.2	15.8
SL1344_1498	fdnI	7.5	7.1	3.1	5.5	4	12.5	5.2	24.7
STnc3540		95.8	97	101.2	119.3	44.9	123.4	183.7	127.4
SL1344_1499	fdnH	8.5	7	3.1	6.7	1.9	11.3	7.3	27.9
SL1344_1500	fdnG	9.8	9.6	3.9	6.8	2.6	11.1	7.8	35.9
SL1344_1502	yddG	3.6	6.3	2.8	2.6	1.4	5.2	3.5	4.5
SL1344_1503	ompD	3259.2	2118.6	1164.7	570.2	1394.7	3668.5	1859.6	1950.4
SL1344_1504		39.8	47	9.3	1.8	5	32	10.4	14.9
SL1344_1505	smvA	8.6	61.7	7.5	9.3	71.6	9.9	34.7	12.1
SL1344_1506		90	100.6	86.2	90	421.5	95.8	161.1	113.9
SL1344_1507	narU	1	2.5	1.3	1	7.9	0.9	1	1.1
SL1344_1508	narZ	1.4	1.8	1.7	1.8	4.3	2	1.9	1.5
SL1344_1509	narY	1.7	1.1	0.6	0.8	2.2	1.7	1.6	1.3
SL1344_1510	narW	0.8	1.5	0.9	1	2.2	1.5	1.9	0.4
SL1344_1511	narV	2.6	3.7	1.9	2.4	5.5	3.1	3.2	5.9
SL1344_1512	yddE	5.1	8.1	3.7	3.5	10.1	9.6	5.9	7.3
SL1344_1513	nhoA	11.2	21.6	7	7	7.7	13.2	10.5	7.6
SL1344_1514	steA	108.6	106.5	109.1	296.7	203.5	204.1	142.2	210.1
SL1344_1515	ansP	24.7	50.7	12.2	47.3	12.1	26.3	17	4.8
SL1344_1516		10.8	20.5	11.8	18.9	23	24.1	19	14.1
SL1344_1517		52.5	52.3	15.6	32.2	23.9	235.6	412	9.3
SL1344_1518	yncD	3.7	3.1	1	4.3	33.7	15	8.5	3.3
SL1344_1519	yncC	5.1	5.9	4.4	11.2	30.2	16.4	9.4	3.6
SL1344_1520	yncB	18.8	18	17.8	11.9	61.4	32.7	26.4	23.4
SL1344_1521	yncA	12.5	18.1	7.9	7.9	26.7	32.3	21.2	25.2
SL1344_1522	ydcZ	18.7	21.2	13.8	9	28	27.2	24.9	46
SL1344_1523	ydcY	54.8	54	51.8	45.7	87.4	86.6	42.7	50.6
SL1344_1524	srfA	104.8	62.8	95	49.6	43.8	123.5	95.7	18.5
SL1344_1525	srfB	62.9	44.7	32.3	27.8	16.3	63.3	55	8.1
SL1344_1526	srfC	52.8	38.6	25.3	28.6	16.4	63.1	49.1	10.7
SL1344_1527	ydcX	30.1	59.7	44	27.7	23.2	14.1	23.2	26.5
STnc1110		216.6	117.6	173	124.8	273.2	188.5	221.4	181
SL1344_1528	ydcW	14.6	11.3	6.9	12.5	7.9	23.7	16.1	11.2
SL1344_1529	ydcR	18.3	11.2	4.5	15.5	12.8	30.7	17.3	5.3
SL1344_1530	pdgL	9.6	10.5	7	13	16.4	17.1	10	9.3
