Locus Tag	Name	EEP	MEP	LEP	ESP	LSP
SL1344_0425	phnW	0.8	0.7	1.1	0.8	0.2
SL1344_0426	phnX	0.6	0.8	1.2	0.4	0.1
SL1344_0427	thiJ	27.4	34.7	25.6	30.1	11.6
SL1344_0428	apbA	28.6	34	28.7	24.9	10.9
SL1344_0429	yajQ	442.1	475.7	187.4	131.9	36.9
SL1344_0430	yajR	28.4	30	27.3	16.6	1.3
SL1344_0430A		2.4	8.6	7.6	10	74.5
SL1344_0431		15.3	10.5	11.4	8.4	6.9
SL1344_0432		29.4	20.8	20.5	11.5	1.6
SL1344_0433	cyoE	546.2	839.7	912.2	296.2	17.3
SL1344_0434	cyoD	571.7	721.3	777.6	264.4	19.6
SL1344_0435	cyoC	418.3	526.1	530.8	120.6	11.2
SL1344_0436	cyoB	420.5	547.9	566.1	121.3	8.2
SL1344_0437	cyoA	802.9	935.9	1038.1	277.9	32.2
SL1344_0438	ampG	61.4	50.7	34	14.3	0.8
SL1344_0439	yajG	103.8	103.3	101.2	45.4	8.2
SL1344_0440	bolA	235.9	236.9	252.4	432.8	240.8
SL1344_0441	tig	915.2	940	617.5	250.3	5.6
SL1344_0442	clpP	193.4	257.1	185.1	160.9	49.7
SL1344_0443	clpX	339.2	473	330	283.9	60.7
SraA	SraA	20	19.9	21	15.3	5.8
SL1344_0444	lon	210.1	394.2	113	83.5	14.6
SL1344_0445	hupB	1499.7	2563.9	2787.9	3558	51.6
SL1344_0446	cypD	174.8	147.6	135.6	61.1	2.5
SL1344_0447	comE1	7.7	7.1	5.7	5.2	0.3
SL1344_0448	ybaW	6.5	5.2	12.2	12.7	2.7
SL1344_0449	ybaX	54.2	53.5	41.2	28.1	4
SL1344_0450	ybaE	1.5	4.4	4.1	4.5	1.6
SL1344_0451	cof	7.1	5.8	6.4	4.1	2.1
STnc930		61.1	66.4	72.9	57.7	133.3
SL1344_0452		6.9	8.4	9.6	4.7	2
SL1344_0453	ybaO	47.6	42.6	41.2	35.6	280.4
SL1344_0454	mdlA	33.3	23.8	23.1	15.9	5.9
SL1344_0455	mdlB	24.5	18.3	16.9	11.3	0.8
SL1344_0456	glnK	5	17.6	0.6	0.6	0.3
SL1344_0457	amtB	5.6	22.4	6.4	5.3	1.1
SL1344_0458	tesB	29.1	28.7	28.3	16.4	8.1
SL1344_0459	ybaY	8.6	19.1	111.7	152.1	47.4
SL1344_0460	ybaZ	34.3	44.8	53.1	60.4	21.2
4.5S	4.5S	10738.3	25426.3	14643.2	33677.6	57636.3
SL1344_0461	ylaB	26.5	29.7	24	16.5	6.3
SL1344_0462	rpmE2	29.3	22.3	23.5	17.8	167
SL1344_0463	rpmJa	76.4	69.4	76.6	91.2	296.2
SL1344_0464	ylaC	120.3	69.8	155.9	84.4	17.8
SL1344_0465	maa	173	134.8	93.3	65.7	94.7
SL1344_0466	hha	582.5	427.5	189.7	146.1	475.3
SL1344_0467	ybaJ	429.4	338.3	202.4	205.9	608.7
SL1344_0468	acrB	146.5	123.1	100.3	55.4	3.4
SL1344_0469	acrA	144.7	111.5	98.3	67.2	5.1
SL1344_0470	acrR	75.4	66.4	59.5	53.7	12.3
SL1344_0471	aefA	54.7	39.3	33.8	15.2	1.4
SL1344_0472		29.4	29.3	26.8	24.1	4.8
SL1344_0473	ybaM	29.1	29.4	23.2	16.6	0.9
SL1344_0474	priC	21.3	19.3	13	12.6	2.4
SL1344_0476	apt	225	102.4	102.1	45.4	1.5
SL1344_0477	dnaX	186.3	146.2	103.3	67	12.5
SL1344_0478	ybaB	193	153.9	104.6	53.8	3.5
SL1344_0479	recR	242.3	287.6	158.9	59.5	2.4
SL1344_0480	htpG	255.7	769.6	75.4	57.9	2.3
STnc3130		29.1	61.2	101	204.7	133
SL1344_0481	adk	220	242.9	246.9	89.1	2
SL1344_0482	hemH	36.2	47.2	44.8	33.7	19.9
SL1344_0483	aes	1.7	1.6	3	1.8	0.5
SL1344_0484	gsk	67.5	52.6	36.8	12.5	2.8
SL1344_0485	ybaL	45.2	40.9	42.3	64.6	5.2
SL1344_0486	fsr	18.6	13.1	11.1	6.1	1.5
SL1344_0487	ushA	33.7	43.5	75.5	64.3	3.4
SL1344_0488	ybaK	65.9	64	41	35.5	4.8
ChiX	ChiX	52061.3	39061.2	50035.9	83534.2	88084.5
SL1344_0489	ybaP	27.9	26.1	15.9	13.6	2.1
SL1344_0490		9.2	11.5	8.4	6.2	10.3
SL1344_0491	copA	13.6	24.5	12.4	18	1.9
SL1344_0492	cueR	45.1	56.4	44	47.5	5.3
SL1344_0493	ybbJ	10.8	16.5	20.5	17.8	3.9
SL1344_0494	ybbK	17.8	22.1	27	20.2	8.2
SL1344_0495	ybbL	20.1	18.9	13.2	9.1	12.1
SL1344_0496	ybbM	14.7	16.6	16.6	11.4	4.1
SL1344_0497	ybbN	58.1	152	33.2	30.1	2.2
SL1344_0498	ybbO	28.3	29.5	25	21.3	2.5
SL1344_0499	tesA	24.3	25.7	23.5	14.3	3
SL1344_0500	ybbA	7.1	8.3	15.5	11.4	1.5
SL1344_0501	ybbP	7.9	9.6	16.1	15.8	3.9
STnc950		14.7	39.5	73.2	126.4	21
SL1344_0502		14.8	17.8	10.7	8.4	2.8
SL1344_0503	sfbA	9.4	12.5	9.3	7.3	1.1
SL1344_0504	sfbB	5.6	9.6	5.9	5.1	0.6
SL1344_0505	sfbC	6.9	13	9	11.4	0.6
SL1344_0506	ybbB	25.5	28	22.7	21.2	4.8
SL1344_0507	ybbS	4.1	4.1	3.6	2.9	0.7
SL1344_0508	allA	14.5	15	18.2	28	3.5
SL1344_0509	allR	27.4	36.6	34.3	35.6	2.8
SL1344_0510	gcl	1.4	1.6	1.8	2.1	0.3
SL1344_0511	gip	1.6	1.9	2.6	3.6	2.2
SL1344_0512	garRa	0.9	0.9	1.8	2.3	0.3
SL1344_0513		1.3	1.5	1.6	2.4	0.9
SL1344_0515	allP	0.2	0.2	1.3	1.1	1.5
SL1344_0516	allB	0.9	0.9	2.4	3.4	0.6
SL1344_0517	ybbY	1.3	0.9	1.4	1	0.6
SL1344_0518	glxK	1.3	1.4	1.7	1.1	0.3
STnc480		69.4	222.2	366.5	723.7	462.9
SL1344_0519	ylbA	9.5	14.9	17.1	14.9	4.2
SL1344_0520	allC	0.5	1.3	2.1	2.9	0.1
SL1344_0521	allD	0.4	1	3	2.6	0.5
SL1344_0522	fdrA	0.6	1.2	1.9	3.7	0.4
SL1344_0523	ylbE	0.7	0.6	1	0.4	0.2
SL1344_0524	ylbF	0.8	1.2	1.8	0.7	0
SL1344_0525	arcC	3.9	3.8	3.5	2.2	0.3
SL1344_0526	purK	30.9	56.5	27.7	31.4	1.3
SL1344_0527	purE	39.8	57.2	31.7	31	1.2
SL1344_0528	lpxH	80.5	111.5	76	58.1	7.6
SL1344_0529	ppiB	419.4	476.6	310.1	200.9	16.7
SL1344_0530	cysS	105.3	107.5	77.9	40	8
SL1344_0531		4.4	6.6	5.8	4.1	1.2
SL1344_0532		5.6	5.2	6.5	4.7	1.5
SL1344_0533	ybcI	4.2	6.8	4.6	2.3	0.6
SL1344_0534	ybcJ	107.6	162.5	97.5	98.4	7.3
SL1344_0535	folD	92.3	110.4	65.5	46.4	3.9
SL1344_0536	fimA	8.2	5.6	9.5	23.7	6
SL1344_0537	fimI	0.9	0.3	2.7	3.1	0.1
SL1344_0538	fimC	0.9	0.6	1.3	2.2	0.3
SL1344_0539	fimD	1.3	1.3	1.9	1.8	0.2
SL1344_0540	fimH	3.5	4.2	3.7	2.6	1
SL1344_0541	fimF	2.9	4.5	6.6	6.5	4.9
SL1344_0542	fimZ	1.4	3	4.8	5.1	2.2
SL1344_0543	fimY	1.5	0.6	0.7	0.6	0.3
SL1344_0544		2.9	2.4	3.1	2.3	0.9
SL1344_0545	fimW	8.7	6.5	5.7	9	8.4
SL1344_0546		2.6	4.2	4.7	3.4	1.9
SL1344_0547		16.9	225.2	24.8	10.4	3.5
SL1344_0548	gtrBa	23.9	213.2	18.2	14.7	1.5
SL1344_0549	gtrAa	21.5	194.7	25.8	17.1	1.3
STnc1870		8.3	22.4	4.4	4.8	20.7
SL1344_0550		3.7	2.1	2.1	2.3	2.8
SL1344_0550A	cusA	18	18.8	25.9	27.5	3.6
SL1344_0551	ykgD	4.1	4.7	4	4.4	1.4
SL1344_0552	ykgC	3.1	3.4	4.1	4.6	5
SL1344_0553		0.6	0.9	0.4	1.4	14.4
SL1344_0554	ykgB	1.4	0.9	1.4	1	4.8
SL1344_0555		44.6	53.9	50.3	41.6	8.9
SL1344_0556	pheP	128	86	55.2	27.9	6.1
SL1344_0557	ybdG	27.7	24.1	22.8	19.4	2.9
SL1344_0558	apeE	6	6.8	10.9	15.3	7.1
SL1344_0559		6.5	8.1	13	14.8	3.8
SL1344_0560		2.2	1.5	2	1.3	0.3
SL1344_0561		0.6	0.9	0.7	0.6	0.2
SL1344_0562	manZ	0.9	0.6	1	0.3	0.3
SL1344_0563	manY	0.5	0.3	0.9	0.4	0.3
SL1344_0564	manX	0	0.1	0.8	0.2	0
SL1344_0565		1.4	0.8	0.7	0.4	0.1
SL1344_0566	nfnB	45.3	51.9	35	30.3	2.6
SL1344_0567	ybdF	14.1	18.4	11.9	10.3	0.9
SL1344_0568	ramR	26.5	28.7	28	24	6.8
SL1344_0569	ramA	21.9	15	14.3	15.9	4.9
SL1344_0570	ybdJ	22.1	23.4	23.9	14.7	5.2
SL1344_0571	ybdK	5.6	2.7	7	7.8	11.7
SL1344_0572	entD	8.2	3.3	1	1.3	0.9
SL1344_0573	fepA	23	10.4	2.6	2.2	4
SL1344_0574	fes	63.7	20.8	0.8	0.3	174.1
SL1344_0575	ybdZ	37	24.1	1.3	0.8	2
SL1344_0576	entF	23	13.6	1.9	1	1.6
SL1344_0577	fepE	54.1	38.8	26.8	17.5	4.3
SL1344_0578	fepC	42.9	32.6	2.2	1.7	0.5
SL1344_0579	fepG	36.3	26.7	2.4	1.1	0.5
SL1344_0580	fepD	68.2	42.5	2.2	0.6	67
SL1344_0581	ybdA	63.4	36.9	3.2	2.2	4.3
SL1344_0582	fepB	28.1	14.2	3.5	2	139.7
SL1344_0583	entC	33.5	16.3	1.4	1	0.7
SL1344_0584	entE	29.8	18.3	1.9	0.9	0.2
SL1344_0585	entB	16.4	10.7	1.6	0.8	0.3
SL1344_0586	entA	22.4	14.7	2.2	1.2	0.2
SL1344_0587	ybdB	24.4	12.4	1.9	1.6	0.2
SL1344_0588	cstAa	21	24.5	149.2	174.6	32.2
SL1344_0589	ybdD	17	26.7	85.7	110	24.7
SL1344_0590	ybdH	6.2	6.1	6.8	4.5	7.9
SL1344_0591	ybdL	9.3	7.3	6	4.4	4.1
SL1344_0592	ybdM	8.2	11.3	8.5	13.2	2
SL1344_0593	ybdN	12.4	10.3	14.1	12.7	12.8
SL1344_0594	ybdO	19.6	15.4	18.1	15.9	13.3
STnc3180		9.8	28.3	26.8	40.6	17.7
SL1344_0595	dsbG	8.4	11.4	21.3	18.6	7.4
STnc070		1294.5	3150.3	2790.7	2291	187
SL1344_0596	ahpC	415.5	526.2	289.7	209.9	10.2
SL1344_0597	ahpF	53.8	52.1	32.6	19.4	1.9
SL1344_0598		0.3	0.5	0	0.2	0.4
SL1344_0599		2.1	2.3	2.4	1.7	0.4
SL1344_0600		2.2	3.6	3.8	2.6	0.2
SL1344_0601		9.5	14.7	14.7	19.9	5.2
SL1344_0602	ybdQ	169.1	257.8	347.6	435.3	102.3
SL1344_0603	ybdR	3.6	3.1	3.9	6.4	5.6
SL1344_0604	rnk	57.6	46	97.5	57.1	6.3
sRNA10		128.9	149.2	193	213.4	490.8
SL1344_0605	rna	67	69.6	70.5	57.4	7.6
SL1344_0606	citT	4.4	6.1	5.1	2.9	1
SL1344_0607	citG	0.2	0.1	0.1	0.3	0.1
SL1344_0608	citX	0	0.1	0.4	0.1	0
SL1344_0609	citF	0.1	0.3	0.6	0.2	0
SL1344_0610	citE	0.2	0	0.3	0.1	0
SL1344_0611	citD	0	0.7	0	0	0
SL1344_0612	citC	0.1	0.2	0.5	0.2	0.3
SL1344_0613	citA	2.9	3.3	7.3	5.5	0.8
SL1344_0614	citB	5.8	7	10.3	10	2
SL1344_0615	dcuC	4.4	2.2	1.3	2.9	0.2
STnc3550		15.6	17.3	35.2	32.6	18.2
SL1344_0616	pagP	273.8	163.1	109.6	76.2	9
SL1344_0617	cspE	5466.5	10127	11388.5	4400.3	1864.3
SL1344_0618	ccrB	88.3	92.6	58.2	53.1	27.5
SL1344_0619		7.4	8	9.4	10.3	2.5
SL1344_0620	tatE	87.6	79.3	143	152.1	14.7
SL1344_0621	lipA	162.4	233.5	103.8	44	1.5
SL1344_0622	ybeF	17.8	11.4	15.7	20.9	39.2
SL1344_0623	lipB	61.6	65.2	40.3	17	2.3
SL1344_0624	ybeD	368.2	592.9	240.6	246.6	38.3
SL1344_0625	dacA	161.5	151.9	125.2	42.7	3.3
SL1344_0626	rlpA	80	79.8	61.1	31.7	3.9
SL1344_0627	mrdB	66	51	45.2	16.4	3.4
SL1344_0628	mrdA	86.7	63.3	39.4	20.5	1.3
SL1344_0629	ybeA	171.4	103.5	58.6	24.4	0.1
SL1344_0630	ybeB	147.5	83.4	65.3	23.1	1
SL1344_0631	cobC	10.5	16.8	16.3	14.8	2.5
SL1344_0632	cobD	2.9	5.4	11.8	11.1	0.7
SL1344_0633	nadD	39.3	35	23.9	15.1	0.5
SL1344_0634	holA	90.7	91.2	57.6	26.8	4.3
SL1344_0635	rlpB	174.5	183.5	122.5	97.3	21.3
SL1344_0636	leuS	97.2	96	71.1	39.9	6.8
SL1344_0637		2.1	0.7	1.7	1.1	0
SL1344_0638		1.3	1.6	2.2	1.7	0.7
SL1344_0639		11.4	13.8	19.9	22.2	11.3
SL1344_0640		18.1	26.2	26.4	25.5	5.5
SL1344_0641	ybeL	20.6	36.1	92.2	144.5	90.8
SL1344_0642	ybeQ	6	5.4	5.8	6.5	20.1
SL1344_0643	ybeR	1.9	1.8	2.3	2.7	1.6
SL1344_0644	ybeS	1.8	1.5	2.2	1.6	0.1
SL1344_0645	ybeU	1.8	1.2	1.8	0.9	0.5
SL1344_0647	ybeV	4.7	4	5.2	3.3	2.5
SL1344_0648	hscC	2.6	5.7	6.8	7.3	1.5
SL1344_0649		7.3	16.1	22.7	12.8	0.9
SL1344_0650	rihA	7.7	14.1	22.6	17.5	1.5
SL1344_0651	gltL	9	18.5	120.9	36.1	2.5
SL1344_0652	gltK	10.4	18.9	137.9	35.7	3.9
SL1344_0653	gltJ	7.6	10.3	99.1	26	2.8
SL1344_0654	gltI	19.3	28.2	273.5	134.3	51.3
SroC		243.6	1173.6	5095.5	4087.7	4648
SL1344_0655	lnt	68.1	74	32.6	28.1	3
SL1344_0656	ybeX	134	160.3	81	66.5	6.1
SL1344_0657	ybeY	127.6	179	92	87.2	28.7
SL1344_0658	phoL	74.6	145.7	60.1	64.5	19.3
SL1344_0659	miaB	129.8	103.1	68.1	27.1	1.9
SL1344_0660	ubiF	18.3	21.4	19.8	17	10.9
SL1344_0661		10.6	16.7	13.9	15.7	6.1
STnc3290		22.4	22.3	32.3	35.5	30.2
SL1344_0662	asnB	17.2	13	25.3	27.8	14
SL1344_0663	nagD	57.6	59.5	52.5	28.9	6.5
SL1344_0664	nagC	44.4	41.3	40.6	27	4.1
SL1344_0665	nagA	53.8	61.1	61.3	38.1	4.6
SL1344_0666	nagB	32.2	40.2	49.4	39.9	10.2
SL1344_0667	nagE	22.8	38.5	57.1	43.1	2.7
SL1344_0668	glnS	129.9	159.3	92	44.1	2.9
STnc3300		30.6	46.1	68.3	72.2	103
SL1344_0669	ybfM	5.8	7.2	65.4	49.8	2.5
SL1344_0670	ybfN	8.3	11.9	73.8	77.2	9.7
SL1344_0671		1.3	3.2	10.8	10.4	9.6
SL1344_0672		1.2	1.1	3.4	1.5	0.2
SL1344_0673		2.4	2.5	5.9	3.2	0.6
SL1344_0674		12.4	24.6	14.5	9.9	0.5
SL1344_0675	fur	554.1	493.7	436.9	272.5	50.2
sRNA9		1115.2	776.7	591.7	305.7	32.5
SL1344_0676	fldA	458.9	369.8	204.6	155.7	20.3
SL1344_0677	ybfE	202.1	175.5	76.4	14.5	0.6
SL1344_0678	ybfF	41.8	38.2	26.9	15.5	2
SL1344_0679	seqA	164.3	159.3	130.6	93.6	45.3
SL1344_0680	pgm	123.3	135.8	127.8	78.3	10.3
SL1344_0681		1.9	7.1	6.4	10.6	5.7
SL1344_0682	potE	0.7	3.5	3	8.1	0.2
SL1344_0683	speF	1.3	2.4	3.2	8.9	0.2
SL1344_0684	kdpE	12.4	20.2	18.4	13.5	2.3
SL1344_0685	kdpD	7.1	7.7	8.4	6.2	1.1
SL1344_0686	kdpC	4.7	5.4	5.2	3	0.3
SL1344_0687	kdpB	1	0.5	1.2	0.6	0.2
SL1344_0688	kdpA	0.4	0.6	0.8	0.2	0.2
SL1344_0688A	kdpF	0	0	0	0.9	3.3
SL1344_0689	ybfA	35.4	38.4	42.9	73.1	27.5
SL1344_0690	phrB	4.9	4.8	11.4	13.3	4.9
SL1344_0691	ybgH	13	7.3	6.2	4.2	2.5
SL1344_0692	ybgI	41.1	56	55.1	46.8	5.8
SL1344_0693	ybgJ	17.2	27.9	25.5	29.7	1.9
SL1344_0694	ybgK	15.7	20	18.9	17.3	1.4
SL1344_0695	ybgL	16.8	22.1	22.2	18	1.9
SL1344_0696		9.3	4.2	10.3	5.5	1.1
SL1344_0697	fimB	11.6	10.9	11.2	8.6	1.9
SL1344_0698		3.2	2	3.8	1.1	0.1
SL1344_0699		1.2	0.7	1.8	1.2	0.4
SL1344_0700		2.3	0.8	1.8	1.1	0.7
SL1344_0702		0.9	0.6	0.8	0.5	0.2
SL1344_0703		1.6	0.8	1.5	0.9	0.4
SL1344_0704		2.6	1.5	2.4	1.6	1.4
SL1344_0705		3	1.4	1.4	1.5	0.5
SL1344_0706		3.4	2.5	3	2	0.3
SL1344_0707		2	1.4	1.8	1	0.3
SL1344_0708		3.5	2.2	2.8	2.2	0.8
SL1344_0709		43.2	26.3	34.6	24.5	13.9
SL1344_0710	nei	24.5	20.9	19.3	13	1.3
SL1344_0711	abrB	7.9	8.5	20.5	9.5	2.4
SL1344_0712	gltA	68.4	146.8	591.4	218.5	17.7
SL1344_0713		2.9	4.2	3.9	2.7	0.7
SL1344_0714	sdhC	107.3	147.6	909.1	350.2	20.2
SL1344_0715	sdhD	82.5	147.7	800.2	286.2	5.2
SL1344_0716	sdhA	47.1	123.6	558.6	179.3	4.5
SL1344_0717	sdhB	77	239.4	878.9	299.8	10.2
SL1344_0718	sucA	57.2	349	726.9	256.4	4.2
SL1344_0719	sucB	54.7	414.6	777.8	331.9	5.4
SL1344_0720	sucC	50.3	356.4	707.1	281.1	2.8
SL1344_0721	sucD	52	416.2	899.3	439.2	9.4
RybD	RybD	211	1105.5	3315.1	3439	277.9
SL1344_0722	cydA	89.6	146.3	72	342.8	1.3
SL1344_0723	cydB	84.3	104.1	61.8	275	1.6
SL1344_0724	ybgT	182.2	226.6	124.1	704.4	5.1
SL1344_0725	ybgE	93.2	90.7	55.7	283.1	8.8
SL1344_0726	ybgC	195.4	202.2	146.7	57	4.2
SL1344_0727	tolQ	114.2	123.6	88.5	32.4	0.9
SL1344_0728	tolR	133.9	139.1	85.3	33.5	1
SL1344_0729	tolA	98.7	106	74.8	33.4	2.3
SL1344_0730	tolB	241.6	310.9	327.9	155.3	13.1
SL1344_0731	pal	686.4	1035.3	1089.4	643.3	15.1
SL1344_0732	ybgF	310.4	461	354.1	188.6	22.6
SL1344_0733	nadA	2.5	5.4	7.8	5.7	2.3
SL1344_0734	pnuC	7	14.8	17.6	21.5	8.3
SL1344_0735	ybgR	5.5	7.4	16.9	20.2	9.3
SL1344_0736	ybgS	3.2	5.1	21.2	64.1	343.3
SL1344_0737	aroG	48	69.1	57.8	56.1	16.8
SL1344_0738		15.4	10.4	12.9	14.8	5.7
SL1344_0739		7	6.7	7.6	10.8	54.8
SL1344_0740		17.1	16.8	31	26.8	8.6
SL1344_0741		7.7	4.9	6.2	5.3	7.4
SL1344_0742		1.1	0.1	1.5	0.9	1
SL1344_0743	dcoC	1.9	0.6	0.4	0.5	0.5
SL1344_0744	dcoA	0	0	0.1	0	0
SL1344_0745	dcoB	0.1	0.2	0.3	0.2	0
SL1344_0746		5	7.4	7.1	4.3	0.1
SL1344_0747		2.5	2.8	3.4	1.6	0.4
SL1344_0748		2.9	3.7	4.3	4.5	2.2
SL1344_0749	gpmA	579.8	684.3	237.2	224.4	235
SL1344_0750	galM	38	59.6	44.9	37.7	2.4
SL1344_0751	galK	26.5	36.6	30.6	25	2
SL1344_0752	galT	11.4	19.1	13.5	12	4.6
SL1344_0753	galE	22.4	27.3	19.9	25	16.5
SL1344_0754		3.2	2.8	3.3	2.2	5.6
SL1344_0755	modF	34.2	31.3	23.7	20.4	1.7
SL1344_0756	modE	34.1	32.1	22.4	18.4	3
SL1344_0757	ybhT	438.9	466.9	502	231.8	213.6
SL1344_0758	modA	100.7	114.1	134.1	214.1	3.5
SL1344_0759	modB	60	76.5	79.2	142.2	1.4
SL1344_0760	modC	59.7	68.5	69.4	85.4	0.3
SL1344_0761	ybhA	14.7	19.4	18.2	17	3.4
SL1344_0762	ybhE	15.6	17.6	22.4	23.1	2.4
SL1344_0763	ybhC	103.2	111.3	72.5	28.9	3
SL1344_0764	hutI	17.8	20.8	46.2	76.7	12.6
SL1344_0765	hutG	8.3	11.8	23.5	38.9	5
SL1344_0766	hutC	8.8	13.9	24.3	43.4	1.8
SL1344_0767	hutU	5	7	39.1	39.9	2.9
SL1344_0768	hutH	4.4	9.9	42.6	53.2	4.9
SL1344_0769	ybhB	16	23.9	46.8	45.3	22.8
SL1344_0770	bioA	1.8	2.3	1.8	1.1	0.4
SL1344_0771	bioB	0.9	1.5	1.8	0.9	0.6
SL1344_0772	bioF	1.5	1.9	0.8	1.1	0
SL1344_0773	bioC	3	1.4	1.5	0.6	0.2
SL1344_0774	bioDa	2.2	1.4	1.6	0.8	0.2
STnc3340		53.3	68.5	29.4	25.2	5
SL1344_0775	uvrB	43.7	46.5	40.8	21.8	5.7
SL1344_0776	slrP	13.1	13.3	40.8	73.8	24.1
SL1344_0777	ybhK	18	22.2	14.7	15.6	1.8
SL1344_0778	moaA	43.1	43.1	33.1	47.9	4.6
SL1344_0779	moaB	39	47.2	28.5	47.8	4.2
SL1344_0780	moaC	35.5	52	28.3	56.3	3.4
SL1344_0781	moaD	40	53.6	26.3	56.4	1.7
SL1344_0782	moaE	47.2	57.8	32.3	65.4	1.9
SL1344_0783	ybhL	110.7	138.6	110.3	110.8	56.4
SL1344_0784	ybhM	1.3	1.3	1.1	0.9	0.5
SL1344_0785		1.8	2	2.1	2.5	1.9
SL1344_0786		1.9	1.7	2.4	1.5	0.7
SL1344_0787	ybhN	1.9	3.3	7.8	7.2	7
SL1344_0788	ybhO	1.1	1.3	5.9	7.8	4.4
SL1344_0789	ybhP	1.6	1.7	7.3	9	11.3
SL1344_0790	ybhQ	109.6	95.7	168.7	204.2	227.8
SL1344_0791	ybhR	10.6	17.6	16.6	13.5	2.9
SL1344_0792	ybhS	13	12.4	15.9	16.7	1.6
SL1344_0793	ybhF	11.1	14.9	13.9	14.6	1.1
SL1344_0794		12.6	12.7	13.2	18.6	3
SL1344_0795	ybiH	20.6	18.5	17.5	20.5	6
SL1344_0796	rhlE	33.2	22.2	8.4	2	0.2
SL1344_0797	dinG	27.4	26.1	15.6	8.8	1
SL1344_0798	ybiB	24.3	24.5	16.5	16.7	3.8
STnc980		52.5	55.4	22.4	24.9	56.2
SL1344_0799	ybiJ	22.8	23.1	4.9	3.4	4.4
SL1344_0800	ybiI	14.9	11.8	24.1	42.9	57.3
SL1344_0801	ybiN	29.5	13.3	12.1	6.4	1.2
SL1344_0802	ybiO	9.9	8.6	6.7	6.5	3.5
SL1344_0803	glnQ	153.8	346	138.7	49.3	3.1
SL1344_0804	glnP	118.3	268.4	90.6	37.2	2.2
SL1344_0805	glnH	281	823.5	189.1	130.6	14.8
SL1344_0806	dps	58.8	120.9	471.8	1589.5	364.4
SL1344_0807	ybiF	17	16.2	19.1	8.9	1.3
SL1344_0808	ompX	1127.1	889.2	426.4	388.8	336.2
SL1344_0809	ybiP	41.1	18.2	20.3	12.1	1.9
RybA	RybA	522.9	317.2	828.6	602.2	2361.7
SL1344_0810		97.7	66.1	73.1	32.2	1.6
SL1344_0811	ybiR	27.9	26.2	25.2	13.1	1
SL1344_0812	ybiS	98.2	87.8	65	33.1	4.9
SL1344_0813	ybiT	82.5	29	37.7	21.1	4.3
SL1344_0814		5.1	1.1	2.5	2.8	2.2
SL1344_0815	ybiV(2)	0.9	0.4	0.9	1.6	1.2
SL1344_0817	ybiU	1.3	1.8	5.6	2.1	1.5
SL1344_0818	ybiV(1)	97.1	98.5	43.7	18.6	4
SL1344_0819	pflF	0.5	0.7	0.8	0.8	0.2
SL1344_0820	pflE	0	0	0.3	0.7	0.1
SL1344_0821	moeB	34	35.6	20.8	10.5	0.6
SL1344_0822	moeA	27.1	24.7	18	10.3	1
SL1344_0823	ybiK	32.9	35.4	46.9	50	3.2
SL1344_0824	yliA	23.5	27.3	35.2	31.4	0.9
SL1344_0825	yliB	18	19.7	26.2	24	0.7
SL1344_0826	yliC	15.1	13.7	22.8	16.4	0.8
SL1344_0827	yliD	14.4	20.1	26.6	21.9	1
SL1344_0828	rimO	81.2	43.8	37.7	11.5	1.1
SL1344_0829	bssR	8.4	10.5	19.3	76	250.2
STnc1200		429.9	1035.9	823.5	2699.5	144
SL1344_0830		1.5	1.6	3	1.6	4.1
SL1344_0831		2	1.8	2.2	3.2	1.2
SL1344_0832		2.9	2	2.4	2.2	45.1
SL1344_0833		11	8.5	8.7	10.8	8.6
SL1344_0834		6.7	3.3	3.1	2.8	3.4
SL1344_0835		10.8	8.8	9.3	10.3	5.7
STnc1710		73.1	75.9	109.4	203.7	735.7
SL1344_0836		12.2	11.7	16	18.3	12.1
SL1344_0837	yliI	4	3.9	4.4	4.7	0.8
SL1344_0838	yliJ	27.3	26.2	28.2	34.3	3.8
SL1344_0839	dacC	23.1	21.9	40.9	44.2	7.9
SL1344_0840	deoR	77.7	71.6	66.7	27.3	3.9
SL1344_0841	ybjG	39.1	38.4	46.6	24.9	3.1
SL1344_0842	mdfA	30.2	19.4	19.9	9	1.4
SL1344_0843		26	22.8	16.5	13	4.3
SL1344_0844		19.7	14.5	9.2	4.8	0.8
SL1344_0845		9.6	9.3	6.8	4.8	2.5
RybB	RybB	429.3	581.2	411.1	338.8	4816.8
SL1344_0846		62.2	42	30	16.8	2.6
SL1344_0847	ybjM	9.3	8.3	11.9	7.2	3.1
SL1344_0848	grxA	656.2	783	591.5	448.3	22.2
SL1344_0849	ybjC	37.3	32.5	40.2	22.4	4.1
SL1344_0850	mdaA	19.7	21.7	21.2	15.4	1.7
SL1344_0852	rimK	80.2	78.6	71.5	45.1	7.5
SL1344_0853	ybjN	50	51.7	37.4	18.3	1.1
SL1344_0854	potF	19.2	5.4	11.2	4.3	2.7
SL1344_0855	potG	11.5	5.8	11.4	4.4	2.2
SL1344_0856	potH	12	7.7	9.9	3.5	1.4
SL1344_0857	potI	9.2	9.7	13	5.9	1.8
SL1344_0858	ybjO	31.6	29.6	33.5	26.1	13.5
SL1344_0859	rumB	52	27.5	20.3	6.3	0.8
SL1344_0860		3	0.7	1.5	1.3	2.3
SL1344_0861		3.8	2.1	3	4.2	1.7
SL1344_0862		4.7	4.1	4.6	5.3	1.2
SL1344_0863	artJ	13.1	7.2	7.1	5.4	2.2
