Locus Tag	Name	FDR	logFC	Fitness
SL1344_2183	fruB	0.64896807	-0.335777784	0
SL1344_2184	setB	0.160002029	0.556270053	0
SL1344_2189	yeiR	0.000123601	-1.930482566	2
SL1344_2190	yeiU	0.021127503	1.699174941	1
SL1344_2192	rtn	0.01791503	1.715480402	1
SL1344_2193	yejA	0.018935517	1.557331779	1
SL1344_2194	yejB	0.624918313	-0.287658414	0
SL1344_2196	yejF	1.12e-06	2.70833495	1
SL1344_2203	yejK	0.221960495	-0.787001121	0
SL1344_2205	yejM	2.22e-34	-15	2
SL1344_2206	SL1344_2206	0.230508571	-0.902937519	0
SL1344_2207	SL1344_2207	0.429206997	-0.587361583	0
SL1344_2208	oafA	4.76e-35	-15	2
SL1344_2211	SL1344_2211	0.880095138	0.128517101	0
SL1344_2212	SL1344_2212	2.1e-05	2.418231464	1
SL1344_2214	SL1344_2214	4.2e-22	-5.848326091	2
SL1344_2215	SL1344_2215	0.140700225	1.137264704	0
SL1344_2219	SL1344_2219	1.68e-10	-15	2
SL1344_2222	narP	0.377478705	-0.671859702	0
SL1344_2229	napA	8.92e-25	-4.761018717	2
SL1344_2231	napF	0.848889107	-0.128056856	0
SL1344_2234	alkB	7.88e-22	-5.665313958	2
SL1344_2235	ada	0.108123734	1.217619724	0
SL1344_2237	ompC	0.302823077	-0.649149884	0
SL1344_2238	yojN	0.535731358	-0.386212427	0
SL1344_2239	rcsB	2.22e-05	-2.152829833	2
SL1344_2240	rcsC	0.000698504	2.679429016	1
SL1344_2242	SL1344_2242	1.09e-56	-15	2
SL1344_2244	SL1344_2244	1.98e-20	-6.160725834	2
SL1344_2246	nrdA	9.03e-16	-15	2
SL1344_2248	yfaE	1.01e-08	-2.915480742	2
SL1344_2249	SL1344_2249	1.68e-26	-3.864361762	2
SL1344_2251	glpQ	5.1e-31	-15	2
SL1344_2252	glpT	0.038963005	1.510725396	1
SL1344_2253	glpA	0.000925683	2.391210429	1
SL1344_2254	glpB	0.034958824	1.065128646	1
SL1344_2255	glpC	0.027645877	-1.195979849	2
SL1344_2257	SL1344_2257	0.001458735	-1.679852493	2
SL1344_2258	SL1344_2258	0.00018118	-2.01385342	2
SL1344_2259	yfaV	0.125185645	-0.857393608	0
SL1344_2260	yfaW	0.018870713	1.197972199	1
SL1344_2262	SL1344_2262	0.6389844	0.352574645	0
SL1344_2265	ais	7.26e-34	-15	2
SL1344_2266	yfbE	0.447882614	0.570772522	0
SL1344_2267	pmrF	0.923173552	0.060277708	0
SL1344_2268	yfbG	0.005843266	1.821342359	1
SL1344_2269	SL1344_2269	0.155739723	-0.973818758	0
SL1344_2270	arnT	0.349072538	0.516191161	0
SL1344_2274	menE	0.07676374	1.301783628	0
SL1344_2275	menC	0.037676415	1.207989234	1
SL1344_2278	menD	0.305498485	-0.557004053	0
SL1344_2279	menF	0.490292404	0.499395188	0
SL1344_2282	elaC	2.53e-10	-2.298778596	2
SL1344_2283	SL1344_2283	0.237680693	0.508072897	0
SL1344_2284	yfbK	0.314288368	-0.562764483	0
SL1344_2287	nuoL	1.95e-06	-2.541405723	2
SL1344_2289	nuoJ	4.03e-49	-6.43392204	2
SL1344_2290	nuoI	1.47e-16	-5.301473464	2
SL1344_2291	nuoH	9.79e-33	-4.443091885	2
SL1344_2292	nuoG	4.93e-17	-4.883066813	2
SL1344_2295	nuoC	3.69e-31	-15	2
SL1344_2296	nuoB	3.94e-34	-15	2
SL1344_2297	nuoA	2e-23	-6.092615046	2
SL1344_2300	yfbQ	0.000172368	-1.963024545	2
SL1344_2302	yfbS	0.049756546	1.436669255	1
SL1344_2306	ackA	1.44e-31	-15	2
SL1344_2307	pta	1.7e-32	-5.595625477	2
SL1344_2308	yfcC	0.170126767	0.764472233	0
SL1344_2311	SL1344_2311	0.000603778	-1.75902029	2
SL1344_2313	SL1344_2313	1.36e-15	-4.303137725	2
SL1344_2315	SL1344_2315	0.052152109	-1.035233847	0
SL1344_2317	yfcF	0.023327053	1.676427107	1
SL1344_2320	hisP	0.038555802	1.647423009	1
SL1344_2323	hisJ	0.970970728	0.024340716	0
SL1344_2324	argT	1.05e-13	-3.933129932	2
SL1344_2326	SL1344_2326	0.066417113	1.41408662	0
SL1344_2328	SL1344_2328	9.3e-21	-5.408857234	2
SL1344_2330	SL1344_2330	0.041032859	1.202852775	1
SL1344_2333	dedD	0.971324766	-0.02995618	0
SL1344_2339	pdxB	4.76e-12	-3.598666798	2
SL1344_2340	div	0.009363381	1.885356252	1
SL1344_2341	SL1344_2341	0.015529145	1.484062409	1
SL1344_2342	SL1344_2342	3.77e-32	-15	2
SL1344_2343	SL1344_2343	1.41e-31	-15	2
SL1344_2344	SL1344_2344	0.007824829	-1.38380303	2
SL1344_2346	SL1344_2346	3.31e-34	-15	2
SL1344_2348	mnmC	0.000553453	2.106174948	1
SL1344_2353	aroC	6.83e-10	-15	2
SL1344_2354	yfcB	0.288410788	0.78620649	0
SL1344_2356	sixA	0.121841535	0.840064901	0
SL1344_2357	fadJ	0.070653495	0.966831499	0
SL1344_2358	fadI	0.563719549	-0.37094731	0
SL1344_2363	pgtE	1.04e-69	-15	2
SL1344_2364	pgtA	0.241620792	-0.833022359	0
SL1344_2366	pgtC	1.24e-18	-5.795329711	2
SL1344_2367	pgtP	1.1e-33	-15	2
SL1344_2368	SL1344_2368	4.57e-42	-15	2
SL1344_2369	lpxP	0.587535058	0.432791496	0
SL1344_2370	yfdZ	0.763323727	0.217279136	0
SL1344_2371	glk	0.24204651	0.761662646	0
SL1344_2372	SL1344_2372	0.24204651	1.458555564	0
SL1344_2373	SL1344_2373	0.818934758	0.209256187	0
SL1344_2374	SL1344_2374	0.000245079	1.936790536	1
SL1344_2377	nupC	1.46e-05	-2.16649116	2
SL1344_2378	yfeA	2.97e-34	-15	2
SL1344_2382	xapR	3.41e-11	-3.904062292	2
SL1344_2385	flhAb	3.21e-20	-5.301719679	2
SL1344_2386	yfeN	4.49e-34	-15	2
SL1344_2387	yfeR	1.12e-08	-15	2
SL1344_2393	cysK	0.163931742	1.20109126	0
SL1344_2394	ptsH	1.05e-13	-5.069203349	2
SL1344_2395	ptsI	1.68e-44	-6.044126493	2
SL1344_2399	ptsJ	0.168087458	1.038672993	0
SL1344_2400	yfeJ	0.035473338	1.54350042	1
SL1344_2404	cysA	0.04391849	1.045722555	1
SL1344_2406	cysU	0.004816611	-15	2
SL1344_2408	ucpA	0.144346296	-0.816791398	0
SL1344_2413	amiA	1.5e-13	-4.499280247	2
SL1344_2416	SL1344_2416	0.771083111	-0.235021503	0
SL1344_2420	eutC	0.002144982	1.559962362	1
SL1344_2422	eutA	0.00076122	2.366898851	1
SL1344_2423	eutH	0.157177821	1.09611684	0
SL1344_2424	eutG	0.818050205	0.139121927	0
SL1344_2425	eutJ	0.200814726	1.0382878	0
SL1344_2426	eutE	0.005537368	1.394245278	1
SL1344_2427	eutN	0.02225255	1.208528596	1
SL1344_2429	eutD	2.76e-12	-4.11420817	2
SL1344_2430	eutT	0.945976479	-0.053604577	0
SL1344_2433	eutS	2.22e-34	-15	2
SL1344_2435	maeB	0.089638631	1.296944229	0
SL1344_2437	tktB	0.312492898	0.771877305	0
SL1344_2438	SL1344_2438	2.8e-34	-15	2
SL1344_2439	ypfG	0.317357416	-0.732622968	0
SL1344_2440	yffH	5.12e-34	-15	2
SL1344_2441	SL1344_2441	1.45e-41	-5.712627325	2
SL1344_2442	aegA	0.146123393	0.77778267	0
SL1344_2443	narQ	0.105024658	1.238274213	0
SL1344_2444	acrD	0.073727024	1.413333065	0
SL1344_2448	ypfI	0.001120469	1.929837094	1
SL1344_2451	nlpB	0.116221268	1.207311698	0
SL1344_2454	bcp	0.34779556	0.653102933	0
SL1344_2456	perM	0.360363252	0.52012687	0
SL1344_2457	SL1344_2457	0.002946871	1.511173087	1
SL1344_2459	yfgE	2.85e-32	-15	2
SL1344_2460	uraA	0.025918966	1.78352875	1
SL1344_2461	upp	0.293942639	0.821934525	0
SL1344_2464	ppk	2.18e-30	-15	2
SL1344_2465	ppx	6.07e-34	-15	2
SL1344_2466	SL1344_2466	1.07e-31	-15	2
SL1344_2469	SL1344_2469	0.004516769	-1.538128058	2
SL1344_2471	guaA	3.48e-32	-15	2
SL1344_2474	shdA	1.12e-07	-2.664539438	2
SL1344_2475	ratB	6.52e-32	-15	2
SL1344_2477	ratA	0.004015703	2.14717922	1
SL1344_2479	sinH	8.23e-05	-2.038603047	2
SL1344_2480	yfgJ	0.139680504	1.194326816	0
SL1344_2482	yfgL	5.95e-05	-2.365723114	2
SL1344_2486	yfgA	2.45e-28	-7.467370999	2
SL1344_2487	yfgB	0.384117586	0.506628277	0
SL1344_2489	SL1344_2489	0.55580503	0.466699644	0
SL1344_2492	SL1344_2492	0.000228804	-2.176702144	2
SL1344_2493	pbpC	0.000376067	-1.782134839	2
SL1344_2494	SL1344_2494	0.022888015	1.382752165	1
SL1344_2495	SL1344_2495	0.103423898	1.203596456	0
SL1344_2496	SL1344_2496	5.55e-71	-15	2
SL1344_2497	sseBb	0.462877377	0.441893824	0
SL1344_2498	pepB	0.003539784	2.06623897	1
SL1344_2499	yfhJ	0.483047045	0.560025581	0
SL1344_2501	hscA	1.65e-29	-15	2
SL1344_2502	hscB	0.086471328	1.333567323	0
SL1344_2503	iscA	0.128327859	-1.009107076	0
SL1344_2504	nifU	2.6e-34	-15	2
SL1344_2509	SL1344_2509	2.59e-08	-2.85112392	2
SL1344_2510	asrA	2.48e-66	-15	2
SL1344_2515	csiE	0.041662883	1.108195818	1
SL1344_2517	glyA	2.91e-19	-15	2
SL1344_2518	hmpA	3.48e-32	-15	2
SL1344_2519	cadC	2.96e-68	-15	2
SL1344_2520	cadB	2.08e-67	-9.596087298	2
SL1344_2521	cadA	2.37e-24	-6.932239655	2
SL1344_2524	yfhA	0.329744358	0.726507115	0
SL1344_2527	purG	2.14e-31	-15	2
SL1344_2531	yfhB	0.172807717	1.026853983	0
SL1344_2533	murQ	0.391569803	-0.500237622	0
SL1344_2535	SL1344_2535	8.84e-72	-15	2
SL1344_2536	SL1344_2536	5.82e-34	-15	2
SL1344_2537	SL1344_2537	3.73e-07	-2.563728955	2
SL1344_2545	lepA	3.08e-14	-4.224941611	2
SL1344_2546	gogB	0.298635678	-0.809746483	0
SL1344_2547	SL1344_2547	3.49e-34	-15	2
SL1344_2551	SL1344_2551	6.33e-34	-15	2
SL1344_2553	SL1344_2553	0.272555743	-0.630191685	0
SL1344_2558	SL1344_2558	0.010408233	2.251080023	1
SL1344_2561	SL1344_2561	0.632351442	0.287195235	0
SL1344_2562	SL1344_2562	0.75309824	-0.186230304	0
SL1344_2563	gipA	0.003348955	2.338188947	1
SL1344_2564	SL1344_2564	0.006598782	1.986937314	1
SL1344_2565	SL1344_2565	0.928685869	0.078773884	0
SL1344_2567	SL1344_2567	0.953202137	-0.043186914	0
SL1344_2569	SL1344_2569	0.000124309	-2.65467393	2
SL1344_2570	SL1344_2570	0.01671587	1.501499961	1
SL1344_2572	SL1344_2572	0.303026015	-0.617117812	0
SL1344_2573	SL1344_2573	3.44e-07	-3.254454724	2
SL1344_2574	SL1344_2574	9.28e-05	-1.949668858	2
SL1344_2578	SL1344_2578	0.000816167	-2.001534583	2
SL1344_2583	SL1344_2583	0.123238907	-1.146167447	0
SL1344_2590	gpP	0.018405605	1.742809056	1
SL1344_2594	SL1344_2594	0.002024631	2.307281767	1
SL1344_2596	SL1344_2596	0.862567505	-0.142700606	0
SL1344_2597	recEb	0.12343786	1.209332434	0
SL1344_2600	SL1344_2600	0.000997727	2.741528854	1
SL1344_2603	rseA	1.4e-14	-15	2
SL1344_2604	rpoE	1.28e-24	-15	2
SL1344_2605	nadB	0.323618343	0.528974957	0
SL1344_2607	srmB	2.26e-09	-2.458258586	2
SL1344_2608	yfiE	0.01891506	1.723365156	1
SL1344_2611	ung	0.002592241	2.393087883	1
SL1344_2612	yfiF	0.01680758	1.786210537	1
SL1344_2614	yfiP	0.982615316	-0.019176914	0
SL1344_2615	yfiQ	0.038548517	1.484832265	1
SL1344_2617	yfiM	0.397189371	0.65883183	0
SL1344_2620	clpB	0.045491313	1.562332943	1
SL1344_2621	yfiH	0.000652223	2.666978437	1
SL1344_2622	rluD	2.45e-33	-15	2
SL1344_2626	SL1344_2626	0.002530516	2.524728086	1
SL1344_2627	tyrA	0.556567168	0.374587178	0
SL1344_2628	aroF	0.616059672	-0.404007746	0
SL1344_2629	yfiR	2.35e-34	-15	2
SL1344_2631	int	0.069814015	-0.943172609	0
SL1344_2641	SL1344_2641	0.001677866	1.790938988	1
SL1344_2644	SL1344_2644	0.753760621	-0.262843012	0
SL1344_2645	gpB	0.22065525	0.92722761	0
SL1344_2651	corE	7.62e-07	-2.574162556	2
SL1344_2652	corB	0.029964114	1.117863314	1
SL1344_2656	recN	0.032034308	1.557181445	1
SL1344_2657	smpA	4.82e-18	-4.925545002	2
SL1344_2659	yfjG	1.5e-53	-8.537071222	2
SL1344_2660	smpB	9.58e-05	-1.947933357	2
SL1344_2661	bapA	1.51e-19	-5.19073605	2
SL1344_2662	SL1344_2662	0.00020684	2.918748431	1
SL1344_2663	SL1344_2663	0.012325231	1.798205337	1
SL1344_2664	SL1344_2664	0.249049743	0.907907914	0
SL1344_2668	SL1344_2668	0.00971773	1.599230421	1
SL1344_2670	gpE	0.109851973	1.196800872	0
SL1344_2671	SL1344_2671	2.43e-07	2.59275971	1
SL1344_2672	SL1344_2672	0.685678316	0.193532034	0
SL1344_2673	SL1344_2673	0.857380727	-0.117797478	0
SL1344_2674	sopE	8.15e-31	-15	2
SL1344_2675	SL1344_2675	3.29e-21	-15	2
SL1344_2676	SL1344_2676	4.04e-26	-7.731941004	2
SL1344_2677	gpI	0.004063512	2.382051446	1
SL1344_2678	gpJ	0.082150006	1.068760161	0
SL1344_2690	SL1344_2690	0.001629475	2.188844949	1
SL1344_2692	SL1344_2692	0.023093552	1.79294867	1
SL1344_2693	SL1344_2693	0.316921849	-0.548119385	0
SL1344_2694	SL1344_2694	0.092282643	1.205229135	0
SL1344_2696	SL1344_2696	3.63e-34	-15	2
SL1344_2697	SL1344_2697	8.84e-72	-15	2
SL1344_2698	SL1344_2698	1.02e-23	-6.183350893	2
SL1344_2702	SL1344_2702	1.16e-29	-15	2
SL1344_2704	SL1344_2704	1.31e-20	-15	2
SL1344_2705	SL1344_2705	1.62e-20	-5.568975471	2
SL1344_2709	SL1344_2709	9.74e-24	-15	2
SL1344_2715	SL1344_2715	7.16e-62	-15	2
SL1344_2718	SL1344_2718	0.066412504	-1.018419765	0
SL1344_2720	SL1344_2720	0.929264471	0.024464753	0
SL1344_2721	SL1344_2721	0.234765128	0.895878059	0
SL1344_2722	SL1344_2722	0.864602143	0.090580409	0
SL1344_2726	SL1344_2726	8.84e-72	-15	2
SL1344_2727	SL1344_2727	1.12e-71	-15	2
SL1344_2729	SL1344_2729	3.39e-05	-2.069238324	2
SL1344_2730	SL1344_2730	9.74e-56	-7.438758555	2
SL1344_2731	SL1344_2731	4.22e-34	-15	2
SL1344_2737	SL1344_2737	1.53e-05	-15	2
SL1344_2738	SL1344_2738	2.32e-70	-15	2
SL1344_2739	hxlA	0.023949617	-1.28896945	2
SL1344_2742	SL1344_2742	0.141643541	1.071671658	0
SL1344_2743	SL1344_2743	0.152820599	0.765080966	0
SL1344_2744	SL1344_2744	1.22e-14	-4.176238532	2
SL1344_2747	SL1344_2747	1.16e-33	-15	2
SL1344_2747A	SL1344_2747A	1.28e-20	-7.437397115	2
SL1344_2751	SL1344_2751	3.6e-28	-15	2
SL1344_2752	SL1344_2752	3.07e-30	-8.693051991	2
SL1344_2755	fljA	5.86e-34	-15	2
SL1344_2757	hin	3.54e-70	-15	2
SL1344_2758	iroB	0.174682128	1.024701602	0
SL1344_2759	iroC	0.109333266	1.144842836	0
SL1344_2760	iroD	0.019588056	1.519255704	1
SL1344_2761	iroE	2.58e-14	-4.123869822	2
SL1344_2762	iroN	5.22e-24	-15	2
SL1344_2763	pipB2	7.69e-58	-8.615974898	2
SL1344_2764	virK	1.87e-44	-7.435893831	2
SL1344_2765	mig-14	3.36e-34	-15	2
SL1344_2767	nixA	0.01574016	2.261830782	1
SL1344_2768	tctE	0.125332146	1.135858725	0
SL1344_2769	tctD	0.256464254	0.799340474	0
SL1344_2770	SL1344_2770	0.001171416	2.072810773	1
SL1344_2771	SL1344_2771	0.110488068	1.284204067	0
SL1344_2772	SL1344_2772	0.000715501	-1.76098191	2
SL1344_2774	ygaF	0.217880028	0.891493177	0
SL1344_2775	gabD	0.578671931	0.455360692	0
SL1344_2776	gabT	0.284159853	-0.600395115	0
SL1344_2777	gabP	3.58e-28	-7.40891622	2
SL1344_2778	ygaE	0.799696337	0.153037521	0
SL1344_2779	ygaU	1.68e-65	-15	2
SL1344_2782	ygaP	1.66e-08	-2.847300994	2
SL1344_2783	stpA	0.106000738	-0.931085555	0
SL1344_2784	SL1344_2784	0.014146339	-1.477466869	2
SL1344_2787	SL1344_2787	0.478870098	-0.398436798	0
SL1344_2788	SL1344_2788	0.544305785	0.403926065	0
SL1344_2792	nrdE	6.38e-07	-2.502162756	2
SL1344_2793	nrdF	0.001693213	-1.822308377	2
SL1344_2794	proV	9.45e-58	-8.304766671	2
SL1344_2795	proW	0.885293513	0.117913113	0
SL1344_2796	proX	0.263072072	0.667889846	0
SL1344_2797	SL1344_2797	0.055453349	1.070175667	0
SL1344_2799	emrA	0.00979474	1.873830506	1
SL1344_2800	emrB	0.00050725	2.160551784	1
SL1344_2801	SL1344_2801	2.74e-33	-4.664543039	2
SL1344_2802	luxS	0.0267134	1.17976061	1
SL1344_2804	yqaA	0.037635375	-1.162519354	2
SL1344_2805	yqaB	0.302408842	5.517540396	0
SL1344_2808	oraA	0.251893116	-0.672227173	0
SL1344_2811	mltB	0.098717232	1.156339392	0
SL1344_2813	srlE	0.002523414	2.320863926	1
SL1344_2815	gutD	5.99e-09	-15	2
SL1344_2816	gutM	0.033864007	1.784319432	1
SL1344_2817	srlR	7.35e-11	-3.685671123	2
SL1344_2818	gutQ	0.007848972	1.5662633	1
SL1344_2819	norR	1.88e-07	-2.807198902	2
SL1344_2820	norV	0.168547886	-1.036662991	0
SL1344_2821	norW	0.027831952	1.670644754	1
SL1344_2822	hydA	0.002617037	-1.548564968	2
SL1344_2827	hycG	1.37e-05	3.402135218	1
SL1344_2828	hycF	0.199035378	1.065099272	0
SL1344_2830	hycD	0.75309824	-0.20247616	0
SL1344_2831	hycC	0.043090258	1.553293005	1
SL1344_2833	hycA	0.033148089	1.716182871	1
SL1344_2835	hypB	0.092282643	1.270336535	0
SL1344_2838	hypE	0.398991108	-0.901101648	0
SL1344_2839	fhlA	0.005034158	2.041996776	1
SL1344_2843	sitC	0.078740207	0.996175086	0
SL1344_2845	avrA	1.61e-71	-15	2
SL1344_2849	orgB	2.22e-34	-15	2
SL1344_2850	orgA	9.79e-34	-15	2
SL1344_2851	prgK	2.55e-34	-15	2
SL1344_2853	prgI	6.39e-34	-15	2
SL1344_2854	prgH	2.22e-34	-15	2
SL1344_2855	hilD	4.29e-34	-15	2
SL1344_2856	hilA	4.49e-34	-15	2
SL1344_2858	sptP	6.07e-42	-15	2
SL1344_2859	sicP	7.87e-16	-4.420526136	2
SL1344_2860	iacP	0.007812166	2.422641961	1
SL1344_2861	sipA	2.22e-34	-15	2
SL1344_2862	sipD	3.27e-32	-15	2
SL1344_2863	sipC	8.84e-72	-15	2
SL1344_2864	sipB	1.11e-33	-15	2
SL1344_2865	sicA	1.14e-32	-15	2
SL1344_2866	spaS	4.4e-31	-15	2
SL1344_2867	spaR	2.87e-31	-15	2
SL1344_2868	spaQ	1.34e-69	-15	2
SL1344_2869	spaP	7.9e-21	-15	2
SL1344_2870	spaO	2.35e-34	-15	2
SL1344_2871	invJ	5.07e-34	-15	2
SL1344_2872	invI	2.8e-32	-15	2
SL1344_2873	invC	8.84e-72	-15	2
SL1344_2874	invB	7.89e-34	-15	2
SL1344_2875	invA	5.69e-60	-15	2
SL1344_2876	invE	4.4e-34	-15	2
SL1344_2879	invH	2.23e-34	-15	2
SL1344_2880	SL1344_2880	5.25e-34	-5.943858582	2
SL1344_2881	SL1344_2881	2.24e-34	-15	2
SL1344_2885	SL1344_2885	0.002593791	2.56252771	1
SL1344_2885A	SL1344_2885A	0.025206155	1.394638051	1
SL1344_2886	pphB	2.22e-34	-15	2
SL1344_2887	SL1344_2887	2.31e-34	-15	2
SL1344_2888	mutS	0.000107711	-1.930996488	2
SL1344_2889	SL1344_2889	0.233984127	-0.808817434	0
SL1344_2890	SL1344_2890	0.892963974	0.110555089	0
SL1344_2891	SL1344_2891	0.00559695	1.924982154	1
SL1344_2892	SL1344_2892	0.007558965	1.784105626	1
SL1344_2893	SL1344_2893	0.357789105	-0.731439167	0
SL1344_2896	ygbK	0.095100715	1.171902641	0
SL1344_2898	ygbI	0.152520233	0.984383451	0
SL1344_2901	SL1344_2901	0.042838316	1.568916896	1
SL1344_2903	rpoS	2.24e-34	-15	2
SL1344_2905	pcm	0.035473338	1.133442074	1
SL1344_2906	surE	0.00492193	2.863559039	1
SL1344_2911	ygbE	0.144346296	1.095124461	0
SL1344_2912	cysC	0.013810999	1.751564749	1
SL1344_2913	cysN	0.004426873	-1.600896589	2
SL1344_2915	iap	0.000647868	2.388734871	1
SL1344_2917	SL1344_2917	0.004430879	2.46197082	1
SL1344_2918	ygcH	0.014466075	1.85711892	1
SL1344_2919	SL1344_2919	5.88e-08	-3.614252938	2
SL1344_2920	yghJ	0.562565387	0.94190941	0
SL1344_2923	ygcB	3.27e-31	-15	2
SL1344_2925	cysH	0.010115118	-2.097750245	2
SL1344_2930	ygcF	0.09317058	1.390844719	0
SL1344_2937	relA	0.01041129	1.617009331	1
SL1344_2938	rumA	0.049865665	1.49224345	1
SL1344_2939	barA	2.22e-34	-15	2
SL1344_2940	SL1344_2940	0.001696478	1.906077593	1
SL1344_2941	gudD	0.053666338	1.443872108	0
SL1344_2942	ygcY	0.148915563	1.141028621	0
SL1344_2943	gudT	0.000100099	-2.144546007	2
SL1344_2944	SL1344_2944	0.000832929	2.533469317	1
SL1344_2945	yqcB	0.002448176	2.363731108	1
SL1344_2947	syd	0.275231989	0.825961669	0
SL1344_2949	ygdH	0.372415098	0.708236057	0
SL1344_2950	sdaC	8.84e-33	-15	2
SL1344_2951	sdaB	2.58e-06	-15	2
SL1344_2952	exo	0.105518081	1.216946904	0
SL1344_2953	fucO	0.075725777	1.360027558	0
SL1344_2954	fucA	0.014341586	-1.59744288	2
SL1344_2955	fucP	9.46e-28	-7.219315446	2
SL1344_2956	fucI	0.090897981	0.981614889	0
SL1344_2957	fucK	0.007558965	2.15007193	1
SL1344_2959	fucR	0.50843117	-0.378952772	0
SL1344_2960	ygdE	0.000770443	2.714813117	1
SL1344_2961	ygdD	0.789464054	0.220148168	0
SL1344_2962	gcvA	2.53e-10	-3.941884215	2
SL1344_2964	csdA	6.43e-22	-3.52423986	2
SL1344_2965	ygdK	0.324335671	0.74673978	0
SL1344_2966	SL1344_2966	0.009695141	2.143715076	1
SL1344_2967	ygdL	0.397584275	0.472542584	0
SL1344_2968	mltA	0.015002469	1.239705645	1
SL1344_2969	amiC	2.43e-10	-3.39901354	2
SL1344_2971	recD	2.19e-24	-6.583744761	2
SL1344_2973	ptr	0.535686234	0.461903469	0
SL1344_2978	comN	0.011671485	1.820867109	1
SL1344_2981	ptsP	0.031767746	1.909672208	1
SL1344_2983	mutH	0.745042071	0.266591223	0
SL1344_2986	tas	0.00808929	1.932748689	1
SL1344_2988	aas	0.254384699	0.828762822	0
SL1344_2989	galR	1.91e-25	-15	2
SL1344_2990	SL1344_2990	0.000918089	-1.667366249	2
SL1344_2991	lysA	0.002374185	-1.664484797	2
SL1344_2994	araE	0.000464952	-1.849466602	2
SL1344_2996	kduI	3.77e-32	-15	2
SL1344_2997	yqeF	0.22135582	0.651281682	0
SL1344_3000	SL1344_3000	1.32e-58	-15	2
SL1344_3003	STM3025	0.015015853	1.712382057	1
SL1344_3004	STM3025.1N	1.3e-07	-3.17961876	2
SL1344_3007	stdB	0.448292634	-0.423790048	0
SL1344_3009	SL1344_3009	2.4e-34	-15	2
SL1344_3010	SL1344_3010	9.32e-65	-15	2
SL1344_3013	SL1344_3013	0.023583458	1.533649951	1
SL1344_3018	recJ	8.92e-11	-3.351723059	2
SL1344_3019	dsbC	0.19656289	0.966416402	0
SL1344_3020	xerD	1.42e-24	-15	2
SL1344_3021	fldB	0.351709477	-0.717680257	0
SL1344_3022	ygfX	0.031145676	1.864182313	1
SL1344_3025	yqfA	0.265683893	0.930426941	0
SL1344_3026	yqfB	0.012637281	-1.534104707	2
SL1344_3027	bglA	0.000492713	-1.683039158	2
SL1344_3028	SL1344_3028	1.61e-17	-6.304179518	2
SL1344_3029	gcvP	2.2e-06	-2.609004366	2
SL1344_3032	visC	8.61e-08	-3.897098676	2
SL1344_3033	ubiH	1.04e-15	-15	2
SL1344_3034	pepP	1.23e-33	-15	2
SL1344_3038	serA	0.366911195	-0.581781552	0
SL1344_3040	iciA	0.373733261	0.572784021	0
SL1344_3041	yggE	0.00218854	2.210649241	1
SL1344_3043	yggB	0.005824171	-1.571239817	2
SL1344_3046	epd	0.510855326	0.370078292	0
SL1344_3047	SL1344_3047	0.009682099	2.093127463	1
SL1344_3049	SL1344_3049	0.404443728	-0.635163676	0
SL1344_3050	SL1344_3050	0.103983786	1.253501331	0
SL1344_3051	SL1344_3051	0.104145916	0.972159436	0
SL1344_3052	tktA	6.52e-23	-3.503761983	2
SL1344_3053	yggG	0.789464054	-0.205616005	0
SL1344_3054	speB	1.85e-22	-3.500999193	2
SL1344_3055	SL1344_3055	0.197803612	-0.954464385	0
SL1344_3058	SL1344_3058	0.023756646	-1.192749258	2
SL1344_3059	SL1344_3059	0.017218933	-1.27775405	2
SL1344_3060	SL1344_3060	0.588754109	-0.307989925	0
SL1344_3061	SL1344_3061	3.94e-32	-15	2
SL1344_3062	speA	1.82e-06	-1.851780664	2
SL1344_3074	pilT	0.877814438	-0.131410044	0
SL1344_3075	yggS	0.769145887	0.184316242	0
SL1344_3079	yggW	0.160002029	1.051844652	0
SL1344_3080	yggM	0.025651528	-1.337375809	2
SL1344_3081	ansB	0.178932473	-0.669891803	0
SL1344_3084	trmB	0.057570743	1.462058132	0
SL1344_3085	mutY	0.61157309	0.40253341	0
SL1344_3087	mltC	0.057956867	-0.99415192	0
SL1344_3088	nupG	0.026931906	1.190645932	1
SL1344_3089	speC	0.035680156	1.718914619	1
SL1344_3090	yqgA	0.109319915	-0.868480211	0
SL1344_3091	SL1344_3091	0.63896545	0.534238195	0
SL1344_3092	SL1344_3092	6.09e-34	-15	2
SL1344_3093	SL1344_3093	4.07e-05	-2.946922412	2
SL1344_3094	SL1344_3094	4.09e-30	-5.479772299	2
SL1344_3095	SL1344_3095	1.23e-17	-4.890858774	2
SL1344_3096	SL1344_3096	0.001468607	-2.169983391	2
SL1344_3097	SL1344_3097	2.94e-33	-15	2
SL1344_3098	SL1344_3098	4.68e-42	-6.60212652	2
SL1344_3099	SL1344_3099	2.22e-34	-15	2
SL1344_3100	SL1344_3100	5.58e-61	-15	2
SL1344_3101	SL1344_3101	3.41e-12	-4.189796919	2
SL1344_3102	ordL	3.08e-10	-3.530335565	2
SL1344_3103	SL1344_3103	0.393961809	0.642854385	0
SL1344_3104	iraD	0.221459646	0.732210104	0
SL1344_3105	SL1344_3105	1.01e-20	-5.395922863	2
SL1344_3106	SL1344_3106	4.54e-71	-15	2
SL1344_3107	SL1344_3107	3.48e-32	-15	2
SL1344_3108	exuT	9.49e-33	-15	2
