Locus Tag	Name	FDR	logFC	Fitness
SL1344_0972	SL1344_0972	0.002415317	-1.640678241	2
SL1344_0978	SL1344_0978	0.015126245	-1.258417521	2
SL1344_0980	SL1344_0980	0.151810974	0.80002212	0
SL1344_0982	SL1344_0982	6.66e-14	-4.823405062	2
SL1344_0983	sodCa	3e-09	-3.020889411	2
SL1344_0984	SL1344_0984	7.54e-09	-3.121963583	2
SL1344_0986	SL1344_0986	0.024214119	1.353381869	1
SL1344_0987	SL1344_0987	2.39e-05	-2.111078933	2
SL1344_0988	SL1344_0988	0.066345165	-1.21523842	0
SL1344_0991	sseI	7.19e-30	-15	2
SL1344_0992	SL1344_0992	2.59e-47	-15	2
SL1344_0993	SL1344_0993	8.8e-23	-6.239848078	2
SL1344_0995	gtgE	2.89e-30	-15	2
SL1344_0996	gtgF	9.23e-14	-3.961623462	2
SL1344_0997	pepN	0.014146339	1.792777318	1
SL1344_0998	pyrD	0.000222516	-1.950843623	2
SL1344_0999	ycbW	1.99e-23	-6.100184292	2
SL1344_1001	rlmL	5.49e-05	3.239466913	1
SL1344_1002	uup	0.00158698	2.320755256	1
SL1344_1004	pqiB	0.015152227	1.258585518	1
SL1344_1008	lonH	0.001617319	-1.639204111	2
SL1344_1009	ycbG	0.88236613	0.095151453	0
SL1344_1013	yccS	0.283668059	0.69954595	0
SL1344_1015	helD	0.226885965	-0.76648309	0
SL1344_1017	yccT	0.011008357	1.837259022	1
SL1344_1022	SL1344_1022	0.41875044	0.552522815	0
SL1344_1025	yccA	0.000685108	-1.501577972	2
SL1344_1026	pipA	3.27e-33	-15	2
SL1344_1029	pipC	1.92e-33	-15	2
SL1344_1030	sopB	1.19e-33	-15	2
SL1344_1031	orfX	2.22e-34	-15	2
SL1344_1033	pipD	2.22e-34	-15	2
SL1344_1034	copS	7.26e-32	-15	2
SL1344_1037	hpaC	0.237099375	0.852834568	0
SL1344_1038	hpaB	0.666968958	0.315701806	0
SL1344_1044	hpaH	0.589923043	-0.28886026	0
SL1344_1045	hpaI	0.755032252	-0.236406579	0
SL1344_1046	hpaX	0.885293513	-0.037079199	0
SL1344_1048	SL1344_1048	0.251266465	0.865367437	0
SL1344_1053	scsB	0.570182693	-0.450789919	0
SL1344_1056	agp	0.031700922	-1.115084169	2
SL1344_1058	wrbA	0.672078222	-0.342060606	0
SL1344_1059	ymdF	0.729378678	-0.203774209	0
SL1344_1060	ycdC	0.04078925	1.459272468	1
SL1344_1061	SL1344_1061	0.436127225	0.33601891	0
SL1344_1062	putA	0.012637281	1.804692719	1
SL1344_1063	putP	0.829966812	-0.134064725	0
SL1344_1065	SL1344_1065	3.8e-13	-2.540547538	2
SL1344_1068	SL1344_1068	5.66e-22	-15	2
SL1344_1071	SL1344_1071	1.84e-39	-6.493355486	2
SL1344_1076	csgG	1.71e-16	-6.17089713	2
SL1344_1077	csgF	4.52e-29	-15	2
SL1344_1080	csgB	1.06e-32	-15	2
SL1344_1081	csgA	9.05e-30	-15	2
SL1344_1082	csgC	2.97e-32	-15	2
SL1344_1085	ymdC	0.416863105	0.461235849	0
SL1344_1086	mdoC	9.43e-17	-5.264814994	2
SL1344_1087	mdoG	1.35e-32	-4.812142336	2
SL1344_1088	mdoH	2.27e-27	-15	2
SL1344_1093	yceA	0.000439374	-1.821415166	2
SL1344_1095	yceJ	0.934988377	0.060161132	0
SL1344_1097	solA	7.24e-05	-1.977792966	2
SL1344_1098	bssS	0.001692793	1.573109284	1
SL1344_1099	dinI	0.49785745	0.546978558	0
SL1344_1100	pyrC	2.63e-27	-7.16319409	2
SL1344_1104	rimJ	0.262956573	0.750094821	0
SL1344_1105	yceH	0.279787022	0.818138309	0
SL1344_1106	mviM	0.028198705	1.709110887	1
SL1344_1108	flgN	2.39e-07	-3.024055742	2
SL1344_1111	flgB	3.51e-25	-4.097108928	2
SL1344_1112	flgC	0.188151531	0.996574779	0
SL1344_1118	flgI	0.014691409	1.717612377	1
SL1344_1120	flgK	0.017824242	-1.096875551	2
SL1344_1121	flgL	6.83e-39	-15	2
SL1344_1122	rne	4.67e-13	-4.27523161	2
SL1344_1123	rluC	0.7207557	0.288675882	0
SL1344_1125	SL1344_1125	0.069165273	-0.974325056	0
SL1344_1134	fabF	5.37e-47	-6.05978134	2
SL1344_1139	ycfH	0.010314	1.309480374	1
SL1344_1140	ptsG	0.035392428	1.091887403	1
SL1344_1141	fhuE	0.002034176	2.34352776	1
SL1344_1144	ycfM	0.619140738	0.292840161	0
SL1344_1146	nagZ	0.056641735	1.362225026	0
SL1344_1148	ndh	0.085335139	1.215368539	0
SL1344_1149	ycfJ	0.049841713	1.422645677	1
SL1344_1150	ycfQ	0.002251773	2.389132074	1
SL1344_1152	ycfS	0.033338425	-1.104748404	2
SL1344_1153	mfd	0.085480748	1.224258342	0
SL1344_1157	ycfX	0.01952213	1.707250071	1
SL1344_1161	sifA	1.49e-16	-4.596891044	2
SL1344_1162	potB	3.34e-09	-2.994924504	2
SL1344_1165	SL1344_1165	0.085655606	1.290910658	0
SL1344_1167	ycfD	0.000325354	-1.932386039	2
SL1344_1168	phoQ	9.61e-30	-15	2
SL1344_1176	icdA	8.19e-28	-15	2
SL1344_1177	SL1344_1177	2.22e-34	-15	2
SL1344_1179	envF	5.21e-32	-15	2
SL1344_1181	envE	2.22e-34	-15	2
SL1344_1187	SL1344_1187	0.006504156	-1.413286396	2
SL1344_1188	SL1344_1188	2.06e-32	-15	2
SL1344_1191	SL1344_1191	0.001139332	-1.845032452	2
SL1344_1196	SL1344_1196	5e-18	-4.86116804	2
SL1344_1200	SL1344_1200	1.49e-13	-4.558173937	2
SL1344_1201	SL1344_1201	3.35e-34	-15	2
SL1344_1205	yeaS	0.131078852	-0.800497847	0
SL1344_1217	yeaK	0.973599652	0.038815498	0
SL1344_1218	yeaJ	2.22e-34	-15	2
SL1344_1220	yeaG	0.000296484	-2.097312655	2
SL1344_1222	SL1344_1222	0.863021923	-0.110119911	0
SL1344_1224	yeaD	0.014095934	1.610567631	1
SL1344_1229	ansA	0.796546326	0.17307513	0
SL1344_1230	sppA	5.79e-20	-5.218313326	2
SL1344_1232	selD	1.94e-08	-2.156276621	2
SL1344_1233	topB	0.094306264	-0.887953043	0
SL1344_1239	astA	0.144470087	0.802574433	0
SL1344_1243	SL1344_1243	9.14e-64	-15	2
SL1344_1247	celA	3.42e-21	-4.451143688	2
SL1344_1249	celC	0.004962909	-1.4416097	2
SL1344_1251	celF	1e-23	-6.285340391	2
SL1344_1253	katE	0.057156612	-15	0
SL1344_1255	ydjN	9.86e-06	-2.264056109	2
SL1344_1259	SL1344_1259	0.424576259	0.624018114	0
SL1344_1262	ydiY	0.035140475	1.595749347	1
SL1344_1263	SL1344_1263	1e-33	-15	2
SL1344_1266	rfc	4.38e-29	-15	2
SL1344_1277	nlpC	0.301636402	0.564469276	0
SL1344_1278	ydiV	2.53e-17	-4.683888006	2
SL1344_1279	ydiU	0.001591565	2.497620514	1
SL1344_1281	aroH	1.12e-05	2.432556705	1
SL1344_1282	ydiA	2.56e-06	-2.984707075	2
SL1344_1283	pps	0.001244187	2.493746573	1
SL1344_1284	ydiD	0.021781479	-1.391389525	2
SL1344_1286	ydiS	0.000975331	-1.736779561	2
SL1344_1289	ydiP	2.36e-22	-15	2
SL1344_1290	ydiO	4.92e-30	-15	2
SL1344_1291	ydiF	7.88e-63	-15	2
SL1344_1292	aroD	3.76e-67	-15	2
SL1344_1293	aroE	1.76e-33	-15	2
SL1344_1299	ydiJ	3.92e-09	-3.165207582	2
SL1344_1302	SL1344_1302	2.91e-32	-15	2
SL1344_1303	sufA	0.001373404	-1.621085085	2
SL1344_1304	sufB	0.326383941	0.545938505	0
SL1344_1306	sufD	0.016761442	1.789467659	1
SL1344_1308	ynhA	0.446797006	-0.428002834	0
SL1344_1312	pykF	0.185196796	0.972164418	0
SL1344_1313	orf48	0.150082476	1.090420172	0
SL1344_1314	orf32	7.78e-13	-4.299971439	2
SL1344_1316	orf408	0.038067884	1.552124618	1
SL1344_1317	ttrA	0.040030737	1.277914917	1
SL1344_1319	ttrB	0.003414185	-1.533458947	2
SL1344_1323	orf319	0.647904084	-0.35313858	0
SL1344_1325	ssrB	1.12e-71	-15	2
SL1344_1334	sseC	1.86e-33	-15	2
SL1344_1335	sseD	2.46e-30	-15	2
SL1344_1339	sseG	6.01e-71	-15	2
SL1344_1352	ssaQ	2.42e-31	-15	2
SL1344_1360	ydhC	0.830041587	-0.163981389	0
SL1344_1364	ydhO	2.02e-13	-2.504165361	2
SL1344_1367	gloA	0.002280109	2.637092194	1
SL1344_1368	nemA	0.86575795	0.120441076	0
SL1344_1371	ydhF	0.002130836	-1.753584248	2
SL1344_1373	SL1344_1373	0.205646397	-0.726546539	0
SL1344_1378	anmK	0.005874067	-0.976167809	2
SL1344_1384	tppB	3.44e-05	3.630925651	1
SL1344_1385	nth	0.118064603	-0.858842768	0
SL1344_1386	rnfE	2.38e-09	-3.06660935	2
SL1344_1388	rnfD	7.76e-05	-1.526806846	2
SL1344_1389	rnfC	0.469107446	-0.407821892	0
SL1344_1391	rnfA	5.51e-12	-3.593273385	2
SL1344_1393A	blr	0.005295507	-1.624082312	2
SL1344_1394	ydgJ	0.573917272	0.328498619	0
SL1344_1395	add	0.387787883	0.566308094	0
SL1344_1396	ydgA	1.96e-08	-2.835503364	2
SL1344_1397	manA	0.0001207	-15	2
SL1344_1401	tus	0.607843618	0.409180201	0
SL1344_1403	SL1344_1403	0.008091412	1.863640185	1
SL1344_1404	ompN	3.05e-34	-15	2
SL1344_1407	ydgI	2.68e-19	-5.369997231	2
SL1344_1409	pntA	0.504275313	-0.50615972	0
SL1344_1410	pntB	0.006655518	-1.514266427	2
SL1344_1416	ynfM	0.950255611	0.02463169	0
SL1344_1419	bioDb	0.055573374	1.47945181	0
SL1344_1420	clcB	0.000548239	2.488838004	1
SL1344_1423	SL1344_1423	0.00015677	-1.884943145	2
SL1344_1424	SL1344_1424	0.341304955	0.735447536	0
SL1344_1426	SL1344_1426	0.000854561	2.736195811	1
SL1344_1428	dmsA2	0.000365893	2.118416782	1
SL1344_1429	dmsA1	0.005755378	-1.397213529	2
SL1344_1433	ynfB	4.52e-14	-4.04634614	2
SL1344_1435	rspA	0.367997061	0.601208434	0
SL1344_1437	ydfJ	2.35e-34	-15	2
SL1344_1438	ydfI	0.929683555	0.05628662	0
SL1344_1441	ydfG	0.144409318	0.666482658	0
SL1344_1442	dcp	0.002553197	-1.553162248	2
SL1344_1446	ydeE	2.14e-16	-4.475032701	2
SL1344_1451	marC	0.061944778	1.3734587	0
SL1344_1452	sotB	0.204280841	0.93242728	0
SL1344_1454	yneI	0.404812271	0.614572729	0
SL1344_1457	SL1344_1457	0.40482809	0.465615952	0
SL1344_1458	SL1344_1458	3.12e-24	-6.91946105	2
SL1344_1459	SL1344_1459	0.061558882	-15	0
SL1344_1461	SL1344_1461	0.006832671	-1.408236035	2
SL1344_1465	hyaD2	0.000576302	2.730380237	1
SL1344_1466	hyaC2	1.36e-11	-3.94641859	2
SL1344_1467	hyaB2	5.05e-05	-2.028342203	2
SL1344_1469	SL1344_1469	2.4e-34	-15	2
SL1344_1470	SL1344_1470	1.44e-28	-15	2
SL1344_1471	SL1344_1471	2.81e-56	-7.640805963	2
SL1344_1475	SL1344_1475	2.4e-10	-3.434164378	2
SL1344_1476	SL1344_1476	0.213064044	1.067342045	0
SL1344_1478	SL1344_1478	7.83e-09	-15	2
SL1344_1482	SL1344_1482	2.22e-34	-15	2
SL1344_1483	SL1344_1483	0.014146339	-1.781272811	2
SL1344_1485	SL1344_1485	3.67e-51	-6.829392089	2
SL1344_1486	SL1344_1486	8.84e-72	-15	2
SL1344_1487	SL1344_1487	0.897524058	-0.088007549	0
SL1344_1489	SL1344_1489	0.708840416	0.274956933	0
SL1344_1492	hdeB	3.09e-32	-15	2
SL1344_1496	sfcA	1.1e-13	-3.92330653	2
SL1344_1498	fdnI	0.275231989	0.831279832	0
SL1344_1500	fdnG	0.409005106	-0.661611278	0
SL1344_1502	yddG	2.99e-28	-15	2
SL1344_1505	smvA	0.003169402	-1.893167912	2
SL1344_1508	narZ	0.748589896	-0.19610131	0
SL1344_1513	nhoA	1.49e-05	-2.281923416	2
SL1344_1515	ansP	0.926106357	0.076153761	0
SL1344_1518	yncD	4.88e-05	2.329746657	1
SL1344_1519	yncC	4.01e-34	-15	2
SL1344_1520	yncB	0.005748322	1.960022277	1
SL1344_1525	srfB	0.263965198	0.795132168	0
SL1344_1526	srfC	0.00027445	3.074010665	1
SL1344_1533	yncJ	4.01e-19	-15	2
SL1344_1536	SL1344_1536	0.002768906	2.177442726	1
SL1344_1538	tehB	2.13e-16	-4.755620001	2
SL1344_1543	SL1344_1543	0.001007913	-1.658945421	2
SL1344_1545	SL1344_1545	1.14e-25	-3.780888269	2
SL1344_1547	SL1344_1547	0.468355067	-0.408985815	0
SL1344_1548	SL1344_1548	7.33e-05	-1.98208256	2
SL1344_1550	SL1344_1550	1.08e-32	-15	2
SL1344_1551	SL1344_1551	4.27e-33	-15	2
SL1344_1552	ydcG	5.68e-23	-5.897083209	2
SL1344_1553	SL1344_1553	0.514218331	0.839413421	0
SL1344_1557	adhC	3.51e-29	-15	2
SL1344_1558	SL1344_1558	9.13e-33	-15	2
SL1344_1567	SL1344_1567	2.18e-27	-15	2
SL1344_1568	SL1344_1568	8.25e-71	-15	2
SL1344_1571	hrpA	2.66e-14	-4.063226034	2
SL1344_1572	acpD	0.000376605	-1.781423476	2
SL1344_1574	ydbL	9.44e-11	-2.896557695	2
SL1344_1576	ydbH	0.228220702	0.595297269	0
SL1344_1579	SL1344_1579	0.033809024	1.402467045	1
SL1344_1581	nifJ	8.06e-34	-15	2
SL1344_1582	ynaF	0.918001645	0.064243449	0
SL1344_1583	SL1344_1583	0.008108354	-1.34460302	2
SL1344_1585	ydaO	2.67e-06	-2.342882237	2
SL1344_1586	dbpA	0.773412804	0.236818082	0
SL1344_1588	SL1344_1588	2.4e-29	-15	2
SL1344_1591	fnr	0.051240419	1.477863451	0
SL1344_1594	ynaI	3.05e-34	-15	2
SL1344_1599	SL1344_1599	4.42e-34	-15	2
SL1344_1600	SL1344_1600	2.09e-25	-15	2
SL1344_1602	SL1344_1602	1.38e-66	-15	2
SL1344_1604	SL1344_1604	3.82e-17	-4.620883568	2
SL1344_1605	SL1344_1605	0.201478982	0.935786823	0
SL1344_1610	ycjI	0.685678316	-0.257708607	0
SL1344_1612	tpx	0.048349841	-1.051357754	2
SL1344_1613	tyrR	1.97e-16	-5.666335251	2
SL1344_1615	ycjX	0.325851501	-0.549805259	0
SL1344_1624	sapC	6.87e-19	-5.672255345	2
SL1344_1625	sapD	3.63e-29	-15	2
SL1344_1627	SL1344_1627	3.68e-25	-6.723732191	2
SL1344_1632	yciW	5.25e-08	-2.73465831	2
SL1344_1633	rnb	0.886876777	0.091556161	0
SL1344_1634	yciR	0.037247782	1.463981842	1
SL1344_1636	yciT	0.119293896	0.84293677	0
SL1344_1637	osmB	2.29e-07	-2.645102875	2
SL1344_1642	pgpB	0.0001207	-15	2
SL1344_1646	topA	3.95e-08	-15	2
SL1344_1651	yciL	0.125936762	-0.681532761	0
SL1344_1653	trpH	0.993802785	0.007303139	0
SL1344_1654	trpE	0.014858231	-1.260961585	2
SL1344_1655	trpD	0.006613079	2.516077098	1
SL1344_1656	trpC	1.88e-05	-2.301739507	2
SL1344_1657	trpB	0.510435126	-0.372891304	0
SL1344_1658	trpA	0.001500306	2.369740113	1
SL1344_1664	SL1344_1664	0.938860013	0.064982807	0
SL1344_1667	yciA	0.095483313	1.044019614	0
SL1344_1676	oppB	5.4e-08	-2.73355566	2
SL1344_1677	oppA	0.923385715	-0.060857161	0
SL1344_1680	adh	0.364593819	0.679640131	0
SL1344_1683	galU	4.09e-11	-15	2
SL1344_1687	purU	0.003758651	2.138654667	1
SL1344_1690	narJ	0.365704577	0.50820514	0
SL1344_1691	narH	0.173710082	-0.723634185	0
SL1344_1692	narG	0.577951456	0.423453418	0
SL1344_1693	narK	0.040157525	1.498518844	1
SL1344_1694	narX	0.0904703	1.273286422	0
SL1344_1701	ychA	0.0689422	1.463098831	0
SL1344_1703	hemK	5.65e-13	-15	2
SL1344_1704	prfA	4.14e-23	-15	2
SL1344_1709	ychM	0.06767763	1.350640044	0
SL1344_1715	SL1344_1715	0.000252016	-2.158535535	2
SL1344_1716	hyaC	0.8825265	0.092679979	0
SL1344_1720	appC	0.25581794	0.557001117	0
SL1344_1725	ymgE	3.73e-34	-15	2
SL1344_1726	ycgR	3.78e-31	-15	2
SL1344_1729	cvrA	0.012120216	-1.27983511	2
SL1344_1730	alr-a	0.000715373	-1.72541507	2
SL1344_1731	dadA	0.204280841	0.678229349	0
SL1344_1732	ycgB	0.142317384	-0.775706694	0
SL1344_1734	nhaB	0.019930834	-0.890465263	2
SL1344_1737	SL1344_1737	0.866274361	-0.112975078	0
SL1344_1742	minC	1.11e-64	-9.59324091	2
SL1344_1747	fadD	0.638615553	-0.270461557	0
SL1344_1748	yeaY	0.000343394	-1.792022896	2
SL1344_1750	yoaA	0.089445392	1.181497319	0
SL1344_1753	pabB	1.29e-10	-3.303884558	2
SL1344_1755	sdaA	0.000724206	2.705136545	1
SL1344_1760	SL1344_1760	0.021085797	1.200779364	1
SL1344_1761	SL1344_1761	1.84e-05	2.272318982	1
SL1344_1762	SL1344_1762	3.54e-15	-4.822044445	2
SL1344_1763	yebN	0.003992361	2.086180335	1
SL1344_1767	yobF	0.000168004	2.632281745	1
SL1344_1770	SL1344_1770	8.7e-29	-15	2
SL1344_1772	SL1344_1772	0.060395412	-1.023281102	0
SL1344_1774	prc	9.3e-08	-5.532556402	2
SL1344_1777	yebS	1.93e-05	-2.165417604	2
SL1344_1778	SL1344_1778	0.034632352	1.572362885	1
SL1344_1779	yebU	0.12370776	1.002413917	0
SL1344_1784	sopE2	1.76e-33	-15	2
SL1344_1789	SL1344_1789	6.27e-29	-15	2
SL1344_1790	SL1344_1790	0.000485883	-1.751935508	2
SL1344_1808	SL1344_1808	0.143503589	0.911808766	0
SL1344_1813	opdB	0.527005161	0.498133813	0
SL1344_1817	purT	0.000145978	-1.921125218	2
SL1344_1820	zwf	0.008139406	1.914998424	1
SL1344_1822	pykA	0.273417506	0.675883131	0
SL1344_1824	yebA	0.008067128	-1.385612336	2
SL1344_1825	znuA	5.21e-07	-15	2
SL1344_1826	znuC	3.41e-21	-6.145582572	2
SL1344_1827	znuB	5.64e-13	-3.774965686	2
SL1344_1832	yebB	3.63e-06	-2.317448479	2
SL1344_1839	yecN	0.013675443	1.910291625	1
SL1344_1845	SL1344_1845	0.862905812	0.147949542	0
SL1344_1846	SL1344_1846	0.439317084	-0.600886829	0
SL1344_1848	flhAa	0.243767378	-0.536284509	0
SL1344_1850	cheZ	0.541668705	0.994134228	0
SL1344_1853	cheR	0.00963435	-1.438993767	2
SL1344_1855	cheW	0.023545409	1.188901606	1
SL1344_1857	motB	0.794935061	-0.155657081	0
SL1344_1859	flhC	7.36e-05	2.756161866	1
SL1344_1862	otsA	5.86e-07	-2.671122088	2
SL1344_1864	araH	3.65e-11	-2.311800167	2
SL1344_1868	ftn	0.021995534	-1.257119429	2
SL1344_1871	yecA	1.4e-05	-2.163202635	2
SL1344_1872	SL1344_1872	3.05e-11	-3.518232179	2
SL1344_1873	SL1344_1873	2.38e-54	-15	2
SL1344_1874	SL1344_1874	4.87e-34	-15	2
SL1344_1874A	SL1344_1874A	0.009206404	1.81534066	1
SL1344_1876	uvrC	0.213139941	0.755961624	0
SL1344_1877	sirA	0.911339382	-0.042552875	0
SL1344_1878	yecF	2.86e-27	-15	2
SL1344_1879	sdiA	2.65e-27	-15	2
SL1344_1883	fliY	0.514706281	-0.429090127	0
SL1344_1884	fliZ	4.55e-11	-3.615133608	2
SL1344_1885	fliA	1.16e-07	-3.859176193	2
SL1344_1887	fliB	2.67e-19	-5.219502578	2
SL1344_1888	fliC	0.098588275	-1.319974881	0
SL1344_1889	fliD	0.126029612	-0.813091745	0
SL1344_1890	fliS	0.189331039	0.979112793	0
SL1344_1894	yedE	0.108504954	1.211476597	0
SL1344_1898	fliF	0.790059465	-0.161302659	0
SL1344_1903	fliK	0.002004752	2.292006306	1
SL1344_1904	fliL	2.1e-13	-15	2
SL1344_1905	fliM	0.003269462	2.128934588	1
SL1344_1906	fliN	0.591360019	0.309324302	0
SL1344_1910	fliR	1.38e-33	-15	2
SL1344_1919	vsr	0.037042721	1.49984272	1
SL1344_1925	umuC	0.612401914	-0.387147821	0
SL1344_1926	umuD	1.97e-08	-1.967438234	2
SL1344_1927A	SL1344_1927A	1.09e-10	-3.615579279	2
SL1344_1930	SL1344_1930	2.15e-63	-15	2
SL1344_1936	SL1344_1936	0.306193402	0.791625096	0
SL1344_1937	SL1344_1937	0.203867116	0.937950837	0
SL1344_1938	SL1344_1938	0.007869365	1.365951197	1
SL1344_1939	SL1344_1939	0.8825265	-0.126368224	0
SL1344_1940	SL1344_1940	0.325985556	0.750227274	0
SL1344_1941	SL1344_1941	0.009584633	1.940466419	1
SL1344_1943	SL1344_1943	0.00612349	1.503815468	1
SL1344_1947	SL1344_1947	0.594518903	0.421693616	0
SL1344_1948	SL1344_1948	0.279227138	0.809992547	0
SL1344_1949	SL1344_1949	0.074910875	1.355875616	0
SL1344_1950	SL1344_1950	0.040833297	-1.113097611	2
SL1344_1955	rzpR	0.288705137	0.575835061	0
SL1344_1958	SL1344_1958	0.01917345	1.80222872	1
SL1344_1961	SL1344_1961	0.164699444	-1.033037795	0
SL1344_1962	SL1344_1962	0.100724602	1.169380878	0
SL1344_1964	SL1344_1964	0.004657608	-1.501076879	2
SL1344_1966	SL1344_1966	0.890112538	0.116804247	0
SL1344_1968	SL1344_1968	0.218647628	-0.793700979	0
SL1344_1970	SL1344_1970	4.73e-18	-4.820780814	2
SL1344_1974	SL1344_1974	3.94e-34	-15	2
SL1344_1976	SL1344_1976	1.24e-66	-9.313220116	2
SL1344_1981	SL1344_1981	0.000132971	-1.987469434	2
SL1344_1982	SL1344_1982	1.68e-33	-15	2
SL1344_1983	SL1344_1983	2.36e-34	-15	2
SL1344_1990	yeeO	0.017484982	-1.241792214	2
SL1344_1991	erfK	0.885272806	-0.107375357	0
SL1344_1993	cobS	0.105678164	-1.120442555	0
SL1344_1995	cbiP	0.012650513	-1.60207004	2
SL1344_1998	cbiN	0.889883789	0.115830668	0
SL1344_2001	cbiK	0.022456603	1.857833897	1
SL1344_2003	cbiH	0.123384712	0.952553924	0
SL1344_2004	cbiG	0.19973887	-0.915311224	0
SL1344_2008	cbiD	0.070466876	1.42243937	0
SL1344_2009	cbiC	0.255569449	-0.67785014	0
SL1344_2010	cbiB	3.23e-06	2.479180278	1
SL1344_2012	pocR	2.59e-34	-15	2
SL1344_2013	pduF	3.61e-27	-15	2
SL1344_2015	pduB	0.013422367	1.457813571	1
SL1344_2016	dhaB	8.1e-07	-15	2
SL1344_2019	pduG	0.341304955	0.600768628	0
SL1344_2025	pduN	0.003435915	1.413133804	1
SL1344_2026	pduO	0.04177023	1.430718611	1
SL1344_2029	pduS	0.007256653	2.18605612	1
SL1344_2031	pduU	0.477642166	-0.398499977	0
SL1344_2034	pduX	0.004743676	2.153997253	1
SL1344_2036	yeeA	0.883435502	0.232082716	0
SL1344_2037	gyrI	0.073704375	1.420262385	0
SL1344_2040	phsB	0.520669101	0.502937578	0
SL1344_2043	sopA	3.94e-56	-15	2
SL1344_2044	sbcB	0.213324997	0.96520795	0
SL1344_2045	yeeF	3.58e-16	-4.558469844	2
SL1344_2045A	yoeI	0.47481274	0.503113545	0
SL1344_2047	yeeZ	0.222512973	0.938065141	0
SL1344_2048	hisG	0.226688297	0.662867403	0
SL1344_2049	hisD	0.085480748	1.36352928	0
SL1344_2050	hisC	0.005030822	2.13925485	1
SL1344_2052	hisH	2.83e-07	-2.690613188	2
SL1344_2054	hisF	0.051821122	1.288409346	0
SL1344_2055	hisI	0.000418353	-2.184694128	2
SL1344_2056	wzzB	0.526445646	0.496062674	0
SL1344_2057	udg	4.6e-08	-2.766987354	2
SL1344_2058	gnd	0.192250183	-0.789190359	0
SL1344_2059	rfbP	2.22e-34	-15	2
SL1344_2060	rfbK	9.91e-34	-15	2
SL1344_2061	cpsB2	8.84e-72	-15	2
SL1344_2062	rfbN	3.31e-34	-15	2
SL1344_2065	rfbX	1.94e-29	-15	2
SL1344_2066	rfbJ	4.85e-58	-15	2
SL1344_2067	rfbH	2.04e-33	-15	2
SL1344_2068	rfbG	1.07e-54	-15	2
SL1344_2069	rfbF	4.18e-34	-15	2
SL1344_2070	rfbI	3.56e-59	-15	2
SL1344_2071	rfbC	1.47e-71	-15	2
SL1344_2072	rfbA	1e-41	-15	2
SL1344_2073	rfbD	6.78e-30	-15	2
SL1344_2074	rfbB	2.86e-34	-15	2
SL1344_2075	galF	6.8e-21	-5.640231073	2
SL1344_2077	wcaL	0.006409246	1.537086873	1
SL1344_2078	wcaK	3.21e-10	-2.219864757	2
SL1344_2079	wzx	0.185119381	-0.93819228	0
SL1344_2081	cpsG	1	-0.000129069	0
SL1344_2082	cpsB	0.013017123	1.760794337	1
SL1344_2083	wcaI	0.003528557	2.226136941	1
SL1344_2086	gmd	0.075302345	1.192227811	0
SL1344_2089	wcaD	4.78e-10	-3.283551556	2
SL1344_2090	wcaC	0.501393382	0.391562407	0
SL1344_2093	wzc	0.012127064	-1.294727475	2
SL1344_2096	yegH	0.763239586	-0.19759124	0
SL1344_2097	asmA	0.00269008	-1.238965884	2
SL1344_2098	dcd	6.07e-11	-15	2
SL1344_2100	yegE	1.19e-05	-2.225778843	2
SL1344_2101	alkA	0.869613633	0.138883648	0
SL1344_2102	yegD	0.000309959	1.873383494	1
SL1344_2104	yegN	0.006038412	2.190249486	1
SL1344_2105	yegO	0.098656044	1.053455091	0
SL1344_2106	yegB	0.618663282	0.24504874	0
SL1344_2107	baeS	2.9e-06	-2.345079598	2
SL1344_2108	baeR	0.502271647	-0.75793986	0
SL1344_2109	SL1344_2109	9.75e-70	-15	2
SL1344_2110	SL1344_2110	0.260347073	0.611819685	0
SL1344_2119	yegT	0.043445677	1.5584866	1
SL1344_2121	yegV	0.035303222	-1.337489674	2
SL1344_2123	thiD	0.175650025	1.011547036	0
SL1344_2125	SL1344_2125	0.069580584	-1.12103372	0
SL1344_2127	stcC	3.81e-69	-15	2
SL1344_2130	yehE	2.62e-22	-3.574958349	2
SL1344_2133	yehR	1.74e-19	-5.117851141	2
SL1344_2134	SL1344_2134	0.004434833	-1.4737972	2
SL1344_2136	yehT	1.23e-17	-3.021811775	2
SL1344_2141	yehX	0.000386162	-1.808358005	2
SL1344_2142	yehY	0.996923143	0.004425271	0
SL1344_2144	bglX	0.33841083	0.73615233	0
SL1344_2146	pbpG	0.000132025	2.774392679	1
SL1344_2147	yohC	0.499889816	0.529695855	0
SL1344_2150	yohG	0.117915119	-0.973479819	0
SL1344_2151	yohI	0.09030534	1.166536075	0
SL1344_2153	SL1344_2153	0.419682392	-0.578627751	0
SL1344_2156	SL1344_2156	0.43866583	-0.557218874	0
SL1344_2160	cdd	0.029144395	-1.143279542	2
SL1344_2161	sanA	0.504450369	-0.394539415	0
SL1344_2163	SL1344_2163	2.52e-31	-15	2
SL1344_2166	mglA	6.79e-34	-15	2
SL1344_2167	mglB	3.34e-31	-15	2
SL1344_2169	yeiB	0.183104371	1.000888117	0
SL1344_2173	SL1344_2173	1.42e-16	-5.603084253	2
SL1344_2175	SL1344_2175	3.06e-15	-4.726420984	2
SL1344_2176	cirA	0.4708355	-0.438713626	0
SL1344_2181	fruA	0.077567143	0.951989001	0
