Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_2472	guaB	97.9	90.5	8.4	13
SL1344_2473	xseA	35.9	28.1	3.4	25.2
SL1344_2474	shdA	2.6	3.2	1.1	2.3
SL1344_2475	ratB	4.9	6.4	1.7	5.1
SL1344_2477	ratA	8.1	15	4.1	8.6
SL1344_2478	sinI	1	2.7	0.9	2.3
SL1344_2479	sinH	1.4	3.4	3.3	2.6
SL1344_2480	yfgJ	35.8	32.8	11.9	15.2
SL1344_2481	engA	41.7	26.9	5.8	10.2
SL1344_2482	yfgL	157.5	146.6	68.5	116.1
SL1344_2483	yfgM	89.1	76.2	9.4	39
SL1344_2484	hisS	91	70.3	14.8	38.9
SL1344_2485	gcpE	95.4	91.2	19.4	75.5
SL1344_2486	yfgA	88.6	95.8	33.2	78.3
SL1344_2487	yfgB	53.5	22.9	6.2	9.3
SL1344_2488	ndk	177.6	101.9	30.7	33
SL1344_2489		1.3	2	0.3	1
SL1344_2490		1.4	1.6	0.2	0.7
SL1344_2491		0.7	0.5	0	0.6
SL1344_2492		2	4.1	1	3.2
SL1344_2493	pbpC	5.4	4.4	1.7	4.3
SL1344_2494		21.9	28	7.4	19.8
SL1344_2495		26.5	46.4	26	17.4
SL1344_2496		9.7	11.6	5.2	11.4
STnc2070		1588.7	1945.6	1097.9	1779.6
RyfA	RyfA	337.7	384.5	363.5	202
SL1344_2497	sseBb	25.1	15.4	3.1	21.9
SL1344_2498	pepB	35.1	25.2	17.3	21.3
SL1344_2499	yfhJ	167.4	109.9	32.5	117.3
SL1344_2500	fdx	142.7	90	11.1	121.4
SL1344_2501	hscA	64.6	53.7	7.2	112.9
SL1344_2502	hscB	69.6	64.2	12	125.3
SL1344_2503	iscA	374.6	297.2	111.8	485.5
SL1344_2504	nifU	214.7	237.5	110.3	320.7
SL1344_2505	iscS	154.6	149.8	77.8	236.9
SL1344_2506	yfhP	156.5	211.2	204.7	287.4
SL1344_2507		57.6	69.3	129.6	51.8
SL1344_2508	suhB	126.1	143.1	9	64
SL1344_2509		4.4	3.5	1	3.5
SL1344_2510	asrA	2.7	3.6	1.1	11.7
SL1344_2511	asrB	3	2	2.3	7.1
SL1344_2512	asrC	3.8	3.5	2.5	7.3
SL1344_2513		15	22.9	4.1	18.4
SL1344_2514		11.1	13.6	2.1	11.1
SL1344_2515	csiE	5.1	14.3	3.3	7
SL1344_2516	hcaT	22	14	4.5	6.3
SL1344_2517	glyA	345	119.4	75.1	88.4
SL1344_2518	hmpA	12.9	4.4	4.9	286.5
SL1344_2519	cadC	27.5	34.2	7.8	26.6
SL1344_2520	cadB	0.9	0.8	0.1	1.2
SL1344_2521	cadA	28	24.2	8.6	9.3
SL1344_2522	yjdL	12.5	13.7	2.6	5.8
SL1344_2523	glnB	194.3	115.3	54.9	140.4
SL1344_2524	yfhA	34.4	30.6	4.3	28.9
SL1344_2525	yfhG	41.1	52.6	13.2	48.7
SL1344_2526	yfhK	27.4	36.6	14.2	35
GlmY	GlmY	8048.3	3972.6	3200	1660.3
SL1344_2527	purG	69.5	32.4	17.4	4.6
SL1344_2529	yfhD	23.6	26.7	3.3	11.5
SL1344_2530	yfhC	31.5	53.9	6.9	34.6
SL1344_2531	yfhB	37.9	53.6	19	33.1
SL1344_2532		6.1	8.4	3.1	6.6
SL1344_2533	murQ	4.7	2.7	1.9	3.4
SL1344_2534	yfhH	7	5.6	3.4	4.8
SL1344_2535		7.1	7.4	3.6	10
SL1344_2536		1.1	1.9	0.5	1.4
SL1344_2537		0.7	0.9	1.6	2.2
SL1344_2538	yfhL	55.3	35.7	3.1	19.4
SL1344_2539	acpS	68.3	22.7	12.9	21.8
SL1344_2540	pdxJ	39.9	20.7	13.4	18.5
SL1344_2541	recO	51.7	41.7	10	26.2
SL1344_2542	era	57.2	51.3	8.1	31.8
SL1344_2543	rnc	83.6	109.8	25.8	72.1
SL1344_2544	lepB	111.9	97.5	21.9	48.7
SL1344_2545	lepA	88.7	70.9	11.6	31.1
SL1344_2546	gogB	73.2	70.8	7.6	72.8
SL1344_2547		492.4	2359.9	14.4	30.7
STnc1380		587.1	322.8	607.6	564.9
SL1344_2548		11.7	6.2	1.4	15.2
SL1344_2549		76.5	182.6	23.1	23.6
SL1344_2550		0.6	0.6	0.5	2.3
SL1344_2551		1.2	2.2	1.2	3.9
SL1344_2552		0.9	1.6	0.4	2.1
SL1344_2552A		1.5	2	0.7	10.6
SL1344_2553		1.3	1.1	0.4	2.5
SL1344_2554		1.5	0.6	0.3	1.8
SL1344_2555		2.3	3.3	2.1	4.2
SL1344_2556		4.7	5.2	1.3	5.6
SL1344_2557		8.1	5.4	5.8	10
SL1344_2558		2.6	2.4	1.6	3.4
STnc3770		78.1	71.8	68.6	143.3
SL1344_2559		1.3	0.9	0.3	3.3
SL1344_2560		0.9	1.2	1.1	3.5
SL1344_2561		7	9	5	10.1
SL1344_2562		4.2	5.6	2.9	9.3
SL1344_2563	gipA	399.7	281	433.9	589.5
SL1344_2564		3.7	4.3	2.4	5.3
SL1344_2565		9.2	9.5	4.7	12.4
SL1344_2566		3.4	4.6	1.8	6.3
SL1344_2567		5	6.3	3.5	12
SL1344_2568		5	4.5	3.7	13.5
SL1344_2569		1.7	2.6	0.9	6.2
SL1344_2570		2.8	4.2	1.6	5.1
SL1344_2571		1.2	4.7	0	2.8
SL1344_2572		2	1.9	1	2.8
SL1344_2573		0.4	0.9	1.5	4
SL1344_2574		14.7	17.7	17.6	26.8
STnc1920		138.7	192.5	112.1	270
SL1344_2575		1.1	1.7	1	2.8
SL1344_2576		1	1.7	0.6	1.9
SL1344_2577		15.9	12.9	5.4	50.9
IsrI	IsrI	31	77.7	21.6	66.6
STnc2080		2082.6	4278.1	1735.3	1989.4
IsrJ	IsrJ	566.2	845.1	1396.2	975
SL1344_2578		9.4	6.1	2.3	11
STnc1160		13158.9	7688.7	9444	7014.3
IsrK	IsrK	1628.5	608.4	367.9	727.2
SL1344_2579		0.9	0.7	0	1.9
SL1344_2580		0	0	0	1.3
SL1344_2581		0	0	0.1	0.2
SL1344_2582		19.6	40.4	89.9	66.1
SL1344_2583		39.2	39.4	1245.4	310.8
SL1344_2584		38.2	49.8	3165.5	566
SL1344_2585		85.8	145.1	127.2	278
SL1344_2586		6.9	6.3	1.9	10.9
SL1344_2587		3.5	3	1.4	5.6
SL1344_2588		2	0.9	0.4	2.5
SL1344_2589		1.1	0.8	1.2	1.1
SL1344_2590	gpP	1.1	0.6	0.1	1.3
SL1344_2591	gpO	1.7	2.4	3.7	4.8
STnc1390		1820.7	1650.6	4303.4	3446.9
SL1344_2592	cIIa	1	1.5	1.7	1.9
SL1344_2593		228.8	210.6	433	443.8
SL1344_2594		256.5	230.1	82.7	717.4
SL1344_2595		29	57.7	113.6	37.2
SL1344_2596		1.4	4.4	5.2	10
STnc1400		1199.3	1011.5	1278.7	906.6
SL1344_2597	recEb	0.6	0.9	0.7	2
SL1344_2597A		0.2	0.4	0.5	0.7
SL1344_2598		0	0.3	0	0.8
SL1344_2599		2.3	2.4	1.9	5
SL1344_2600		8.4	6.8	2.9	5.5
SL1344_2601	rseC	35.8	87.9	4.7	23.1
SL1344_2602	rseB	59.1	169	15.3	43.1
SL1344_2603	rseA	104.1	305.4	30.7	61.5
SL1344_2604	rpoE	130.1	550.5	69.2	100
SL1344_2605	nadB	34.5	7.8	5.7	21.5
SL1344_2606	yfiC	27	18.8	3.7	13.1
SL1344_2607	srmB	33.5	21.8	9.5	14.5
SL1344_2608	yfiE	7.9	9.9	28	18.7
SL1344_2609	yfiK	6.8	10.5	5.7	7
SL1344_2610	yfiD	52.9	41.4	9	20.5
SL1344_2611	ung	65	87	44.9	72.8
SL1344_2612	yfiF	29	23.2	2.5	17.6
SL1344_2613	trxC	143.8	115.6	2644.9	183.2
SL1344_2614	yfiP	23.7	19.6	21.3	13
SL1344_2615	yfiQ	14.7	24	5	13.1
SL1344_2616	pssA	64.5	48.8	8.8	31.1
SL1344_2617	yfiM	15.3	9.7	0	5.6
SL1344_2618	kgtP	8.4	22.1	7.3	23.3
SL1344_2619		12.8	31.7	2.8	12.6
SL1344_2620	clpB	738.3	1072	1516.6	796.9
SL1344_2621	yfiH	117.8	138.8	33	59.7
SL1344_2622	rluD	219.4	213.1	88.3	45
SL1344_2623	yfiO	101.9	63.5	19.3	45.5
STnc3160		101.8	73.1	30.9	191.1
SL1344_2624	yfiA	197.7	246.3	5114.7	645.4
STnc2090		383.3	640.7	4074.4	1365.4
sRNA3		779.6	849.2	929.8	2080.5
SL1344_2625	pheA	24	13.8	27.8	32.9
SL1344_2626		17.9	40.7	6.1	9.8
STnc3790		17.9	25.6	100.5	76.7
SL1344_2627	tyrA	191.9	71.7	146.8	53.4
SL1344_2628	aroF	277	100.8	307.5	52.9
SL1344_2629	yfiR	23	18.9	10.5	15.2
SL1344_2630	yfiN	10.4	9.5	2.2	8.4
SL1344_2631	int	61.3	40.4	11	59.2
SL1344_2632		99	46.9	13.9	112.9
SL1344_2633		49.5	24.9	6.3	44.6
SL1344_2634		0.2	0.6	0.3	0.4
SL1344_2635	cIIb	0.5	1.2	0.2	0.4
SL1344_2636		0.6	0.7	0	0
SL1344_2637		0	0	0	0.4
SL1344_2638		0.5	0	0	0
SL1344_2639		0.2	0	0	0.6
SL1344_2640		0.6	0.8	0.3	0.7
SL1344_2641		0.9	1.1	0.4	0.7
SL1344_2642	gpF	28.8	46.3	1.7	5.9
SL1344_2643	gpD	6.6	6.6	1.2	4.4
SL1344_2644		22.9	13	18.4	26.1
STnc3800		154.8	276	340	265.1
SL1344_2645	gpB	37.4	44.2	42.7	80.8
SL1344_2646	rpl19	1099.5	256	399.8	103.7
SL1344_2647	trmD	488.8	73.6	27.7	19
SL1344_2648	rimM	722.7	108.5	28.8	35.6
SL1344_2649	rps16	933.8	208.3	79.1	42.5
SL1344_2650	ffh	53.3	48.2	31.3	32.4
SL1344_2651	corE	52.1	37	7.9	31.8
SL1344_2652	corB	32.7	17.6	4.2	20.9
STnc4230		183.7	145.7	70.9	199.6
SL1344_2653		20.7	32	13.3	32.9
SL1344_2654	grpE	359	221.3	91.7	229.2
SL1344_2655	ppnK	20.1	28.2	10.8	24.7
SL1344_2656	recN	18.6	18.5	433.4	99.2
SL1344_2657	smpA	175.9	161.9	207.6	166.1
SL1344_2658	rnfH	60.8	64.8	45.9	58.3
SL1344_2659	yfjG	102.9	102.4	154.7	109.8
SL1344_2660	smpB	103.9	61.1	35	93.8
SL1344_2661	bapA	2.5	4.6	0.9	1.9
SL1344_2662		1.3	2.4	0.4	1
IsrL	IsrL	13	10.1	7.6	17
STnc3070		168.4	316.7	737.1	574.6
SL1344_2663		1.6	1.7	0.4	0.5
SL1344_2664		3	4.4	0.6	2.3
SL1344_2665		9.3	17.5	10	12.9
SL1344_2666		1.6	1.5	0.4	1.6
SL1344_2667	gpU	1.3	1.3	0.2	1.5
SL1344_2668		1	0.7	0.1	0.5
SL1344_2669	gpE'	2.1	0.6	0	0.5
SL1344_2670	gpE	1	3.2	2.1	3.1
SL1344_2671		0.7	0.3	0.4	0.1
SL1344_2672		0.8	0.2	0.1	0.5
SL1344_2673		2.4	2.4	0	0.6
SL1344_2674	sopE	2.7	15.9	5.9	53
SL1344_2675		4.6	5.4	1.1	4.3
SL1344_2676		1.8	1.2	0.6	1.3
SL1344_2677	gpI	1.4	1	0.1	0.8
SL1344_2678	gpJ	0.4	0.8	0.2	0.2
SL1344_2679	gpW	0.3	0.4	0	0
SL1344_2680		0.3	0.2	0	0.1
SL1344_2681		0.7	0.3	0	0
SL1344_2682		0.2	0.3	0.2	0.1
SL1344_2683		0.2	0	0	0
SL1344_2684		0.4	0.5	0.2	0.6
SL1344_2685		0.7	0.5	0.5	0.5
SL1344_2686	nucD2	0.2	0.3	0	0.1
SL1344_2687	nucE2	0	0	0	0
SL1344_2688		0.2	0.3	0	0.3
SL1344_2689		0	0.4	0	0.3
SL1344_2690		0.6	0.1	0.1	0.3
SL1344_2691		0.3	0.3	0	0.3
SL1344_2692		0.2	0.2	0.2	0.2
SL1344_2693		0.1	0.3	0.1	0.1
SL1344_2694		0.6	2.3	0.1	0.4
SL1344_2695		21.3	13	10.1	45.6
SL1344_2696		40.1	26.6	35.7	90.7
SL1344_2697		176.4	171.3	47.6	428.5
SL1344_2698		91	76.2	75.8	328.3
SL1344_2699		11.7	9.4	300.8	72.2
SL1344_2700		13.3	13.1	611.2	112.2
SL1344_2701		1.9	2.4	1.2	2.8
SL1344_2702		1.7	2.1	1.2	3.2
SL1344_2703		0.3	0	0	0
SL1344_2704		0.4	0.6	0.3	0.7
SL1344_2705		19.5	7.9	2.1	5.9
SL1344_2706	cIIc	1.1	1.2	0.5	0.6
SL1344_2707	apl	1.3	1.4	0.7	1.5
SL1344_2708	cI	42.8	20.1	6.5	21.4
SL1344_2709		17.1	12.6	1.6	9
SL1344_2710		23.3	16.5	2.3	18.7
SL1344_2712		8.4	13.2	6	13.7
SL1344_2713		31	33.3	9.2	79.7
SL1344_2714		33.5	26.1	2.3	91.7
SL1344_2715		32.5	36.1	12.2	157.7
SL1344_2716		0.5	1.3	0.3	0.8
SL1344_2717		4.4	2	2.2	2.3
SL1344_2718		1.7	1.6	0.5	1.2
SL1344_2719		2316.2	650.2	1258.8	1502.9
SL1344_2720		0.7	0.6	0	0.8
SL1344_2721		1.4	0.2	0	1
SL1344_2722		2.2	2	1	1.7
SL1344_2723		1.3	0.9	4.7	1.3
SL1344_2725		0.5	0.2	0.3	0.2
SL1344_2726		28.2	15.1	2.8	38.3
SL1344_2727		41.9	46.1	18.8	192.5
SL1344_2728		2.6	3.5	2.5	2.3
SL1344_2729		0.5	0.2	0.2	0.3
SL1344_2730		89.8	133.2	43.4	214
SL1344_2731		42.2	49.5	4	73.7
SL1344_2732		122	143.8	195.3	144.5
SL1344_2733		4.3	3.4	3.8	5.5
SL1344_2734		1.1	1.6	0.7	1
SL1344_2735		0.5	1.8	1.5	2.3
SL1344_2736		0.6	0.7	0.4	0.6
SL1344_2737		1.6	1.3	0.5	1.4
SL1344_2738		9.1	5.6	2.3	10.7
SL1344_2739	hxlA	1.5	2	2.4	1.4
SL1344_2740	hxlB	1.1	0.6	0.2	0.7
SL1344_2741		0.8	0.8	0	0.5
SL1344_2742		0.7	0.5	0.1	0.2
SL1344_2743		0.6	0.4	0.3	0.1
SL1344_2744		0.5	1.8	1.1	1.3
SL1344_2745		7.5	12.7	1	10.3
SL1344_2746		9.3	17.8	3.7	24.7
IsrM	IsrM	2.1	4.8	0.6	2.9
SL1344_2747		20.4	14.7	16.6	25.7
SL1344_2747A		3.7	4.1	2.5	4.5
IsrN	IsrN	0	0	0	0.4
SL1344_2750		14.5	15.9	7.1	10.3
SL1344_2751		64.1	58.9	11.5	75.2
SL1344_2752		92.5	104.8	16.9	188.9
SL1344_2753		5.4	5.9	7.9	8.3
SL1344_2754		1.5	1.3	1	1.7
SL1344_2755	fljA	3.1	5.3	3.4	10.4
SL1344_2756	fljB	8.7	22.9	11.4	23.2
SL1344_2757	hin	20.6	56.6	5.9	32.5
SL1344_2758	iroB	0.4	0.3	98	4.1
SL1344_2759	iroC	1.3	1.2	8	5
SL1344_2760	iroD	1.5	1.2	0.4	2.5
SL1344_2761	iroE	3.3	2.5	1.7	3.1
SL1344_2762	iroN	9	6.9	69	6.8
SL1344_2763	pipB2	2261.5	1957.5	561.3	312.2
SL1344_2764	virK	2325.4	1690.8	290.1	220
SL1344_2765	mig-14	1337.3	552	131.8	152.1
SL1344_2767	nixA	12.5	23.6	18.4	21.5
SL1344_2768	tctE	7.9	4.7	3.5	6.1
SL1344_2769	tctD	7.2	4	5.4	6.6
SL1344_2770		2.8	4.3	5.2	8.1
SL1344_2771		0.8	0.6	0.4	1.7
SL1344_2772		2.7	2.6	2.9	3.5
SL1344_2773	csiD	5.6	10.4	5.6	4.5
SL1344_2774	ygaF	5.1	7.8	1.6	3.1
SL1344_2775	gabD	5.1	9.2	1.3	2
SL1344_2776	gabT	6.8	11	1.5	2.1
SL1344_2777	gabP	6.1	8.7	5.1	5.9
SL1344_2778	ygaE	7.8	13.1	3.5	12.5
SL1344_2779	ygaU	134.6	431.7	67.6	202.3
SL1344_2780	yqaE	66.6	315.4	80	268.4
SL1344_2781		8.5	14	8.3	112.9
SL1344_2782	ygaP	6.8	7.5	6.4	106.5
SL1344_2783	stpA	341.8	416	154.1	482
SL1344_2784		11.1	171.3	69.4	72
SL1344_2785	ygaC	16.7	12.7	3.9	9.1
SL1344_2786	ygaM	199.6	360.8	24.4	104.5
SL1344_2787		6.2	8.8	6.1	8.6
SL1344_2788		4.1	2.7	1.1	7.8
SL1344_2789		0.6	0.8	1	2.8
STnc3080		1	1.9	134.6	31.1
SL1344_2790	nrdH	3.6	0.8	40.2	18.6
SL1344_2791	nrdI	1.2	0.2	4	6.7
SL1344_2792	nrdE	2.2	1.2	2	8.8
SL1344_2793	nrdF	9.6	10.2	18.9	43.8
SL1344_2794	proV	22.9	14.8	23.6	147.4
SL1344_2795	proW	11.8	8.6	16.4	94.2
SL1344_2796	proX	14.4	10.3	16.3	37.4
SL1344_2797		6.9	12.6	3.6	16.4
SL1344_2798	emrR	98.4	135	20.2	200.4
SL1344_2799	emrA	27.8	23.5	8.1	59.2
SL1344_2800	emrB	21.4	17.7	2.9	37.3
SL1344_2801		3.9	6.4	3.7	6.7
SL1344_2802	luxS	160.9	145.6	63	59.8
MicA	MicA	1873.9	29592.4	3855.7	3129.9
SL1344_2803	gshA	54.1	46.4	12.3	35.4
SL1344_2804	yqaA	61.3	58.3	10.4	58.2
SL1344_2805	yqaB	70	52.9	36.5	67
SL1344_2806	csrA	902.1	861.9	735.3	869.2
SL1344_2807	alaS	102.5	59	20.7	32.7
SL1344_2808	oraA	19.5	27.9	6.2	27
SL1344_2809	recA	130.1	128.9	736.7	180
SL1344_2810	ygaD	52.5	58	8.6	33.4
SL1344_2811	mltB	42.9	71.4	6.7	29.3
SL1344_2812	srlA	1.3	1.5	10.6	0.6
SL1344_2813	srlE	0.6	0.8	2.1	0.9
SL1344_2814	slrB	1.6	2.5	1.5	0.5
SL1344_2815	gutD	9.1	8.1	3.1	3.4
SL1344_2816	gutM	31.7	35.6	13.1	22.8
SL1344_2817	srlR	24	22.1	5	14.9
SL1344_2818	gutQ	22.9	25.1	5.2	14.1
SL1344_2819	norR	5.1	5.6	6.4	8.4
SL1344_2820	norV	2	5.1	2.1	49
SL1344_2821	norW	1.4	1.9	0.3	27.1
C0664		1.3	1.3	0	86.9
SL1344_2822	hydA	11.9	13.4	2.2	3.8
SL1344_2823	hydN	2	1.6	0.7	0.6
SL1344_2824		5.9	7.5	1.6	2.7
SL1344_2825	hycI	8.1	7.7	1.3	4.8
SL1344_2826	hycH	8.9	15.2	2.4	4.6
SL1344_2827	hycG	4.4	5.5	1.4	1.6
SL1344_2828	hycF	4.8	4.5	0.5	1.2
SL1344_2829	hycE	2.2	2.7	0.6	1.4
SL1344_2830	hycD	1.1	1.3	0.9	0.7
SL1344_2831	hycC	1.6	1.4	0.6	1.2
SL1344_2832	hycB	0.6	0.2	0	0.5
SL1344_2833	hycA	1.6	0.4	0.6	1.1
SL1344_2834		45.9	40.9	12.5	7
SL1344_2835	hypB	30.7	14.5	3.2	2.9
SL1344_2836	hypC	32.8	14.3	5.3	3.7
SL1344_2837	hypD	21	10.5	1.9	3.2
SL1344_2838	hypE	28.9	15.5	3.3	5.6
SL1344_2839	fhlA	11.5	17.7	2.4	9.6
SL1344_2840	ygbA	7.4	10.7	62.9	195.3
SL1344_2841	sitA	11.5	7.7	709.5	17.7
SL1344_2842	sitB	7.6	5.6	220.1	11.4
SL1344_2843	sitC	5.8	5.1	101.6	12.9
SL1344_2844	sitD	13.3	12.1	72.3	22.3
SL1344_2845	avrA	57.9	68	88.9	129.3
SL1344_2846	sprB	5.1	5.2	2.5	16.2
SL1344_2847	hilC	27.6	16.8	5.1	50.7
SL1344_2848	orgC	258.5	56.6	10	29.1
SL1344_2849	orgB	268.6	54.4	4	21
SL1344_2850	orgA	30.4	17.5	11	35.8
STnc4240		90.5	54.4	12	154.9
SL1344_2851	prgK	15.1	15.1	14.8	29.1
SL1344_2852	prgJ	10.4	9.2	7.4	28.8
SL1344_2853	prgI	6	6.8	4.9	17.5
STnc3020		290.7	312.1	94.4	75.1
SL1344_2854	prgH	3.8	9.1	13.8	23.9
SL1344_2855	hilD	40.4	66.8	31.1	129.4
SL1344_2856	hilA	2.4	3.5	1.6	8.9
SL1344_2857	iagB	7.4	14.2	9.8	26.2
SL1344_2858	sptP	35.9	26.6	27.8	113.7
SL1344_2859	sicP	62.6	45.9	44.1	235.3
SL1344_2860	iacP	55.6	57.3	44.1	181.9
SL1344_2861	sipA	5.7	7.7	4	15.2
STnc1410		36.5	67.5	101.2	125.5
SL1344_2862	sipD	4.4	9.6	4.8	15.6
SL1344_2863	sipC	7.4	20.9	21.7	38.9
SL1344_2864	sipB	5	11.4	18.5	32.9
SL1344_2865	sicA	4.8	15.6	31.4	58.8
SL1344_2866	spaS	1.9	2.8	1.1	1.6
SL1344_2867	spaR	2.3	2.6	1.7	3.9
SL1344_2868	spaQ	4.2	6.3	3.8	5.3
SL1344_2869	spaP	2.4	4.3	1.5	5.5
SL1344_2870	spaO	2	3.3	1.2	1.2
SL1344_2871	invJ	1.8	2.8	1.3	2.6
SL1344_2872	invI	2.1	3.9	0.2	2.7
SL1344_2873	invC	3.3	5	3.3	6.1
SL1344_2874	invB	8.1	11.4	14	20.1
SL1344_2875	invA	4.4	6.7	1.8	19.7
SL1344_2876	invE	2.4	5.6	0.6	21.2
SL1344_2877	invG	1.9	6.2	2.9	16.3
SL1344_2878	invF	1.7	4.5	9.2	16.2
SL1344_2879	invH	4.7	5.1	1.6	16.1
InvR	InvR	270	499.9	1565.3	2042
SL1344_2880		58.3	60.8	14.3	97.6
SL1344_2881		24.6	22.7	2.6	68.7
SL1344_2882		67.1	147.3	4.7	105.2
SL1344_2883		0.4	1.9	0	1.2
SL1344_2884		102	129.6	171.3	139.3
SL1344_2885		29.4	30.3	17.4	24.9
SL1344_2885A		1.6	1.6	1.7	1.7
SL1344_2886	pphB	5.1	5.5	5.3	12.7
SL1344_2887		2	4.9	1	3.8
SL1344_2888	mutS	23.3	17.5	8.7	28.4
SL1344_2889		4.3	2.7	2.1	3
SL1344_2890		1.6	1.3	0.5	1.6
SL1344_2891		4.5	4.9	2.6	4.9
SL1344_2892		3.3	3.4	3	3.5
SL1344_2893		0.7	0.6	0	0.5
SL1344_2894	hyi	1.3	1.1	0.1	0.7
SL1344_2895	ygbL	0.3	0.8	0.9	1.8
SL1344_2896	ygbK	0.5	0.8	0.1	0.3
SL1344_2897	ygbJ	0.5	0.7	1.1	0.3
SL1344_2898	ygbI	10	11	7.1	9.5
SL1344_2899		24.5	23.4	37.2	33.1
SL1344_2900		7.3	7.6	1.8	0.9
SL1344_2901		2.5	1.8	0.4	0.8
SL1344_2902		4.6	1.2	1.1	1.1
SL1344_2903	rpoS	749.2	560.3	434.2	613.9
SL1344_2904	nlpD	1257.9	793.6	734.8	699.8
SL1344_2905	pcm	65.3	63.8	12	58.2
SL1344_2906	surE	51.6	45.4	25.1	39.7
SL1344_2907	truD	37.8	33.1	8.6	19.7
SL1344_2908	ispF	32.4	24.2	3	10.7
SL1344_2909	ispD	30.9	34.1	2.2	19.1
SL1344_2910	ftsB	62.8	57.6	5.8	28.9
SL1344_2911	ygbE	106.2	128.2	46	33.5
SL1344_2912	cysC	176.5	157.3	106.2	37.2
SL1344_2913	cysN	127.3	111	64.9	35.1
SL1344_2914	cysD	204.2	186.3	119.4	106.3
SL1344_2915	iap	13.3	18.1	5.6	13.8
SL1344_2916	ygbF	11.7	17.1	5.2	11
SL1344_2917		8.6	6.6	1.9	5.2
SL1344_2918	ygcH	4.5	2.8	1.1	2.7
SL1344_2919		4.6	4.4	0.9	2.8
SL1344_2920	yghJ	4.9	5.9	1	2.8
SL1344_2921		3.4	3.2	1.3	2.3
SL1344_2922		2.2	2.2	0.6	1.7
SL1344_2923	ygcB	1.4	1.1	1.2	0.8
SL1344_2924	sopD	7.7	6.4	16.8	12.1
STnc3140		1379.8	1260.9	113.3	287.7
SL1344_2925	cysH	120.5	62.9	13.7	16.1
SL1344_2926	cysI	192.6	96	63.7	56
SL1344_2927	cysJ	110	66.3	27.5	86.9
SL1344_2928	ptpS	39.4	17.6	10.5	10.2
SL1344_2929		8.2	12	5.3	11.4
SL1344_2930	ygcF	54.3	64.3	45.9	53.8
SL1344_2931	eno	596.6	452.3	120.9	119.6
SL1344_2932	pyrG	202.2	190.6	106.5	129.9
SL1344_2933	mazG	23.3	33	8.8	21.3
SL1344_2934		0	0.7	0	0.6
SL1344_2935		82.1	121.5	134.1	157.9
SL1344_2936		131.8	130.2	77.3	199
SL1344_2937	relA	151.8	93.3	68.5	60.8
SL1344_2938	rumA	187.4	151	156.7	64.3
SL1344_2939	barA	13	15	5.7	9.6
SL1344_2940		8.5	13.3	3.1	9.1
SL1344_2941	gudD	7.1	7.1	1.9	3.8
SL1344_2942	ygcY	5.3	5.6	1.4	4.4
SL1344_2943	gudT	2.8	4.2	1.1	1.7
SL1344_2944		132.2	83.5	53.9	106.4
SL1344_2945	yqcB	9.1	7.8	1.5	2.4
SL1344_2946	yqcC	24.2	22	4.1	8
CsrB	CsrB	656.9	1482.5	3104	4113.9
SL1344_2947	syd	79	47.2	14.3	43.5
SL1344_2948	queF	28.6	32.9	29.5	22.9
SL1344_2949	ygdH	70	48	42.3	54.7
SL1344_2950	sdaC	8.1	5.6	3	2.7
SL1344_2951	sdaB	9.5	11.1	4.1	8.6
SL1344_2952	exo	16.3	19.1	2.9	14.3
SL1344_2953	fucO	2.4	1.7	0.7	2
SL1344_2954	fucA	0.6	0.6	0.3	0.8
SL1344_2955	fucP	0.2	0.1	0.1	0.2
SL1344_2956	fucI	0.7	0.2	0.1	0.4
SL1344_2957	fucK	0.4	0.5	0.1	0.4
SL1344_2958	fucU	1.9	2.1	0.9	2.1
SL1344_2959	fucR	11.6	9.6	3.8	7.2
SL1344_2960	ygdE	51	53.1	10.8	37.5
SL1344_2961	ygdD	50.8	50.4	12.6	37.1
SL1344_2962	gcvA	52.4	83.6	26.7	32.9
GcvB	GcvB	44.4	482.9	391.2	188
SL1344_2963	ygdI	333	930.8	267.6	662.4
SL1344_2964	csdA	17.5	18.9	10.9	13.4
SL1344_2965	ygdK	18.7	14.4	3.9	13.4
SL1344_2966		3.1	2.1	1.4	5.4
SL1344_2967	ygdL	113.1	71.6	57.5	65.8
SL1344_2968	mltA	79.2	71	36.6	54.8
SL1344_2969	amiC	57.1	33.2	5.6	16.9
SL1344_2970	argA	204.9	104.5	21.4	50.4
SL1344_2971	recD	14.2	12.3	3.9	8.3
SL1344_2972	recB	22	21.9	6.6	18.8
SL1344_2973	ptr	15.9	17	5.3	16
SL1344_2974	recC	13.1	11.5	3.8	7.8
SL1344_2975	comQ	7.2	5.1	0	3.5
SL1344_2976	comP	4.7	3.4	0.9	1.8
SL1344_2977	comO	1.2	1.7	0.3	0.3
SL1344_2978	comN	1	1	0.2	0.5
SL1344_2979	thyA	58	31.3	6.1	31.3
SL1344_2980	lgt	61.1	44.6	11.3	39.7
SL1344_2981	ptsP	42.1	39	16.9	40.9
SL1344_2982	nudH	84.6	90	133	106.2
SL1344_2983	mutH	22.7	23.7	35.4	37.8
SL1344_2984	ygdQ	55.3	61.8	22.8	48.6
STnc3830		33.1	55.9	258.6	109.5
SL1344_2985	ygdR	40.7	119.7	44	122
